"Date","Flow","Flow2","bg_fry","bg_juv","bg_adult","cc_fry","cc_juv","cc_spawn","cc_adult","gd_juv","gd_spawn","gd_adult","gs_fry","gs_juv","gs_spawn","gs_adult","smb_fry","smb_juv","smb_spawn","smb_inc","smb_adult","ws_fry","ws_juv","ws_spawn","ws_adult","month"
"X1658.384",1965-07-08,1658.384,996.268,-65.3767662306071,-51.8100636922988,-78.96178062356,-19.3993071449682,-21.3791362567647,-1.22952574903226,-16.0380264905966,38.0437941641771,-22.1361247238316,14.4212168453195,-57.103440720299,16.8203711723019,-68.4783960364763,23.6468810073322,-73.4444356989051,-44.3792196271349,-63.5290833602453,-24.7758917792491,-29.1361149810917,-64.7333272706765,-16.5745732848041,-15.7711476104708,-19.0798599025288,"Jul"
"X1635.179.1",1965-07-09,1635.179,973.063,-66.9071964655792,-55.2831281422712,-79.5780060116467,-20.5378054579149,-22.9086316691942,1.64378881340537,-14.0703265719236,35.689125213138,-22.3760616438986,13.8441862073498,-59.3796032907626,19.7708000310029,-68.8528663534772,26.4170186798146,-72.7327435629679,-47.1230599238334,-63.9314184844807,-23.98276977292,-27.4033125702146,-66.7231869107926,-17.6343927396715,-19.8941880384911,-20.6388522102547,"Jul"
"X1644.461.5",1965-07-10,1644.461,982.345,-66.2874213602555,-53.8911375160521,-79.3256034295752,-20.081863606977,-22.2943074270312,0.47101860532177,-14.863169008172,36.619511543309,-22.2799999642471,14.0744291825586,-58.4619200800996,18.5875108245215,-68.7008089723198,25.3041628780654,-73.0240653744592,-46.0222031993892,-63.7682282802372,-24.3024401818385,-28.1044118418177,-65.9201117133743,-17.2094061092727,-18.2566212788343,-20.0138134668298,"Jul"
"X1986.348.3",1965-07-11,1986.348,1324.232,-43.7016942535531,-13.2029041736177,-69.3722871859962,-8.77139198386102,-17.6186205150929,-49.1625196171958,-32.416060717443,60.7018521940396,-13.8163118771825,2.90351072243928,-33.6785914739701,-16.1066845194907,-50.1048111475023,-20.1186748313727,-66.1694436425878,-17.982230946595,-49.0936995808498,-33.4043072581889,-36.2828065508632,-35.9625604837644,-9.7142689326441,30.4471206048594,-10.5927378274863,"Jul"
"X1830.101.1",1965-07-21,1830.101,1167.985,-53.6814614212051,-30.6194558461187,-73.8468051694247,-13.1149903971682,-19.0443229725778,-29.9721468890961,-26.8559664904612,51.048154317887,-16.9116887222324,10.7643068306694,-43.5244929787119,-0.134421728533303,-59.3028179646306,1.02016887137464,-70.4165041104739,-29.3732692205912,-55.9705268514462,-29.1938772670167,-34.4282798516732,-49.2517268127427,-12.5062109151982,8.19481949410369,-13.4978936232137,"Jul"
"X1745.016.2",1965-07-22,1745.016,1082.9,-59.6721942915337,-41.7235151215772,-75.6824240200069,-16.1810307374214,-20.1163026123098,-14.925289125029,-20.9942472164703,45.8103831094622,-18.90849681815,14.6727599956685,-50.2375272758183,10.6699384101552,-64.1153135528334,15.4196245621745,-71.7220220509753,-36.9841671808082,-59.6952263631218,-26.0686165097672,-32.3033259519304,-57.2594337984501,-14.7163075316199,-4.60033699133453,-16.1977311222595,"Jul"
"X1693.965.1",1965-07-23,1693.965,1031.849,-62.9456064458434,-47.5657741776047,-77.5444633891054,-18.0453211869225,-20.7378563973064,-7.11989622316187,-18.180963908923,41.1339522538414,-20.8683391581668,14.5747238548461,-54.1729863070776,14.1458067491563,-66.6789713742453,20.1672239683856,-72.7944848604246,-41.2386486945147,-61.9464514680108,-25.3621571217923,-30.565852845951,-61.5806960914966,-15.7503062059253,-11.1726609875198,-17.8103691712824,"Jul"
"X1641.367.2",1965-07-24,1641.367,979.251,-66.4928695447063,-54.3547237878104,-79.4088358918847,-20.2337637327094,-22.4987060504635,0.858381779149541,-14.5997495467608,36.3077071138135,-22.3120076340808,13.9975974404791,-58.7667347431124,18.9814771918578,-68.7511523342377,25.6743998225129,-72.9279707737655,-46.3886616789283,-63.8222850248505,-24.1962454880375,-27.871910727428,-66.186735358466,-17.3509109738274,-18.8041878278112,-20.2219455076938,"Jul"
"X1508.325.1",1965-07-25,1508.325,846.209,-76.1240912004038,-74.1583826742024,-80.4267851616793,-26.8493920993534,-31.6576086658579,18.0275635370193,-2.59631263204231,24.8957358361331,-25.449974560641,11.8335181438624,-71.761248439939,35.3721371585407,-70.8427060608152,44.0258597962878,-70.4083119269245,-62.0366878899375,-65.9155010008353,-20.6082845281504,-16.8568502940136,-78.7523641615565,-23.5879412046339,-40.4617644658175,-29.4649220921503,"Jul"
"X1441.804",1965-07-26,1441.804,779.688,-80.556658968866,-82.0830455905684,-78.5516629725332,-30.594175273309,-36.2815687498707,14.528705578434,3.27050571399594,20.4184739299582,-26.7786164755691,9.13848606635256,-76.5382583868536,38.7409322085073,-70.9077372752595,47.1793043518617,-69.6510133355511,-68.0078432669684,-66.046023622001,-18.9389496278793,-13.3628428316841,-83.9941744647241,-28.7954764994713,-47.6168994844849,-34.3615575003838,"Jul"
"X1370.642.1",1965-07-27,1370.642,708.526,-83.7636674973143,-88.0313290488834,-75.3327379940696,-37.5356003303333,-40.8461302321111,20.5503660350846,9.18579605019491,11.4965878879141,-27.818933372447,2.00424627567836,-79.1205918595845,40.9736141930576,-68.9230573679714,49.0976050930317,-62.1678777588598,-72.4148831226015,-64.6677800737299,-13.3413649179996,-11.25371808152,-86.3145865348859,-39.4369375393757,-53.6082786676595,-40.0921742453162,"Jul"
"X1409.317.1",1965-07-28,1409.317,747.201,-81.9450216339916,-84.7149991219273,-77.2008233513592,-33.7279610294976,-38.3396514370484,17.3400334596685,5.91539083813875,16.2723681073698,-27.2457478061035,5.84801720462564,-77.6712086802368,39.7721007726145,-70.0570165768535,48.0735859959459,-66.4887752723857,-69.9646838215458,-65.4509101118029,-16.4267145081341,-12.420029537945,-85.001052136746,-33.6173037814783,-50.3364671927905,-36.9576491526502,"Jul"
"X1345.89.1",1965-07-29,1345.89,683.774,-84.313085097606,-89.2601433842115,-73.483545085263,-39.7293667750517,-42.3229348307738,23.7977553842807,10.749262855225,7.63704737698405,-28.1320375151234,-1.0611930539988,-80.0693075854321,42.1295409904639,-67.8033825304815,49.3613859307833,-59.0544935502993,-73.747183560755,-64.0822499789894,-11.3090295054653,-10.131518078329,-86.8525312949141,-43.3747683645982,-55.7032120090127,-42.3735926146914,"Jul"
"X1262.352",1965-07-30,1262.352,600.236,-85.042376119475,-91.8928783694213,-64.1608658579644,-46.8492801140252,-47.1954033511751,36.2619140569145,15.235438611977,-6.2980897724794,-29.1229893884501,-12.2415996321195,-83.5990596507159,46.603337010243,-62.5323325343525,49.5750891996576,-45.576334510643,-78.0431778835188,-61.6564977596867,-4.10044279026023,-5.4544817562556,-88.2214387945905,-57.2519015467137,-62.8554125250147,-50.6941564249585,"Jul"
"X1215.942.1",1965-07-31,1215.942,553.826,-85.6757729493512,-93.3406433810138,-56.3059319336407,-50.6205908555869,-47.5321670549784,45.405407898477,17.6041608010461,-13.7152792120325,-29.1565755788998,-17.5631832137748,-85.5053331431289,48.5988503701772,-58.6347736486074,49.5249851337388,-38.7819177186645,-80.1444477429756,-60.443381621862,-0.36548063599521,-5.18379924989757,-89.0842762604952,-64.802797089013,-66.210982830557,-54.7367526550671,"Jul"
"X1540.812.3",1966-07-01,1540.812,878.696,-73.687557121504,-69.4404543313326,-81.3520155649549,-25.2174338913472,-29.3523255067074,14.3419944330539,-5.62171594381369,27.2478762750873,-24.0506725810481,11.9685263275587,-68.8232321283633,31.6490419239714,-70.4243116537238,38.7849732105855,-70.1966283014327,-58.340988243491,-65.5547185471825,-21.060276862376,-19.7036953063263,-75.4712759065957,-22.0369515907163,-35.5635726380954,-27.1386933955658,"Jul"
"X1604.239",1966-07-02,1604.239,942.123,-69.0499954308683,-59.9499285981409,-80.4819887337241,-22.062860237216,-24.9810996352046,5.79781392729354,-11.3704139590619,32.693334807515,-22.6971071245885,13.0821393697663,-62.5102490093415,23.7454301219244,-69.3829227256086,30.1735560828615,-71.6914538290495,-50.8249380875124,-64.4983462324193,-22.8931747451422,-24.9859294368928,-69.4712327271849,-19.0613109193036,-25.2435842850775,-22.736324563525,"Jul"
"X1474.291.6",1966-07-03,1474.291,812.175,-78.7607466155872,-78.8233338030227,-79.6001885248472,-28.2124819106448,-34.1218932394801,14.7169057684176,0.533713987264988,23.4682648907925,-26.2709793155324,11.4083271205758,-74.7686626505711,37.52718443835,-71.2510506602092,46.2181854500191,-71.1176869245146,-65.5741800295793,-66.2663041520004,-20.4792620085465,-14.6405739024772,-82.1504724193783,-25.222445770291,-44.5629164036351,-31.8863438086221,"Jul"
"X1359.813.4",1966-07-04,1359.813,697.697,-84.2084980107958,-88.8567777811918,-74.6846765259247,-38.5763381837078,-41.5365398925046,21.6050862435728,10.0413912908847,10.0622126133208,-27.9738574324372,0.849926672916181,-79.5418210886416,41.3622927242124,-68.5352373410088,49.3239191062128,-60.835743026489,-73.0823644696044,-64.4272391540886,-12.4581659820958,-10.8690038474625,-86.6547676647386,-41.1057995035372,-54.5284675073415,-41.0138928713791,"Jul"
"X1392.3.4",1966-07-05,1392.3,730.184,-82.7215145101362,-86.1486924136954,-76.4174062453823,-35.3928718840412,-39.4348320208453,18.770332061567,7.33763423809845,14.1500790286338,-27.4956142454186,4.14705060791658,-78.2947773013317,40.3042056458432,-69.5756079335637,48.5294455807163,-64.6694091788857,-71.0260451099313,-65.1170412494614,-15.0821040465574,-11.9128914236804,-85.5626281780111,-36.1672130812803,-51.7714466743742,-38.3308981372087,"Jul"
"X1697.059.2",1966-07-06,1697.059,1034.943,-62.7391113008997,-47.2092887361359,-77.4230634531339,-17.9318723285922,-20.6996589612126,-7.62380960061653,-18.3556499083747,41.4048977876852,-20.7491916070857,14.5806144879826,-53.9281498263637,13.9332501768531,-66.5159293164751,19.875265884998,-72.7246847373791,-40.9781446168434,-61.8037566322615,-25.4060669994485,-30.6751552495177,-61.3109837210559,-15.6871055246806,-10.7842952881744,-17.7118619138543,"Jul"
"X1581.034.1",1966-07-07,1581.034,918.918,-70.7393709425522,-63.4773664948253,-81.230977330245,-23.2119793142475,-26.5608872522151,9.18579656689903,-9.28583667618645,30.5474001645838,-22.938742705368,12.51602528673,-64.9333369016013,26.7574001233359,-69.8056227799452,33.0393850929954,-70.8311589366757,-53.6344701077815,-64.9483046803084,-22.0508465287584,-23.0872423163688,-71.6071353288799,-20.1420142743496,-29.1488580629113,-24.3237239836407,"Jul"
"X1465.009.2",1966-07-08,1465.009,802.893,-79.5090640966857,-80.10167036992,-79.3819619089746,-28.556454209116,-34.8030187418718,13.1878907253413,1.39262935499033,23.1686806006327,-26.4400038567891,11.2685527910672,-75.6027008594839,37.9534157539159,-71.3631482863965,46.512445968855,-71.3667108367084,-66.5285141979559,-66.3621417851278,-20.4754576863974,-14.1042542128089,-83.1032097427353,-25.6709685535045,-45.6044792226742,-32.5483726597486,"Jul"
"X1350.531.4",1966-07-09,1350.531,688.415,-84.2777531760111,-89.1246464016839,-73.8927677412805,-39.3439839330595,-42.0600112475382,23.0707091591156,10.5121026364463,8.44204755517599,-28.0790977828712,-0.425703035681075,-79.8917307304409,41.8744957266046,-68.0512752672141,49.3489584523927,-59.6601871159917,-73.5240582344207,-64.1988756111008,-11.6936694937556,-10.3786152483584,-86.7857631424242,-42.6170761454787,-55.3110888661844,-41.9195154864691,"Jul"
"X1392.3.5",1966-07-10,1392.3,730.184,-82.7215145101362,-86.1486924136954,-76.4174062453823,-35.3928718840412,-39.4348320208453,18.770332061567,7.33763423809845,14.1500790286338,-27.4956142454186,4.14705060791658,-78.2947773013317,40.3042056458432,-69.5756079335637,48.5294455807163,-64.6694091788857,-71.0260451099313,-65.1170412494614,-15.0821040465574,-11.9128914236804,-85.5626281780111,-36.1672130812803,-51.7714466743742,-38.3308981372087,"Jul"
"X1500.59.3",1966-07-11,1500.59,838.474,-76.7280974444518,-75.2882930477733,-80.1861967427167,-27.2393075131331,-32.2133244203437,18.9706017351126,-1.85949613314444,24.3532178108798,-25.7840215247604,11.8015966845443,-72.4782271669145,36.2655432863954,-70.9474928489373,45.2900401903517,-70.4631918051652,-62.9245554739017,-66.0054698836261,-20.498090996387,-16.1534475207205,-79.5558590343357,-23.9599596426447,-41.6058213155384,-30.0225761018932,"Jul"
"X1396.941.2",1966-07-12,1396.941,734.825,-82.5061805788398,-85.7537963542102,-76.6367331860543,-34.9371889671498,-39.1349611487186,18.3830595458502,6.94717837770502,14.7255812686537,-27.4271090077723,4.60942719215393,-78.1225655981715,40.1596263173453,-69.7095179518565,48.4059566274927,-65.1776920692179,-70.7340251744773,-65.209702669477,-15.4508098316517,-12.0521295355332,-85.4070058005128,-35.4701196343548,-51.3793718139612,-37.9554544922999,"Jul"
"X1348.984.3",1966-07-13,1348.984,686.868,-84.2894774882678,-89.1696952613139,-73.7573684498988,-39.4723289623086,-42.1475641386316,23.3134823373849,10.5910215768508,8.17333953162798,-28.0967205777415,-0.637704763248137,-79.9507265342258,41.9595888031539,-67.9690905345337,49.3531077352477,-59.4596475922922,-73.5982632183964,-64.1601844263902,-11.5656341915548,-10.2963913277238,-86.8079236749679,-42.8694877564724,-55.4417363008439,-42.0707805609739,"Jul"
"X1381.471.1",1966-07-14,1381.471,719.355,-83.2347547469425,-87.0817158892313,-75.8880920099733,-36.4608842170691,-40.1380187459553,19.6659067980698,8.25631032163981,12.8167538790754,-27.6565219009388,3.07258245589402,-78.7030490688431,40.6399950147304,-69.2551680297634,48.815183623829,-63.4461524044124,-71.7150350861731,-64.8959561518276,-14.215903549649,-11.585255473113,-85.9332032056876,-37.7986429305698,-52.6883873762447,-39.2096350414559,"Jul"
"X1430.975.6",1966-07-15,1430.975,768.859,-81.0064225478142,-82.9455004164685,-78.1208648940603,-31.6323264103297,-36.9628836676229,15.4778624269136,4.14208960767307,19.022413147166,-26.9329086010192,8.03530244002687,-76.9078430217752,39.0869172558832,-70.63354040912,47.4809738350632,-68.6390642564024,-68.6502762202819,-65.8534930706032,-18.1093884166754,-13.0521938748595,-84.3207469691303,-30.396067493973,-48.5205309048939,-35.2232215471,"Jul"
"X1446.445.5",1966-07-16,1446.445,784.329,-80.3677015247547,-81.717841436762,-78.7307559828019,-30.1512052751987,-35.9910023825978,14.118154011251,2.89998503065861,21.0211544583208,-26.7129187221108,9.61324563163785,-76.3822449537795,38.5919525444203,-71.0225387546243,47.0489001566819,-70.0726679242849,-67.7354521353243,-66.1268371560071,-19.2921110133674,-13.4948910094056,-83.8568605295733,-28.111540740432,-47.2305090935226,-33.9933972362087,"Jul"
"X1280.916",1966-07-17,1280.916,618.8,-84.8633145908445,-91.2741368409549,-66.6165943053723,-45.2364878268784,-46.0892032577704,33.590190596983,14.2015160892735,-3.2894788904112,-28.8963549976219,-9.79861993656362,-82.7556855942666,45.6279334128394,-63.8544046406598,49.529177357158,-49.0681623987236,-77.0402250167336,-62.255370284781,-5.75053281750346,-6.5328788543581,-87.8869615685583,-54.1284752215473,-61.2504841256113,-48.8207020409179,"Jul"
"X1143.233.1",1966-07-18,1143.233,481.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X1038.037",1966-07-19,1038.037,375.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X1014.832.1",1966-07-20,1014.832,352.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X1073.618.1",1966-07-21,1073.618,411.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X1031.849.1",1966-07-22,1031.849,369.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X990.08.3",1966-07-23,990.08,327.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X968.422.1",1966-07-24,968.422,306.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X954.499",1966-07-25,954.499,292.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X974.61",1966-07-26,974.61,312.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X965.328.1",1966-07-27,965.328,303.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X866.32.1",1966-07-28,866.32,204.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X857.038.2",1966-07-29,857.038,194.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X846.209.1",1966-07-30,846.209,184.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X891.072.2",1966-07-31,891.072,228.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X1964.69",1968-07-27,1964.69,1302.574,-45.0101441969516,-15.076622777685,-70.2299092910871,-9.18682230087549,-17.7433880849383,-46.9510478669131,-32.2863159101962,59.4323103378082,-14.1962054913782,4.0601327815919,-34.7503703990549,-14.2704042763545,-51.5052392894942,-17.5863771947054,-67.0614587521284,-19.1779944994362,-50.1304843830612,-32.991120835951,-36.2715570575299,-37.6365871889268,-9.90751219552994,27.9080144538632,-10.6979675378695,"Jul"
"X2037.399.4",1968-07-28,2037.399,1375.283,-39.5950154816357,-8.92110164016052,-67.7975736462383,-7.66665786909274,-17.0590954102302,-56.502421197203,-32.5102045429488,62.491590373306,-11.211778793822,2.63095266035989,-30.7200731704542,-22.6405573915177,-46.1181327962873,-27.7702505884503,-63.8316355728263,-15.1956607131594,-45.8497298000728,-34.7813595986165,-36.4689229365806,-31.5801226068153,-9.08070684090532,35.192248901293,-10.1462713136848,"Jul"
"X1853.306.4",1968-07-31,1853.306,1191.19,-52.1149778059319,-27.5212831177455,-73.4405911114353,-12.2865697080717,-18.7591882688941,-33.394385241705,-28.3586601567068,52.5310631053889,-16.4017258851308,9.66028837089134,-41.7598253191455,-2.92493472177922,-58.0573954818662,-2.58623633900546,-70.1133383091153,-27.304978776949,-55.0284754861939,-30.0052097331819,-34.9604446936592,-47.1053316541419,-11.9011426334139,11.9619124437803,-12.772404802374,"Jul"
"X1443.351.2",1969-07-01,1443.351,781.235,-80.4934239368958,-81.9610190746088,-78.6117207227243,-30.4463889365302,-36.1846186164063,14.3921082534919,3.14679910170884,20.61907448961,-26.7566888757592,9.29660771337196,-76.4860971567073,38.691319187274,-70.9461818470705,47.1359112857818,-69.7923494702092,-67.9168520794341,-66.0730728958917,-19.0568269061717,-13.4069308893742,-83.9482294498416,-28.5673627802806,-47.4880441130604,-34.2387626398523,"Jul"
"X1492.855.1",1969-07-02,1492.855,830.739,-77.314234402616,-76.3197785832428,-80.0150339691337,-27.5298992924743,-32.771442272128,17.8274102691694,-1.15974677961473,24.0754848779906,-25.9367887663233,11.689995236172,-73.1437556879965,36.6673701493526,-71.0355640284095,45.6202661551996,-70.642609825022,-63.7010269631605,-66.0813217571038,-20.4867813366291,-15.697825068467,-80.3063540712706,-24.3301407074473,-42.4882554803303,-30.5694766580462,"Jul"
"X1381.471.2",1969-07-03,1381.471,719.355,-83.2347547469425,-87.0817158892313,-75.8880920099733,-36.4608842170691,-40.1380187459553,19.6659067980698,8.25631032163981,12.8167538790754,-27.6565219009388,3.07258245589402,-78.7030490688431,40.6399950147304,-69.2551680297634,48.815183623829,-63.4461524044124,-71.7150350861731,-64.8959561518276,-14.215903549649,-11.585255473113,-85.9332032056876,-37.7986429305698,-52.6883873762447,-39.2096350414559,"Jul"
"X1294.839.1",1969-07-04,1294.839,632.723,-84.7359059458229,-90.8232788097743,-68.2942097592333,-44.038538138967,-45.2684878651292,31.5506457444752,13.4403484629134,-1.00073117530538,-28.7288426321623,-7.95100752478752,-82.1465604945697,44.8894456043694,-64.7838744476721,49.4941673661661,-51.4773425565922,-76.3068300855137,-62.68018321683,-6.96960787405961,-7.32660182653358,-87.6483262524253,-51.8009121462222,-60.052664001254,-47.4248712448415,"Jul"
"X1225.224.1",1969-07-05,1225.224,563.108,-85.5401047950202,-93.047104892135,-57.8863914916485,-49.8763556516673,-47.4756482814277,43.5688987220067,17.348286470361,-12.2751233523402,-29.1567813319429,-16.5247896778128,-85.1155061051202,48.2659027486597,-59.4226091111347,49.5465500792814,-40.0538212036365,-79.7281498996479,-60.667537986879,-1.08551833511405,-5.16145515405302,-88.9049021511503,-63.2908028093926,-65.5765114586832,-53.9490529615219,"Jul"
"X1232.959.1",1969-07-06,1232.959,570.843,-85.430382180981,-92.8091135666391,-59.1586358029846,-49.2612379591022,-47.428878800761,42.0273018247869,17.1343854858577,-11.0685551154127,-29.1569513441446,-15.6569942214744,-84.7993009992939,47.9863128463182,-60.0599732220928,49.564683169155,-41.0846989751447,-79.3885447901808,-60.8495256368056,-1.68227082640563,-5.14292025562744,-88.7600799621987,-62.0391189153281,-65.0545800123888,-53.2981889615048,"Jul"
"X1126.216.1",1969-07-07,1126.216,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X1112.293",1969-07-08,1112.293,450.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul"
"X1222.13",1969-07-09,1222.13,560.014,-85.5848332657081,-93.1439706576134,-57.3662329863177,-50.1236915204888,-47.4944397314124,44.1826860357908,17.4336755181522,-12.756108607197,-29.1567129594496,-16.8712791168659,-85.244168468205,48.3771941126603,-59.1628377574912,49.5393382914521,-39.6341525998799,-79.8658381592493,-60.593530388243,-0.845984367545009,-5.16889075979797,-88.9640025535058,-63.7935868845327,-65.7870054473459,-54.2108075317838,"Jul"
"X1256.164.1",1969-07-10,1256.164,594.048,-85.1195971989328,-92.0982555837424,-63.0190835159385,-47.3858362489779,-47.2670731533855,37.4287172465569,15.9400145030431,-7.34748373644872,-29.1412900576415,-12.9931696006244,-83.8630855511954,46.9836453910881,-61.9772122429926,49.5902018723456,-44.4371270946665,-78.3527116308168,-61.4480625125255,-3.54403737047208,-5.27504956723367,-88.3373249270323,-58.2809475805045,-63.3912456530918,-51.289020637667,"Jul"
"X1478.932.2",1969-07-11,1478.932,816.816,-78.3929599195219,-78.1908749570833,-79.7065323028486,-28.0411686309963,-33.782811909116,15.4879167931921,0.107324311589569,23.6190567448714,-26.1869521299771,11.4784782168764,-74.3571104694146,37.3131537688751,-71.1961119857509,46.0698897143658,-70.9961140873524,-65.1014940448885,-66.2192368101523,-20.4811529391782,-14.9067963233848,-81.6818987951594,-24.9987785115016,-44.043195237595,-31.5562306492688,"Jul"
"X1724.905.2",1969-07-12,1724.905,1062.789,-60.9285130510469,-44.0149480452305,-76.3816142935515,-16.913517200135,-20.3589628380162,-11.9751243097827,-19.9032833320927,43.9144682814901,-19.6790103383579,14.633924962414,-51.7617424813146,12.0313024218662,-65.0939756364849,17.2723239202435,-72.1251968444796,-38.6491002509939,-60.5565143568042,-25.7948356386074,-31.6352830747784,-58.9295239491013,-15.1214116191436,-7.23180432697494,-16.8297917259584,"Jul"
"X1939.938.4",1977-07-08,1939.938,1277.822,-46.5371158541612,-17.2035632081086,-71.272061206816,-9.66345561055344,-17.8877127798404,-44.2493866293584,-32.1334623636238,58.0344392219991,-14.6352159013872,5.39786614069446,-35.9961787218785,-12.1012320878954,-53.1471289423674,-14.5644342011301,-68.1362738107601,-20.5497444967407,-51.3530178745395,-32.502214005247,-36.2583497250979,-39.5709111896322,-10.1293648573702,25.1055454294292,-10.8190589235616,"Jul"
"X1836.289.6",1977-07-09,1836.289,1174.173,-53.260335390802,-29.7952905844969,-73.7355549488666,-12.8937588088827,-18.9679387189404,-30.9120154205906,-27.2615522451823,51.4386967433026,-16.7751278151392,10.4685693596906,-43.0508514444592,-0.888478113040139,-58.967362187718,0.0411719672971527,-70.3338276516704,-28.8209545479535,-55.7161639566339,-29.4132774978725,-34.5717022450222,-48.6769758712412,-12.3445878718985,9.18766078852889,-13.303933393028,"Jul"
"X1816.178.3",1977-07-10,1816.178,1154.062,-54.6381899279135,-32.4685003286569,-74.1053737354177,-13.6136134803249,-19.2171230999437,-27.7800236385378,-25.9301075551282,50.1821160256084,-17.2204825880799,11.4332946881314,-44.5984491361855,1.58936165791923,-60.066680699637,3.27072685209717,-70.6076457979757,-30.6180324640331,-56.5514498496022,-28.6918772414816,-34.1014649100148,-50.5512997856746,-12.87058736552,5.99130060606819,-13.9356319147544,"Jul"
"X1845.571.6",1977-07-11,1845.571,1183.455,-52.6332957561298,-28.5562991951776,-73.5727185547445,-12.5623472641012,-18.853838324206,-32.2841325743995,-27.8632570482008,52.0311541984665,-16.5710663233211,10.0267839939256,-42.3445789497083,-2.00595461128323,-58.4687580603906,-1.40355690964243,-70.2123369043599,-27.9935339616685,-55.3389382782474,-29.7381993394931,-34.7847644074534,-47.8180995270272,-12.1025238191646,10.6928149698291,-13.0136709428946,"Jul"
"X1997.177.2",1986-07-15,1997.177,1335.061,-43.0569010525105,-12.2615817167162,-68.9610927657395,-8.56424243875686,-17.5567596789854,-50.2190695637867,-32.4795837392383,61.3536314994249,-13.6278290882441,2.3299918125196,-33.1489760409531,-17.0040742849495,-49.4168839448968,-21.3476820401451,-65.7393283504487,-17.3859230297409,-48.5863988630554,-33.6060015962621,-36.2883273716736,-35.1319373797232,-9.61795282519006,31.7484465457242,-10.5403746710296,"Jul"
"X1899.716.4",1987-07-28,1899.716,1237.6,-49.0831724275457,-21.2625737298173,-72.7097381823232,-10.6394757123098,-18.1994269133199,-39.485977877783,-31.221173981497,55.6544985845334,-15.3990441358984,7.49245814931548,-38.3222567950152,-8.21601589365335,-55.665414047888,-9.3019049735877,-69.5588443563752,-23.1919174238975,-53.2366826918993,-31.5391077779044,-35.9801619645133,-42.8844168424909,-10.6992843099777,19.8719306532478,-11.3365176901747,"Jul"
"X1888.887.2",1987-07-29,1888.887,1226.771,-49.7788598139091,-22.7304398423678,-72.8713799114789,-11.0226409594192,-18.3288042695493,-38.1459092136328,-30.5696039659456,54.9060629080214,-15.6309761511569,7.99356412104266,-39.1136533463111,-7.01447955155144,-56.2121502869567,-7.79071619212031,-69.6824964917101,-24.1488402965561,-53.644217826049,-31.1912912793126,-35.7473588211619,-43.8608466573151,-10.9787363710878,17.9795647357562,-11.6697741622149,"Jul"
"X1972.425.1",1987-07-30,1972.425,1310.309,-44.5399213024763,-14.4087988926509,-69.9180485798828,-9.0382808235808,-17.6986671231697,-47.7564443255062,-32.3330730692907,59.8806156639423,-14.0600783843996,3.64557717882346,-34.365654303819,-14.9326820952107,-51.0012741279541,-18.502399013923,-66.7378811868444,-18.7504533257192,-49.756752414149,-33.140214662784,-36.2756070020105,-37.0367528645369,-9.83840299087701,28.8052936848207,-10.6603081659525,"Jul"
