"ftype","GW_wsp2020_MGY","GW_wsp2020_MGD"
"wsp_plan_system-cws",15.08,0.0413150684931507
"wsp_plan_system-ssuag",14.9096533698583,0.0408483653968722
"wsp_plan_system-ssusm",14.7309,0.0403586301369863
"wsp_plan_system-cws",14.6773862877057,0.0402120172265909
"wsp_plan_system-ssulg",13.4807647486807,0.0369336020511801
"wsp_plan_system-cws",13.45,0.0368493150684931
"wsp_plan_system-cws",12.2787080242581,0.0336402959568714
"wsp_plan_system-cws",12.2628046667495,0.0335967251143821
"wsp_plan_system-ssuag",11.9202938713199,0.0326583393734792
"wsp_plan_system-ssusm",10.95,0.03
"wsp_plan_system-cws",10.914757160149,0.0299034442743807
"wsp_plan_system-ssusm",10.1912,0.027921095890411
"wsp_plan_system-ssulg",9.92528762399947,0.0271925688328753
"wsp_plan_system-ssuag",9.84794570260069,0.0269806731578101
"wsp_plan_system-ssusm",9.359,0.025641095890411
"wsp_plan_system-cws",9.01275631007818,0.0246924830413101
"wsp_plan_system-cws",8.221,0.0225232876712329
"wsp_plan_system-ssuag",8.11656898444131,0.0222371752998392
"wsp_plan_system-ssusm",8,0.0219178082191781
"wsp_plan_system-cws",6.76102901523762,0.0185233671650346
"wsp_plan_system-ssusm",6.5018,0.0178131506849315
"wsp_plan_system-ssulg",6.3387768032511,0.017366511789729
"wsp_plan_system-cws",5.66839149125701,0.015529839702074
"wsp_plan_system-ssuag",5.4399111410652,0.0149038661399047
"wsp_plan_system-ssusm",5.233,0.0143369863013699
"wsp_plan_system-ssulg",5.18795446146315,0.0142135738670223
"wsp_plan_system-ssuag",5.15491466146317,0.0141230538670224
"wsp_plan_system-ssusm",5.04,0.0138082191780822
"wsp_plan_system-cws",4.39828492257146,0.012050095678278
"wsp_plan_system-cws",4.35,0.0119178082191781
"wsp_plan_system-cws",4.31276786126726,0.0118158023596363
"wsp_plan_system-ssulg",4.30118154644486,0.0117840590313558
"wsp_plan_system-cws",4.07399401675669,0.011161627443169
"wsp_plan_system-ssuag",4.066280246368,0.0111404938256658
"wsp_plan_system-ssuag",3.84713552889838,0.0105400973394476
"wsp_plan_system-cws",3.80935199640201,0.0104365808120603
"wsp_plan_system-ssusm",3.75,0.0102739726027397
"wsp_plan_system-cws",3.74767639639909,0.010267606565477
"wsp_plan_system-ssulg",3.59439277894891,0.00984765144917509
"wsp_plan_system-cws",3.30471899017484,0.009054024630616
"wsp_plan_system-cws",3.21938498356077,0.00882023283167335
"wsp_plan_system-cws",3.20593399254986,0.00878338080150646
"wsp_plan_system-ssuag",3.14601927680906,0.00861923089536729
"wsp_plan_system-cws",3.0929487968779,0.00847383232021342
"wsp_plan_system-ssuag",2.97817744430198,0.0081593902583616
"wsp_plan_system-cws",2.96116024139777,0.00811276778465141
"wsp_plan_system-ssusm",2.92,0.008
"wsp_plan_system-ssulg",2.87289726303555,0.00787095140557684
"wsp_plan_system-ssuag",2.86358327595103,0.00784543363274256
"wsp_plan_system-ssuag",2.75216105022821,0.00754016726089919
"wsp_plan_system-ssusm",2.7,0.0073972602739726
"wsp_plan_system-ssusm",2.555,0.007
"wsp_plan_system-ssulg",2.46198642565017,0.00674516828945253
"wsp_plan_system-ssusm",2.33,0.00638356164383562
"wsp_plan_system-ssuag",2.3113822760402,0.00633255418093205
"wsp_plan_system-cws",2.20451248862438,0.00603976024280653
"wsp_plan_system-ssulg",2.19668190366779,0.0060183065853912
"wsp_plan_system-cws",2.1268830392788,0.0058270768199419
"wsp_plan_system-ssusm",2,0.00547945205479452
"wsp_plan_system-cws",1.94656110816299,0.00533304413195339
"wsp_plan_system-cws",1.925,0.00527397260273973
"wsp_plan_system-ssuag",1.9004735963275,0.00520677697623974
"wsp_plan_system-ssusm",1.84,0.00504109589041096
"wsp_plan_system-ssuag",1.83826764810417,0.00503634972083335
"wsp_plan_system-ssusm",1.83,0.00501369863013699
"wsp_plan_system-cws",1.82721848330103,0.00500607803644117
"wsp_plan_system-ssulg",1.81642600466936,0.00497650960183385
"wsp_plan_system-ssusm",1.7741,0.00486054794520548
"wsp_plan_system-cws",1.59371972949504,0.00436635542327409
"wsp_plan_system-ssuag",1.49533277754288,0.00409680213025447
"wsp_plan_system-cws",1.47779596611263,0.00404875607154145
"wsp_plan_system-cws",1.4664,0.00401753424657534
"wsp_plan_system-ssusm",1.46,0.004
"wsp_plan_system-ssusm",1.46,0.004
"wsp_plan_system-cws",1.4436703784959,0.00395526131094768
"wsp_plan_system-ssuag",1.4188083371092,0.0038871461290663
"wsp_plan_system-cws",1.39629875168846,0.00382547603202318
"wsp_plan_system-cws",1.36551943675203,0.00374114914178637
"wsp_plan_system-cws",1.34538381728273,0.00368598306104859
"wsp_plan_system-ssuag",1.29612832512007,0.00355103650717827
"wsp_plan_system-cws",1.21107786745475,0.00331802155467056
"wsp_plan_system-cws",1.18664861163737,0.00325109208667774
"wsp_plan_system-ssulg",1.18072534338556,0.003234863954481
"wsp_plan_system-cws",1.15107202081569,0.00315362197483751
"wsp_plan_system-ssulg",1.14814422136076,0.00314560060646783
"wsp_plan_system-ssulg",1.12674066001907,0.003086960712381
"wsp_plan_system-ssusm",1.1,0.00301369863013699
"wsp_plan_system-ssulg",0.981849854344398,0.00268999960094356
"wsp_plan_system-cws",0.8915,0.00244246575342466
"wsp_plan_system-cws",0.81685,0.00223794520547945
"wsp_plan_system-ssusm",0.7957,0.00218
"wsp_plan_system-cws",0.7665,0.0021
"wsp_plan_system-cws",0.757365614812138,0.00207497428715654
"wsp_plan_system-cws",0.735225589438593,0.00201431668339341
"wsp_plan_system-cws",0.73,0.002
"wsp_plan_system-cws",0.696529447763239,0.00190829985688559
"wsp_plan_system-ssusm",0.68,0.00186301369863014
"wsp_plan_system-cws",0.65810446964301,0.00180302594422743
"wsp_plan_system-ssusm",0.612,0.00167671232876712
"wsp_plan_system-cws",0.559239861034754,0.00153216400283494
"wsp_plan_system-ssusm",0.55,0.00150684931506849
"wsp_plan_system-cws",0.542045227793043,0.00148505541861108
"wsp_plan_system-ssuag",0.541589973944712,0.00148380814779373
"wsp_plan_system-cws",0.51946958874067,0.00142320435271416
"wsp_plan_system-cws",0.507390837477184,0.00139011188349913
"wsp_plan_system-cws",0.494157322095071,0.0013538556769728
"wsp_plan_system-cws",0.493721254474316,0.00135266097116251
"wsp_plan_system-ssuag",0.4374095540386,0.00119838233983178
"wsp_plan_system-cws",0.433728533252689,0.00118829735137723
"wsp_plan_system-ssusm",0.42,0.00115068493150685
"wsp_plan_system-cws",0.415709281295874,0.00113892953779691
"wsp_plan_system-cws",0.394888242171549,0.00108188559499055
"wsp_plan_system-cws",0.386346279991558,0.00105848295888098
"wsp_plan_system-cws",0.376625024756852,0.00103184938289548
"wsp_plan_system-ssulg",0.376029556891048,0.00103021796408506
"wsp_plan_system-ssusm",0.365,0.001
"wsp_plan_system-cws",0.360291164565685,0.000987099081001876
"wsp_plan_system-cws",0.3521,0.000964657534246575
"wsp_plan_system-cws",0.351495166567398,0.000963000456349036
"wsp_plan_system-ssuag",0.333207182827728,0.000912896391308844
"wsp_plan_system-cws",0.323266572345116,0.000885661842041414
"wsp_plan_system-cws",0.317047102147682,0.000868622197664883
"wsp_plan_system-cws",0.2845,0.000779452054794521
"wsp_plan_system-cws",0.252183210902181,0.000690912906581319
"wsp_plan_system-cws",0.246230321417641,0.000674603620322303
"wsp_plan_system-cws",0.235090123357847,0.000644082529747526
"wsp_plan_system-ssulg",0.220265007238746,0.000603465773256839
"wsp_plan_system-cws",0.215,0.000589041095890411
"wsp_plan_system-cws",0.214044863135417,0.000586424282562787
"wsp_plan_system-cws",0.210974461840805,0.000578012224221383
"wsp_plan_system-ssulg",0.20562748101687,0.000563362961690054
"wsp_plan_system-cws",0.201,0.000550684931506849
"wsp_plan_system-ssuag",0.188014778445524,0.000515108982042531
"wsp_plan_system-ssusm",0.1372,0.000375890410958904
"wsp_plan_system-ssulg",0.136462155957567,0.000373868920431689
"wsp_plan_system-ssulg",0.136206339640967,0.000373168053810869
"wsp_plan_system-ssusm",0.1308,0.000358356164383562
"wsp_plan_system-cws",0.128417917051592,0.00035182990973039
"wsp_plan_system-cws",0.126250407631325,0.000345891527757056
"wsp_plan_system-ssulg",0.119499922251482,0.000327397047264333
"wsp_plan_system-ssuag",0.102184175660593,0.000279956645645459
"wsp_plan_system-cws",0.0916002338328601,0.000250959544747562
"wsp_plan_system-ssulg",0.0879204503157,0.000240877946070411
"wsp_plan_system-cws",0.0843701968551469,0.000231151224260676
"wsp_plan_system-ssusm",0.08,0.000219178082191781
"wsp_plan_system-ssulg",0.0733933841416728,0.000201077764771706
"wsp_plan_system-ssulg",0.0673457715158365,0.000184508963057086
"wsp_plan_system-cws",0.0636156630500221,0.00017428948780828
"wsp_plan_system-ssuag",0.0631252038156627,0.000172945763878528
"wsp_plan_system-cws",0.0603038667513084,0.000165216073291256
"wsp_plan_system-ssuag",0.0434701647196498,0.000119096341697671
"wsp_plan_system-cws",0.0376029556891048,0.000103021796408506
"wsp_plan_system-ssuag",0.0354592426000192,0.0000971486098630663
"wsp_plan_system-ssuag",0.0352070666695651,0.0000964577169029179
"wsp_plan_system-ssuag",0.0288698545240185,0.000079095491846626
"wsp_plan_system-ssulg",0.0271138762783387,0.0000742845925433937
"wsp_plan_system-cws",0.0208578174558224,0.0000571447053584175
"wsp_plan_system-ssulg",0.0187253268308826,0.0000513022652900894
"wsp_plan_system-ssuag",0.00955113494311937,0.0000261674929948476
"wsp_plan_system-cws",0.00648286818174267,0.000017761282689706
"wsp_plan_system-ssuag",0.00523390074442938,0.0000143394540943271
"wsp_plan_system-cws",0.00431959875357399,0.0000118345171330794
"wsp_plan_system-cws",0.00227903318939779,0.00000624392654629531
"wsp_plan_system-cws",0.00108866095701813,0.00000298263275895379
"wsp_plan_system-ssusm",0.0004,0.0000010958904109589
"wsp_plan_system-ssusm",0.0004,0.0000010958904109589
"wsp_plan_system-cws",0.00010684407504453,0.000000292723493272684
"wsp_plan_system-ssulg",0.00000146361746636342,0.0000000040099108667491
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssusm",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-ssulg",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-cws",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
"wsp_plan_system-ssuag",0,0
