"MP_hydroid","Facility_hydroid","Latitude","Longitude","fips_code","ftype","wsp_2020_GW","GWP_permit"
170316,66880,38.783347222222,-77.059722222222,51059,"commercial",3.57161945554192,"GWP"
170318,66880,38.789027520234,-77.058888447022,51059,"commercial",0,"GWP"
170320,66880,38.780694338101,-77.056374472515,51059,"commercial",16.1846369496927,"GWP"
718,66882,37.183666666667,-76.617,51095,"industrial",5.84,"GWP"
720,66882,37.189638888889,-76.608194444444,51095,"industrial",0,"GWP"
1100,66884,36.777527777778,-76.460166666667,51550,"municipal",0,"GWP"
1101,66884,36.787083333333,-76.443972222222,51550,"municipal",0,"GWP"
1102,66884,36.785444444444,-76.450333333333,51550,"municipal",0,"GWP"
1103,66884,36.7855,-76.450527777778,51550,"municipal",1.25081356889272,"GWP"
1734,66884,36.592747222222,-76.210213888889,51550,"municipal",0,"GWP"
1735,66884,36.592661111111,-76.210169444444,51550,"municipal",0,"GWP"
1747,66884,36.592930555556,-76.210305555556,51550,"municipal",0,"GWP"
1748,66884,36.579208333333,-76.201580555556,51550,"municipal",2.30880599843232,"GWP"
1749,66884,36.591333333333,-76.188611111111,51550,"municipal",0,"GWP"
1750,66884,36.598144444444,-76.208575,51550,"municipal",152.956630710309,"GWP"
1751,66884,36.591591666667,-76.211383333333,51550,"municipal",0,"GWP"
1772,66884,36.783944444444,-76.459194444444,51550,"municipal",0,"GWP"
1773,66884,36.790166666667,-76.446222222222,51550,"municipal",0,"GWP"
1798,66884,36.58495,-76.203566666667,51550,"municipal",142.060722034717,"GWP"
1805,66884,36.771805555556,-76.462222222222,51550,"municipal",402.609529434542,"GWP"
1806,66884,36.783888888889,-76.4595,51550,"municipal",15.411557661595,"GWP"
1807,66884,36.771888888889,-76.462,51550,"municipal",0,"GWP"
1808,66884,36.593097222222,-76.210425,51550,"municipal",194.637292388174,"GWP"
1809,66884,36.77275,-76.459222222222,51550,"municipal",0,"GWP"
1810,66884,36.777333333333,-76.460472222222,51550,"municipal",0,"GWP"
388,66886,37.399491666667,-76.901622222222,51127,"municipal",6.34987301075537,"GWP"
389,66886,37.398869444444,-76.901677777778,51127,"municipal",5.10312698924463,"GWP"
380,66887,37.497222222222,-77.122222222222,51127,"commercial",46.1520926415279,"GWP"
384,66887,37.494722222222,-77.123888888889,51127,"commercial",3.55790735847208,"GWP"
1625,66888,36.895833333333,-76.046388888889,51810,"commercial",0,"GWP"
1626,66888,36.896111111111,-76.045277777778,51810,"commercial",0,"GWP"
1627,66888,36.895277777778,-76.045,51810,"commercial",0,"GWP"
1628,66888,36.895,-76.047222222222,51810,"commercial",0,"GWP"
1629,66888,36.896055555556,-76.04825,51810,"commercial",0,"GWP"
1630,66888,36.895555555556,-76.049166666667,51810,"commercial",0,"GWP"
1648,66888,36.895638888889,-76.049861111111,51810,"commercial",0,"GWP"
1687,66888,36.896222222222,-76.047861111111,51810,"commercial",0,"GWP"
1688,66888,36.89625,-76.047861111111,51810,"commercial",0,"GWP"
1394,66889,36.711777777778,-77.304,51175,"municipal",0,"GWP"
1821,66889,36.711611111111,-77.304083333333,51175,"municipal",0,"GWP"
91192,66892,37.657303,-76.57676,51119,"municipal",4.01900000000005,"GWP"
1674,66893,36.866416666667,-75.99275,51810,"commercial",0,"GWP"
1675,66893,36.865138888889,-75.987972222222,51810,"commercial",0,"GWP"
1676,66893,36.86975,-75.992638888889,51810,"commercial",0,"GWP"
1677,66893,36.873666666667,-75.987888888889,51810,"commercial",0,"GWP"
1678,66893,36.860694444444,-75.984555555556,51810,"commercial",0,"GWP"
1681,66893,36.866111111111,-75.982361111111,51810,"commercial",0,"GWP"
1682,66893,36.865333333333,-75.983638888889,51810,"commercial",0,"GWP"
1826,66893,36.864861111111,-75.982013888889,51810,"commercial",0,"GWP"
690,66895,37.116083333333,-76.668444444444,51093,"municipal",0,"GWP"
691,66895,37.116,-76.668305555556,51093,"municipal",0,"GWP"
37,66899,37.757777777778,-75.6225,51001,"commercial",0,"GWP"
285,66899,37.758322222222,-75.623433333333,51001,"commercial",0,"GWP"
442,66899,37.759280555556,-75.622491666667,51001,"commercial",5.16,"GWP"
500,66901,37.628055555556,-77.356111111111,51085,"commercial",0.165772163292802,"GWP"
522,66901,37.6125,-77.345833333333,51085,"commercial",2.36839565154188,"GWP"
523,66901,37.618055555556,-77.346111111111,51085,"commercial",27.4942875818785,"GWP"
524,66901,37.608888888889,-77.352222222222,51085,"commercial",0,"GWP"
538,66901,37.624444444444,-77.351111111111,51085,"commercial",5.32396929613044,"GWP"
67521,66901,37.608833333333,-77.35022222222,51085,"commercial",7.71757530715639,"GWP"
91156,66902,38.20928,-76.97496,51193,"municipal",0,"GWP"
91158,66902,38.208930555556,-76.978563888889,51193,"municipal",0.0711171264428791,"GWP"
91160,66902,38.205918,-76.975356,51193,"municipal",2.61688287355712,"GWP"
64305,66904,37.67434,-76.43256,51103,"municipal",0.614794408733803,"GWP"
170597,66904,37.674919444444,-76.431775,51103,"municipal",1.08560350984593,"GWP"
170599,66904,37.672525,-76.430602777778,51103,"municipal",2.95300479542904,"GWP"
170601,66904,37.672511,-76.430535,51103,"municipal",3.34659728599123,"GWP"
1035,66906,37.268733333333,-76.002483333333,51131,"municipal",13.597593535809,"GWP"
1133,66906,37.268055555556,-76.006111111111,51131,"municipal",0,"GWP"
1143,66906,37.268611111111,-76.003055555556,51131,"municipal",13.5843001195969,"GWP"
1148,66906,37.261944444444,-76.009166666667,51131,"municipal",0,"GWP"
1150,66906,37.273888888889,-76.013611111111,51131,"municipal",0,"GWP"
1151,66906,37.256472222222,-76.009166666667,51131,"municipal",0,"GWP"
1165,66906,37.268277777778,-76.00525,51131,"municipal",3.47810634459413,"GWP"
1166,66906,37.268277777778,-76.005638888889,51131,"municipal",0,"GWP"
1169,66906,37.268611111111,-76.006944444444,51131,"municipal",0,"GWP"
1170,66906,37.268611111111,-76.006944444444,51131,"municipal",0,"GWP"
1171,66906,37.268333333333,-75.993888888889,51131,"municipal",0,"GWP"
1172,66906,37.273166666667,-76.014083333333,51131,"municipal",0,"GWP"
1590,66910,36.870772222222,-76.352055555556,51740,"fossilpower",0.704779848029676,"GWP"
1591,66910,36.870786111111,-76.351911111111,51740,"fossilpower",0,"GWP"
1592,66910,36.870775,-76.351983333333,51740,"fossilpower",0.295347624207122,"GWP"
1593,66910,36.870311111111,-76.354530555556,51740,"fossilpower",0.208441028342005,"GWP"
1594,66910,36.870130555556,-76.354494444444,51740,"fossilpower",0.0498998806251127,"GWP"
1595,66910,36.870202777778,-76.354508333333,51740,"fossilpower",0.0698492841397738,"GWP"
1601,66910,36.870513888889,-76.353833333333,51740,"fossilpower",0,"GWP"
1602,66910,36.870444444444,-76.353838888889,51740,"fossilpower",0,"GWP"
1603,66910,36.870425,-76.353841666667,51740,"fossilpower",0,"GWP"
1611,66910,36.872644444444,-76.351683333333,51740,"fossilpower",0.004531197387109,"GWP"
1613,66910,36.870313888889,-76.351722222222,51740,"fossilpower",0.00315113726920778,"GWP"
171,66912,37.826297222222,-75.547344444444,51001,"irrigation",0,"GWP"
1359,66914,36.888871,-76.840736,51175,"commercial",0,"GWP"
434938,66914,36.888743,-76.840633,51175,"commercial",0,"GWP"
435014,66914,36.888765277778,-76.840566944444,51175,"commercial",0,"GWP"
1646,66915,36.8375,-76.006305555556,51810,"industrial",0,"GWP"
1689,66915,36.837555555556,-76.006166666667,51810,"industrial",0,"GWP"
59202,66916,37.6563888889,-76.4488888889,51103,"municipal",2.12445224003492,"GWP"
163946,66916,37.664044,-76.4400892,51103,"municipal",5.04120898136761,"GWP"
163948,66916,37.656295,-76.448688333333,51103,"municipal",1.43433877859747,"GWP"
163950,66916,37.66298,-76.439395,51103,"municipal",0,"GWP"
163952,66916,37.66298,-76.439395,51103,"municipal",0,"GWP"
941,66919,36.588444444444,-76.684,51800,"municipal",0,"GWP"
942,66919,36.596861111111,-76.674166666667,51800,"municipal",0,"GWP"
1001,66919,36.588694444444,-76.688138888889,51800,"municipal",0,"GWP"
1002,66919,36.588888888889,-76.688194444444,51800,"municipal",0,"GWP"
1005,66919,36.594222222222,-76.68175,51800,"municipal",0,"GWP"
1008,66919,36.594083333333,-76.681722222222,51800,"municipal",0,"GWP"
1009,66919,36.593916666667,-76.681777777778,51800,"municipal",0,"GWP"
771,66920,37.253888888889,-76.69,51830,"commercial",82.125,"GWP"
340,66924,37.761666666667,-77.365833333333,51085,"municipal",0,"GWP"
554,66924,37.766388888889,-77.368055555556,51085,"municipal",0,"GWP"
584,66924,37.756111111111,-77.348611111111,51085,"municipal",8.85707163616968,"GWP"
585,66924,37.756388888889,-77.348888888889,51085,"municipal",13.0429283638303,"GWP"
68513,66926,38.077828,-76.781175,51193,"municipal",0,"GWP"
68514,66926,38.0954171,-76.8290284,51193,"municipal",0,"GWP"
379311,66926,38.08792,-76.791482,51193,"municipal",0,"GWP"
91150,66927,37.95447,-76.431454,51133,"municipal",3.54504,"GWP"
91152,66927,37.974784,-76.427977,51133,"municipal",0.95496,"GWP"
91154,66927,37.974784,-76.427977,51133,"municipal",0,"GWP"
856,66929,37.556694444444,-76.795916666667,51101,"municipal",94.424084897157,"GWP"
863,66929,37.531055555556,-76.797222222222,51101,"municipal",43.4024176106629,"GWP"
894,66929,37.545194444444,-76.793055555556,51101,"municipal",32.6734974921802,"GWP"
1235,66930,37.353277777778,-75.951611111111,51131,"municipal",16.1011983690779,"GWP"
1236,66930,37.355333333333,-75.950722222222,51131,"municipal",0.0490458327395042,"GWP"
1237,66930,37.355583333333,-75.951722222222,51131,"municipal",0.0497557981825936,"GWP"
1238,66930,37.355361111111,-75.950861111111,51131,"municipal",0,"GWP"
1256,66930,37.355555555556,-75.951555555556,51131,"municipal",0,"GWP"
64651,66931,37.5166666667,-77.1233333333,51127,"commercial",0,"GWP"
489,66936,37.351944444444,-77.291388888889,51041,"industrial",0,"GWP"
490,66936,37.348330555556,-77.29,51041,"industrial",29.313879772754,"GWP"
491,66936,37.349166666667,-77.290555555556,51041,"industrial",32.533520227246,"GWP"
493,66936,37.348444444444,-77.289222222222,51041,"industrial",0,"GWP"
936,66937,36.810277777778,-76.619166666667,51800,"municipal",2.76479682869226,"GWP"
937,66937,36.802222222222,-76.631944444444,51800,"municipal",3.32663392794523,"GWP"
938,66937,36.836944444444,-76.635277777778,51800,"municipal",4.16435305613934,"GWP"
939,66937,36.803333333333,-76.655833333333,51800,"municipal",4.40371618722316,"GWP"
1823,66939,37.385511111111,-75.924463888889,51131,"irrigation",0,"GWP"
221473,66939,37.385666991401,-75.923403505318,51131,"irrigation",0,"GWP"
221473,66939,37.385666991401,-75.923403505318,51131,"irrigation",0,"GWP"
221475,66939,37.385941981825,-75.923709076194,51131,"irrigation",0,"GWP"
221477,66939,37.385691982937,-75.92412575465,51131,"irrigation",0,"GWP"
371,66944,36.789578611111,-76.691389722222,51093,"agriculture",0,"GWP"
372,66944,36.789649444444,-76.691163333333,51093,"agriculture",0,"GWP"
373,66944,36.789166666667,-76.690972222222,51093,"agriculture",0,"GWP"
374,66944,36.7887825,-76.691048055556,51093,"agriculture",0,"GWP"
375,66944,36.795111111111,-76.690694444444,51093,"agriculture",0,"GWP"
376,66944,36.789414166667,-76.6908925,51093,"agriculture",0,"GWP"
377,66944,36.789494166667,-76.691016666667,51093,"agriculture",0,"GWP"
378,66944,36.789738333333,-76.691314166667,51093,"agriculture",0,"GWP"
1287,66948,37.275555555556,-77.202777777778,51149,"municipal",2.91529424002228,"GWP"
1294,66948,37.277916666667,-77.206083333333,51149,"municipal",2.88470575997772,"GWP"
170611,66949,37.919814,-76.478956,51133,"municipal",1.36448404947352,"GWP"
170613,66949,37.919680555556,-76.479280555556,51133,"municipal",3.43351595052648,"GWP"
170615,66949,37.917906,-76.471583,51133,"municipal",0,"GWP"
1420,66951,37.101455233333,-76.700796863889,51181,"municipal",0,"GWP"
1421,66951,37.101446369444,-76.700925444444,51181,"municipal",0,"GWP"
1422,66951,37.101056802778,-76.699928963889,51181,"municipal",0,"GWP"
1423,66951,37.100952263889,-76.699963447222,51181,"municipal",0,"GWP"
415,66953,37.575105555556,-75.838561111111,51001,"irrigation",0,"GWP"
416,66953,37.575269444444,-75.838591666667,51001,"irrigation",0,"GWP"
60129,66955,38.091806,-76.831444,51193,"municipal",7.83509800675308,"GWP"
60144,66955,38.0952777778,-76.8286111111,51193,"municipal",6.7909245802667,"GWP"
379429,66955,38.092861111111,-76.820861111111,51193,"municipal",5.71077741298022,"GWP"
1212,66958,37.230930555556,-75.952197222222,51131,"irrigation",2.42114361226477,"GWP"
379,66961,36.681916666667,-76.780916666667,51800,"municipal",0,"GWP"
646,66961,36.943611111111,-76.516388888889,51800,"municipal",0,"GWP"
664,66961,36.875555555556,-76.682416666667,51800,"municipal",0,"GWP"
916,66961,36.752944444444,-76.561027777778,51800,"municipal",0,"GWP"
917,66961,36.853555555556,-76.580777777778,51800,"municipal",0,"GWP"
927,66961,36.8635,-76.582333333333,51800,"municipal",0,"GWP"
928,66961,36.862055555556,-76.576111111111,51800,"municipal",0,"GWP"
940,66961,36.748083333333,-76.537388888889,51800,"municipal",0,"GWP"
947,66961,36.767138888889,-76.54,51800,"municipal",0,"GWP"
949,66961,36.820305555556,-76.647222222222,51800,"municipal",0,"GWP"
950,66961,36.820083333333,-76.64725,51800,"municipal",0,"GWP"
951,66961,36.708083333333,-76.630444444444,51800,"municipal",0,"GWP"
952,66961,36.75175,-76.584638888889,51800,"municipal",1.86764784226371,"GWP"
953,66961,36.768361111111,-76.538694444444,51800,"municipal",0.0378942484033765,"GWP"
954,66961,36.9025,-76.500305555556,51800,"municipal",0,"GWP"
959,66961,36.844166666667,-76.56925,51800,"municipal",0,"GWP"
960,66961,36.844444444444,-76.56925,51800,"municipal",0,"GWP"
961,66961,36.863416666667,-76.574227777778,51800,"municipal",1.87766576739162,"GWP"
962,66961,36.790777777778,-76.599305555556,51800,"municipal",0.438256256767862,"GWP"
963,66961,36.795916666667,-76.626416666667,51800,"municipal",0,"GWP"
964,66961,36.844111111111,-76.5685,51800,"municipal",0,"GWP"
975,66961,36.78125,-76.6215,51800,"municipal",0,"GWP"
976,66961,36.845083333333,-76.570694444444,51800,"municipal",0,"GWP"
1015,66961,36.864113888889,-76.574341666667,51800,"municipal",0,"GWP"
1018,66961,36.681855555556,-76.781,51800,"municipal",0,"GWP"
1811,66961,36.863866666667,-76.572258333333,51800,"municipal",388.656849301767,"GWP"
1812,66961,36.812138888889,-76.586916666667,51800,"municipal",1038.63566063564,"GWP"
1813,66961,36.903380555556,-76.512208333333,51800,"municipal",0.486025947804114,"GWP"
1814,66961,36.802111111111,-76.731,51800,"municipal",0,"GWP"
1815,66961,36.944722222222,-76.588888888889,51800,"municipal",0,"GWP"
1816,66961,36.900027777778,-76.488027777778,51800,"municipal",0,"GWP"
1817,66961,36.781111111111,-76.621388888889,51800,"municipal",0,"GWP"
1818,66961,36.902277777778,-76.500194444444,51800,"municipal",0,"GWP"
1820,66961,36.864016666667,-76.574391666667,51800,"municipal",0,"GWP"
65257,66963,37.4205555556,-77.2069444444,51036,"commercial",1.46,"GWP"
772,66965,37.388694444444,-76.717388888889,51095,"municipal",5.14962803862387,"GWP"
817,66965,37.388583333333,-76.717888888889,51095,"municipal",4.90037196137613,"GWP"
456,66967,37.993330555556,-75.519627777778,51001,"agriculture",0,"GWP"
457,66967,37.993472222222,-75.518972222222,51001,"agriculture",0,"GWP"
458,66967,37.993555555556,-75.518111111111,51001,"agriculture",0,"GWP"
459,66967,37.993638888889,-75.51725,51001,"agriculture",0,"GWP"
468,66967,37.993305555556,-75.519838888889,51001,"agriculture",0,"GWP"
890,66971,37.717222222222,-77.121388888889,51101,"industrial",0,"GWP"
717,66972,37.363611111111,-76.769722222222,51095,"municipal",0,"GWP"
723,66972,37.241111111111,-76.810555555556,51095,"municipal",0,"GWP"
724,66972,37.326388888889,-76.738333333333,51095,"municipal",0,"GWP"
726,66972,37.256666666667,-76.75,51095,"municipal",0,"GWP"
727,66972,37.366944444444,-76.771388888889,51095,"municipal",0,"GWP"
728,66972,37.236666666667,-76.750833333333,51095,"municipal",0,"GWP"
729,66972,37.363333333333,-76.769722222222,51095,"municipal",0,"GWP"
730,66972,37.313888888889,-76.745555555556,51095,"municipal",0,"GWP"
731,66972,37.319166666667,-76.785833333333,51095,"municipal",0,"GWP"
732,66972,37.310277777778,-76.758888888889,51095,"municipal",20.6359421625813,"GWP"
733,66972,37.261944444444,-76.742777777778,51095,"municipal",0,"GWP"
734,66972,37.261944444444,-76.742777777778,51095,"municipal",0,"GWP"
735,66972,37.318333333333,-76.785833333333,51095,"municipal",0,"GWP"
736,66972,37.318888888889,-76.761944444444,51095,"municipal",23.8544863905677,"GWP"
737,66972,37.323055555556,-76.758888888889,51095,"municipal",21.0540478688308,"GWP"
739,66972,37.235805555556,-76.776111111111,51095,"municipal",0,"GWP"
740,66972,37.235333333333,-76.775916666667,51095,"municipal",0,"GWP"
742,66972,37.246944444444,-76.776666666667,51095,"municipal",0,"GWP"
743,66972,37.299444444444,-76.756111111111,51095,"municipal",0,"GWP"
744,66972,37.366944444444,-76.771388888889,51095,"municipal",0,"GWP"
745,66972,37.326111111111,-76.804444444444,51095,"municipal",0,"GWP"
746,66972,37.370277777778,-76.813333333333,51095,"municipal",0,"GWP"
747,66972,37.381388888889,-76.806388888889,51095,"municipal",0,"GWP"
748,66972,37.224166666667,-76.761666666667,51095,"municipal",0,"GWP"
749,66972,37.225833333333,-76.768055555556,51095,"municipal",0,"GWP"
750,66972,37.363416666667,-76.769611111111,51095,"municipal",0,"GWP"
751,66972,37.283611111111,-76.733333333333,51095,"municipal",0,"GWP"
752,66972,37.283611111111,-76.733333333333,51095,"municipal",0,"GWP"
753,66972,37.274166666667,-76.7725,51095,"municipal",0,"GWP"
754,66972,37.347333333333,-76.758388888889,51095,"municipal",0,"GWP"
762,66972,37.316722222222,-76.758777777778,51095,"municipal",0,"GWP"
763,66972,37.386583333333,-76.801777777778,51095,"municipal",10.2282121792808,"GWP"
767,66972,37.337777777778,-76.771944444444,51095,"municipal",0,"GWP"
768,66972,37.354166666667,-76.817916666667,51095,"municipal",16.7709634600153,"GWP"
769,66972,37.354166666667,-76.817944444444,51095,"municipal",19.9587295754054,"GWP"
770,66972,37.264722222222,-76.676388888889,51095,"municipal",0,"GWP"
782,66972,37.424275,-76.820102777778,51095,"municipal",12.692928053536,"GWP"
783,66972,37.424252777778,-76.820088888889,51095,"municipal",83.5147656549673,"GWP"
784,66972,37.424313888889,-76.820441666667,51095,"municipal",0,"GWP"
788,66972,37.423522222222,-76.815083333333,51095,"municipal",9.68051972042272,"GWP"
789,66972,37.386666666667,-76.801666666667,51095,"municipal",15.9214658237743,"GWP"
790,66972,37.386944444444,-76.801694444444,51095,"municipal",0,"GWP"
791,66972,37.363388888889,-76.769555555556,51095,"municipal",70.5964367703862,"GWP"
792,66972,37.363055555556,-76.769444444444,51095,"municipal",0,"GWP"
793,66972,37.310277777778,-76.794722222222,51095,"municipal",0,"GWP"
794,66972,37.366944444444,-76.771388888889,51095,"municipal",54.2713408123019,"GWP"
795,66972,37.261852777778,-76.742838888889,51095,"municipal",98.4435376553568,"GWP"
796,66972,37.386944444444,-76.801666666667,51095,"municipal",0,"GWP"
797,66972,37.363083333333,-76.769438888889,51095,"municipal",0,"GWP"
798,66972,37.31025,-76.79475,51095,"municipal",0,"GWP"
799,66972,37.363333333333,-76.769513888889,51095,"municipal",53.5093135932846,"GWP"
802,66972,37.386944444444,-76.801583333333,51095,"municipal",0,"GWP"
804,66972,37.310333333333,-76.794861111111,51095,"municipal",75.374246214935,"GWP"
805,66972,37.353888888889,-76.817777777778,51095,"municipal",0,"GWP"
806,66972,37.353888888889,-76.817805555556,51095,"municipal",0,"GWP"
807,66972,37.310194444444,-76.794777777778,51095,"municipal",0,"GWP"
808,66972,37.386075,-76.795411111111,51095,"municipal",8.0171360990423,"GWP"
809,66972,37.313777777778,-76.745805555556,51095,"municipal",56.2542800542281,"GWP"
813,66972,37.248134083333,-76.768775605556,51095,"municipal",0,"GWP"
814,66972,37.248111533333,-76.768781302778,51095,"municipal",0,"GWP"
815,66972,37.248273447222,-76.769057133333,51095,"municipal",0,"GWP"
816,66972,37.347222222222,-76.758777777778,51095,"municipal",0,"GWP"
818,66972,37.347166666667,-76.758777777778,51095,"municipal",64.4120357632803,"GWP"
819,66972,37.316722222222,-76.741333333333,51095,"municipal",56.0917903612336,"GWP"
820,66972,37.247969552778,-76.768684088889,51095,"municipal",130.688401258431,"GWP"
823,66972,37.246881841667,-76.768495102778,51095,"municipal",124.423641863614,"GWP"
824,66972,37.2465,-76.768916666667,51095,"municipal",0,"GWP"
825,66972,37.247087136111,-76.768025955556,51095,"municipal",325.659524094352,"GWP"
1793,66972,37.246480638889,-76.769368141667,51095,"municipal",283.8153676422,"GWP"
1794,66972,37.248313713889,-76.769235486111,51095,"municipal",0.139409598497218,"GWP"
442189,66972,37.248607316667,-76.76872515,51095,"municipal",238.951146945447,"GWP"
862,66973,37.695013888889,-77.036111111111,51101,"municipal",0,"GWP"
869,66973,37.75,-77.125,51101,"municipal",0,"GWP"
873,66973,37.693908333333,-77.035833333333,51101,"municipal",0,"GWP"
1393,66974,37.080166666667,-76.902944444444,51181,"municipal",0,"GWP"
1398,66974,37.079166666667,-76.901416666667,51181,"municipal",0,"GWP"
193231,66974,37.078371876062,-76.903433475882,51181,"municipal",0,"GWP"
657,66976,36.846055555556,-76.819169444444,51093,"municipal",0,"GWP"
660,66976,36.845833333333,-76.756111111111,51093,"municipal",0,"GWP"
1792,66977,36.749340638889,-76.288544372222,51550,"commercial",0,"GWP"
1804,66977,36.749269166667,-76.288390608333,51550,"commercial",0,"GWP"
1608,66979,36.802241666667,-76.378077777778,51740,"commercial",0,"GWP"
1173,66981,37.494972222222,-75.956777777778,51131,"commercial",1.58051354163737,"GWP"
1174,66981,37.494833333333,-75.956722222222,51131,"commercial",1.33948645836263,"GWP"
1176,66981,37.49375,-75.957555555556,51131,"commercial",0,"GWP"
63141,66982,38.706111111111,-77.0875,51059,"municipal",0,"GWP"
63143,66982,38.710555555556,-77.088611111111,51059,"municipal",0,"GWP"
193995,66982,38.714318,-77.088526,51059,"municipal",0.258002334672855,"GWP"
194005,66982,38.710305,-77.083557,51059,"municipal",0.934743774460047,"GWP"
194007,66982,38.710281,-77.083571,51059,"municipal",1.29865389790422,"GWP"
194017,66982,38.706923,-77.084837,51059,"municipal",4.43859999296285,"GWP"
224161,66987,38.020555555556,-77.340444444444,51033,"municipal",1.65405045715161,"GWP"
224167,66987,38.200316666667,-77.357694444444,51033,"municipal",17.7359495428488,"GWP"
606,66988,36.986666666667,-76.615,51093,"municipal",0,"GWP"
607,66988,36.980555555556,-76.637222222222,51093,"municipal",0.0559831180403655,"GWP"
608,66988,36.976388888889,-76.647777777778,51093,"municipal",0.0521187966181101,"GWP"
609,66988,36.970277777778,-76.610555555556,51093,"municipal",0,"GWP"
610,66988,36.993611111111,-76.609166666667,51093,"municipal",2.16704306115419,"GWP"
665,66988,36.964166666667,-76.609166666667,51093,"municipal",31.4705739076832,"GWP"
678,66988,36.986666666667,-76.614722222222,51093,"municipal",0.0705486372473278,"GWP"
688,66988,36.978305555556,-76.636333333333,51093,"municipal",0,"GWP"
698,66988,36.964472222222,-76.609166666667,51093,"municipal",243.128264894043,"GWP"
1445,66991,36.900166666667,-77.086722222222,51183,"agriculture",0,"GWP"
1446,66991,36.900166666667,-77.086972222222,51183,"agriculture",0,"GWP"
59196,66992,38.2330555556,-76.9611111111,51193,"municipal",0.0969982145542264,"GWP"
59217,66992,38.2588888889,-76.9752777778,51193,"municipal",87.6378322160531,"GWP"
59425,66992,38.2583333333,-76.9944444444,51193,"municipal",91.1545170016685,"GWP"
63000,66992,38.271388888889,-76.986666666667,51193,"municipal",0,"GWP"
63015,66992,38.251666666667,-76.966388888889,51193,"municipal",0,"GWP"
64241,66992,38.2416666667,-76.9636111111,51193,"municipal",0.130652567721093,"GWP"
257989,66992,38.241738873384,-76.963613927364,51193,"municipal",0,"GWP"
1407,66996,37.110472222222,-77.044555555556,51181,"agriculture",3.75235292282805,"GWP"
1408,66996,37.110333333333,-77.0445,51181,"agriculture",4.92754475560279,"GWP"
1409,66996,37.112861111111,-77.033194444444,51181,"agriculture",3.54236670122919,"GWP"
1410,66996,37.112722222222,-77.033166666667,51181,"agriculture",4.9020831361405,"GWP"
1411,66996,37.108277777778,-77.041055555556,51181,"agriculture",3.200524192334,"GWP"
1412,66996,37.108333333333,-77.040833333333,51181,"agriculture",5.22512829186547,"GWP"
179796,66998,37.840136111111,-76.277283333333,51133,"municipal",2.84917442675506,"GWP"
182594,66998,37.845825,-76.276236111111,51133,"municipal",3.58114026487498,"GWP"
182636,66998,NA,NA,51133,"municipal",0,"GWP"
182638,66998,NA,NA,51133,"municipal",0,"GWP"
436200,66998,NA,NA,51133,"municipal",0.669685308369959,"GWP"
