"MP_hydroid","Facility_hydroid","Latitude","Longitude","fips_code","ftype","wsp_2020_GW","GWP_permit"
498,67000,37.624444444444,-77.377777777778,51085,"commercial",0,"GWP"
499,67000,37.627222222222,-77.382222222222,51085,"commercial",0,"GWP"
520,67000,37.623055555556,-77.393611111111,51085,"commercial",0,"GWP"
545,67000,37.627222222222,-77.382222222222,51085,"commercial",0,"GWP"
564,67000,37.621666666667,-77.389166666667,51085,"commercial",0,"GWP"
565,67000,37.627777777778,-77.396111111111,51085,"commercial",0,"GWP"
436293,67000,37.616666666667,-77.377602777778,51085,"commercial",0,"GWP"
486,67001,37.438354208333,-77.128374108333,51036,"commercial",0.135076030642629,"GWP"
487,67001,37.438489727778,-77.128292072222,51036,"commercial",0.0839239693573709,"GWP"
59,67002,37.48225,-75.791861111111,51001,"municipal",0,"GWP"
67,67002,37.491888888889,-75.782777777778,51001,"municipal",0,"GWP"
181,67002,37.487305555556,-75.788888888889,51001,"municipal",0,"GWP"
192227,67004,37.941230555556,-76.339063888889,51133,"commercial",1.83679470265577,"GWP"
192273,67004,37.941222222222,-76.348722222222,51133,"commercial",0.0632052973442324,"GWP"
53,67009,37.728361111111,-75.664055555556,51001,"municipal",0,"GWP"
422,67009,37.728194444444,-75.663833333333,51001,"municipal",0,"GWP"
423,67009,37.728444444444,-75.664083333333,51001,"municipal",0,"GWP"
424,67009,37.728222222222,-75.664055555556,51001,"municipal",0,"GWP"
425,67009,37.728027777778,-75.663833333333,51001,"municipal",0,"GWP"
426,67009,37.727777777778,-75.663583333333,51001,"municipal",0,"GWP"
427,67009,37.727638888889,-75.663388888889,51001,"municipal",0,"GWP"
428,67009,37.727972222222,-75.663555555556,51001,"municipal",0,"GWP"
429,67009,37.728194444444,-75.663555555556,51001,"municipal",0,"GWP"
430,67009,37.727972222222,-75.663305555556,51001,"municipal",0,"GWP"
431,67009,37.72775,-75.663138888889,51001,"municipal",0,"GWP"
432,67009,37.727888888889,-75.662916666667,51001,"municipal",0,"GWP"
433,67009,37.728083333333,-75.662638888889,51001,"municipal",0,"GWP"
434,67009,37.72825,-75.662388888889,51001,"municipal",0,"GWP"
435,67009,37.728416666667,-75.662111111111,51001,"municipal",0,"GWP"
436,67009,37.727777777778,-75.663833333333,51001,"municipal",0,"GWP"
445,67009,37.728222222222,-75.663805555556,51001,"municipal",0,"GWP"
895,67010,37.545633333333,-76.810013888889,51101,"industrial",0,"GWP"
896,67010,37.545388888889,-76.808997222222,51101,"industrial",0,"GWP"
905,67010,37.545494444444,-76.810041666667,51101,"industrial",0,"GWP"
1399,67011,37.2225,-76.951388888889,51181,"municipal",2.41007794742722,"GWP"
1405,67011,37.2225,-76.951666666667,51181,"municipal",5.58992205257278,"GWP"
1315,67012,36.585111111111,-77.204472222222,51175,"industrial",0,"GWP"
1336,67012,36.586555555556,-77.204166666667,51175,"industrial",0,"GWP"
1358,67012,36.586861111111,-77.204444444444,51175,"industrial",0,"GWP"
1383,67012,36.586583333333,-77.204388888889,51175,"industrial",0,"GWP"
15,67016,37.889305555556,-75.56275,51001,"industrial",112.124183518864,"GWP"
16,67016,37.887138888889,-75.560333333333,51001,"industrial",58.3319304692283,"GWP"
17,67016,37.884527777778,-75.558972222222,51001,"industrial",57.7916843864545,"GWP"
18,67016,37.882388888889,-75.557,51001,"industrial",0,"GWP"
40,67016,37.891592622637,-75.559116761947,51001,"industrial",92.9744550723944,"GWP"
65,67016,37.885777777778,-75.559583333333,51001,"industrial",63.9434972216546,"GWP"
125,67016,37.886861111111,-75.560638888889,51001,"industrial",81.8342493314045,"GWP"
60822,67016,37.882222222222,-75.556666666667,51001,"industrial",0,"GWP"
398754,67016,37.887286111111,-75.555836111111,51001,"industrial",0,"GWP"
398760,67016,37.535685480416,-75.338699452699,51001,"industrial",0,"GWP"
1824,67017,37.092777777778,-76.483638888889,51700,"commercial",0,"GWP"
399,67018,37.471666666667,-77.025833333333,51127,"commercial",9.0288206501653,"GWP"
1093,67018,37.470833333333,-77.025,51127,"commercial",0,"GWP"
1094,67018,37.480277777778,-77.0075,51127,"commercial",74.4971793498347,"GWP"
63605,67020,99,-99,51001,"irrigation",0,"GWP"
64126,67020,99,-99,51001,"irrigation",0,"GWP"
1144,67021,37.169611111111,-75.982194444444,51131,"municipal",0,"GWP"
1158,67021,37.167388888889,-75.974916666667,51131,"municipal",0,"GWP"
1159,67021,37.167333333333,-75.975583333333,51131,"municipal",0,"GWP"
1160,67021,37.172111111111,-75.97725,51131,"municipal",0,"GWP"
1239,67021,37.166944444444,-75.977361111111,51131,"municipal",0,"GWP"
226902,67021,NA,NA,51131,"municipal",0,"GWP"
60364,67022,37.428590950267,-76.321844654176,51115,"commercial",3.59,"GWP"
396,67023,37.504262752778,-77.080850266667,51127,"municipal",1.70023089305701,"GWP"
1110,67023,37.514794769444,-77.063566655556,51127,"municipal",49.500769106943,"GWP"
163926,67024,37.608541,-76.602853,51119,"municipal",7.94908980326603,"GWP"
163934,67024,37.604388888889,-76.597305555556,51119,"municipal",3.19919814197677,"GWP"
163936,67024,37.605081,-76.594407,51119,"municipal",0.0179030567297995,"GWP"
440837,67024,NA,NA,51119,"municipal",3.27680899802741,"GWP"
224386,67026,38.244515684879,-76.972669315432,51193,"municipal",1.81836657424871,"GWP"
224388,67026,38.240576880983,-76.975460999916,51193,"municipal",1.03356074838921,"GWP"
224390,67026,38.244499018561,-76.972830430107,51193,"municipal",0.685872677362044,"GWP"
1285,67030,37.143888888889,-77.358333333333,51149,"municipal",0,"GWP"
1299,67030,37.144533411111,-77.359745927778,51149,"municipal",5.3400128524527,"GWP"
1309,67030,37.148888888889,-77.357777777778,51149,"municipal",8.6599871475473,"GWP"
1537,67031,37.131127777778,-76.510858333333,51700,"industrial",1.88186768582576,"GWP"
1538,67031,37.128611111111,-76.511136111111,51700,"industrial",0,"GWP"
1539,67031,37.128611111111,-76.511805555556,51700,"industrial",0,"GWP"
1540,67031,37.131944444444,-76.508341666667,51700,"industrial",0,"GWP"
1541,67031,37.132230555556,-76.507794444444,51700,"industrial",0,"GWP"
1545,67031,37.131055555556,-76.511444444445,51700,"industrial",3.5109230126971,"GWP"
1563,67031,37.131361111111,-76.511111111111,51700,"industrial",8.11220930147714,"GWP"
1120,67037,37.553645097222,-77.057217819444,51127,"municipal",1.18643499080231,"GWP"
1121,67037,37.553528808056,-77.057158152778,51127,"municipal",1.30356500919769,"GWP"
1040,67038,37.373916666667,-75.974666666667,51131,"irrigation",0,"GWP"
1041,67038,37.373944444444,-75.975333333333,51131,"irrigation",0,"GWP"
64694,67038,37.3736111111,-75.9763888889,51131,"irrigation",0,"GWP"
1020,67041,37.492658333333,-76.863197222222,51127,"municipal",16.2315348872583,"GWP"
1021,67041,37.505,-76.865,51127,"municipal",18.2434651127417,"GWP"
1022,67041,37.492722222222,-76.86325,51127,"municipal",0,"GWP"
1023,67041,37.49275,-76.847111111111,51127,"municipal",0,"GWP"
1024,67041,37.492777777778,-76.86375,51127,"municipal",0,"GWP"
1025,67041,37.492805555556,-76.863722222222,51127,"municipal",0,"GWP"
1026,67041,37.505277777778,-76.864027777778,51127,"municipal",0,"GWP"
1027,67041,37.505277777778,-76.864,51127,"municipal",0,"GWP"
1028,67041,37.478611111111,-76.873888888889,51127,"municipal",0,"GWP"
1089,67041,37.478638888889,-76.873888888889,51127,"municipal",0,"GWP"
1090,67041,37.512222222222,-76.845555555556,51127,"municipal",0,"GWP"
1091,67041,37.512222222222,-76.845583333333,51127,"municipal",0,"GWP"
1468,67045,37.191275,-76.510663888889,51700,"municipal",0,"GWP"
1518,67045,37.177697222222,-76.588197222222,51700,"municipal",3.98404399488868,"GWP"
1519,67045,37.186341666667,-76.570147222222,51700,"municipal",1.24860760252181,"GWP"
1520,67045,37.166722222222,-76.554383333333,51700,"municipal",29.779426737551,"GWP"
1521,67045,37.178388888889,-76.588197222222,51700,"municipal",3.06401734039893,"GWP"
1522,67045,37.186777777778,-76.570166666667,51700,"municipal",0,"GWP"
1523,67045,37.1666,-76.554416666667,51700,"municipal",4.00868756599109,"GWP"
1524,67045,37.166638888889,-76.553727777778,51700,"municipal",0,"GWP"
1525,67045,37.167116666667,-76.554269444444,51700,"municipal",0,"GWP"
1526,67045,37.166502777778,-76.55375,51700,"municipal",0,"GWP"
1527,67045,37.166863888889,-76.554341666667,51700,"municipal",0,"GWP"
1530,67045,37.178525,-76.587975,51700,"municipal",55.4644640278111,"GWP"
1531,67045,37.177833333333,-76.587886111111,51700,"municipal",0,"GWP"
1532,67045,37.186777777778,-76.569688888889,51700,"municipal",0,"GWP"
1533,67045,37.186330555556,-76.569688888889,51700,"municipal",0,"GWP"
1534,67045,37.177222222222,-76.57,51700,"municipal",0,"GWP"
1535,67045,37.176944444444,-76.57,51700,"municipal",0,"GWP"
409,67050,37.601977777778,-75.826508333333,51001,"irrigation",0,"GWP"
410,67050,37.601252777778,-75.826727777778,51001,"irrigation",0,"GWP"
411,67050,37.604733333333,-75.833977777778,51001,"irrigation",5.60295597181695,"GWP"
412,67050,37.604538888889,-75.834738888889,51001,"irrigation",0,"GWP"
413,67050,37.604911111111,-75.835363888889,51001,"irrigation",0.887692420749107,"GWP"
448,67050,37.604563888889,-75.834144444444,51001,"irrigation",0,"GWP"
64184,67050,37.604444,-75.834722,51001,"irrigation",0,"GWP"
67520,67050,0,0,51001,"irrigation",0,"GWP"
400016,67050,37.601856250363,-75.825877189636,51001,"irrigation",11.6207503807838,"GWP"
400017,67050,37.601639496641,-75.826142728329,51001,"irrigation",11.8466290914108,"GWP"
60065,67051,38.6825,-77.193055555556,51059,"commercial",3.19496157398533,"GWP"
60128,67051,38.676111111111,-77.191111111111,51059,"commercial",1.06545144032205,"GWP"
232592,67051,38.6794986,-77.2039307,51059,"commercial",1.85699597441751,"GWP"
393372,67051,38.669277777778,-77.167722222222,51059,"commercial",1.55523412857466,"GWP"
393374,67051,38.671166666667,-77.165,51059,"commercial",1.94288203823432,"GWP"
393382,67051,38.674166666667,-77.17225,51059,"commercial",0.371399194883502,"GWP"
393385,67051,38.671444444444,-77.168777777778,51059,"commercial",9.54031681856996,"GWP"
393387,67051,38.673944444444,-77.166722222222,51059,"commercial",0.188020842409773,"GWP"
494,67052,37.439166666667,-76.678333333333,51101,"manufacturing",0,"GWP"
495,67052,37.439166666667,-76.678333333333,51101,"manufacturing",0,"GWP"
496,67052,37.439166666667,-76.678333333333,51101,"manufacturing",0,"GWP"
755,67052,37.418333333333,-76.854722222222,51101,"manufacturing",0,"GWP"
756,67052,37.418333333333,-76.854722222222,51101,"manufacturing",0,"GWP"
757,67052,37.418333333333,-76.854722222222,51101,"manufacturing",0,"GWP"
758,67052,37.418333333333,-76.854722222222,51101,"manufacturing",0,"GWP"
843,67052,37.524086,-76.761383,51101,"manufacturing",0,"GWP"
844,67052,37.502248,-76.715761,51101,"manufacturing",0,"GWP"
845,67052,37.546578,-76.808029,51101,"manufacturing",0,"GWP"
846,67052,37.550927,-76.8122,51101,"manufacturing",247.108135432122,"GWP"
847,67052,37.537883333333,-76.804458333333,51101,"manufacturing",0,"GWP"
848,67052,37.54735,-76.809,51101,"manufacturing",0,"GWP"
849,67052,37.554894,-76.817457,51101,"manufacturing",743.406583976818,"GWP"
850,67052,37.543194444444,-76.805722222222,51101,"manufacturing",0,"GWP"
851,67052,37.540694444444,-76.803027777778,51101,"manufacturing",0,"GWP"
852,67052,37.542469,-76.798714,51101,"manufacturing",0,"GWP"
853,67052,37.542493,-76.79878,51101,"manufacturing",20.1130882325529,"GWP"
854,67052,37.535069,-76.802853,51101,"manufacturing",0,"GWP"
855,67052,37.535092,-76.802951,51101,"manufacturing",78.8952476735275,"GWP"
857,67052,37.538433333333,-76.804033333333,51101,"manufacturing",0,"GWP"
858,67052,37.540024,-76.806535,51101,"manufacturing",0,"GWP"
859,67052,37.539166666667,-76.804444444444,51101,"manufacturing",0,"GWP"
860,67052,37.537694444444,-76.804638888889,51101,"manufacturing",0,"GWP"
861,67052,37.536944444444,-76.796944444444,51101,"manufacturing",0,"GWP"
866,67052,37.5465,-76.807893,51101,"manufacturing",0,"GWP"
867,67052,37.530042,-76.799731,51101,"manufacturing",91.5154178588147,"GWP"
868,67052,37.543885,-76.804557,51101,"manufacturing",640.124572621607,"GWP"
870,67052,37.555006,-76.817576,51101,"manufacturing",0,"GWP"
871,67052,37.542511,-76.798622,51101,"manufacturing",153.244851678429,"GWP"
872,67052,37.535184,-76.802861,51101,"manufacturing",379.778570505677,"GWP"
874,67052,37.540571,-76.803249,51101,"manufacturing",0,"GWP"
875,67052,37.537742,-76.804842,51101,"manufacturing",0,"GWP"
877,67052,37.547179,-76.808911,51101,"manufacturing",115.038228843233,"GWP"
880,67052,37.582664,-76.878125,51101,"manufacturing",641.263426540735,"GWP"
881,67052,37.582676,-76.87777,51101,"manufacturing",0,"GWP"
882,67052,37.546683333333,-76.808,51101,"manufacturing",0,"GWP"
884,67052,37.589931,-76.876188,51101,"manufacturing",0,"GWP"
885,67052,37.589928,-76.876224,51101,"manufacturing",0,"GWP"
886,67052,37.589926,-76.876259,51101,"manufacturing",0,"GWP"
887,67052,37.589999,-76.876266,51101,"manufacturing",0,"GWP"
888,67052,37.589995,-76.876301,51101,"manufacturing",0,"GWP"
903,67052,37.555092,-76.817476,51101,"manufacturing",571.035512180145,"GWP"
904,67052,37.546733,-76.80828,51101,"manufacturing",396.035191625813,"GWP"
906,67052,37.537795,-76.804601,51101,"manufacturing",271.863795411528,"GWP"
908,67052,37.582677,-76.877664,51101,"manufacturing",470.800512613966,"GWP"
910,67052,37.713616666667,-76.383616666667,51101,"manufacturing",0,"GWP"
193698,67052,37.541273,-76.801929,51101,"manufacturing",481.340155162887,"GWP"
1439,67053,37.003532,-77.032756,51183,"agriculture",0,"GWP"
1440,67053,37.003534,-77.032981,51183,"agriculture",0,"GWP"
436963,67053,37.003389,-77.033052,51183,"agriculture",0,"GWP"
1822,67054,37.399977777778,-75.926305555556,51131,"irrigation",0,"GWP"
62010,67054,37.8343231,-75.5765901,51131,"irrigation",0,"GWP"
541,67055,37.619639208333,-77.245434791667,51085,"municipal",4.745,"GWP"
60957,67058,99,-99,51149,"municipal",0,"GWP"
191285,67058,37.157588942402,-77.289881242981,51149,"municipal",0,"GWP"
91166,67059,38.149553,-76.67226,51193,"municipal",14.9495856883577,"GWP"
91168,67059,38.130016,-76.663521,51193,"municipal",5.91381912915584,"GWP"
91170,67059,38.12662,-76.664172,51193,"municipal",0.335095182486509,"GWP"
91172,67059,38.149368,-76.672421,51193,"municipal",0,"GWP"
168977,67060,37.890333,-76.348433,51133,"municipal",1.05791702411877,"GWP"
168979,67060,37.8904375,-76.348833,51133,"municipal",1.54208297588123,"GWP"
168981,67060,37.869258,-76.353074,51133,"municipal",0,"GWP"
169006,67060,37.869068,-76.353012,51133,"municipal",0,"GWP"
765,67061,37.412777777778,-76.744166666667,51095,"municipal",2.27677885017008,"GWP"
766,67061,37.412777777778,-76.744166666667,51095,"municipal",2.10322114982992,"GWP"
540,67062,37.697777777778,-77.355,51085,"municipal",5.3655,"GWP"
90536,67063,37.655906,-76.420339,51103,"municipal",0,"GWP"
90537,67063,37.661803,-76.42955,51103,"municipal",12.077152215897,"GWP"
90538,67063,37.662005,-76.429548,51103,"municipal",11.468447784103,"GWP"
1075,67071,36.612666666667,-76.181527777778,51550,"municipal",0,"GWP"
1088,67071,36.613722222222,-76.182666666667,51550,"municipal",29.8806192431498,"GWP"
1746,67071,36.608777777778,-76.180222222222,51550,"municipal",0,"GWP"
1752,67071,36.611805555556,-76.18,51550,"municipal",74.1113807568502,"GWP"
164041,67073,37.951828,-76.519723,51133,"municipal",1.51494790922451,"GWP"
164043,67073,37.966318729409,-76.522710817617,51133,"municipal",1.48505209077549,"GWP"
168919,67073,37.962355,-76.520171,51133,"municipal",0,"GWP"
1426,67075,36.910833333333,-77.034444444444,51183,"commercial",0,"GWP"
1429,67075,36.910138888889,-77.033888888889,51183,"commercial",0,"GWP"
1404,67079,37.045833333333,-76.935,51181,"municipal",3.68436363279641,"GWP"
67499,67079,37.046388888889,-76.934444444444,51181,"municipal",2.87363636720359,"GWP"
464,67081,37.654083333333,-75.731,51001,"agriculture",0,"GWP"
465,67081,37.654833333333,-75.730527777778,51001,"agriculture",0,"GWP"
466,67081,37.654305555556,-75.730916666667,51001,"agriculture",0,"GWP"
378492,67081,NA,NA,51001,"agriculture",0,"GWP"
28,67083,37.942388888889,-75.455722222222,51001,"municipal",50.1813331811147,"GWP"
32,67083,37.940888888889,-75.456333333333,51001,"municipal",3.67326217114443,"GWP"
52,67083,37.941444444444,-75.455694444444,51001,"municipal",0,"GWP"
55,67083,37.945,-75.453888888889,51001,"municipal",55.4866993936626,"GWP"
61,67083,37.935972222222,-75.460861111111,51001,"municipal",0,"GWP"
62,67083,37.936583333333,-75.46,51001,"municipal",0,"GWP"
63,67083,37.938611111111,-75.459,51001,"municipal",0,"GWP"
71,67083,37.941444444444,-75.455694444444,51001,"municipal",10.9527800187736,"GWP"
72,67083,37.940694444444,-75.456722222222,51001,"municipal",11.4225511834995,"GWP"
73,67083,37.939666666667,-75.456888888889,51001,"municipal",9.90704328081792,"GWP"
82,67083,37.940833333333,-75.456527777778,51001,"municipal",0,"GWP"
83,67083,37.940138888889,-75.457083333333,51001,"municipal",0,"GWP"
84,67083,37.939444444444,-75.457222222222,51001,"municipal",0,"GWP"
85,67083,37.938611111111,-75.458055555556,51001,"municipal",0,"GWP"
86,67083,37.937638888889,-75.458611111111,51001,"municipal",0,"GWP"
87,67083,37.936388888889,-75.459444444444,51001,"municipal",0,"GWP"
88,67083,37.935277777778,-75.460138888889,51001,"municipal",0,"GWP"
89,67083,37.934027777778,-75.460833333333,51001,"municipal",0,"GWP"
90,67083,37.932777777778,-75.461805555556,51001,"municipal",0,"GWP"
164,67083,37.938083333333,-75.459305555556,51001,"municipal",49.0763307709871,"GWP"
240,67083,37.940388888889,-75.456972222222,51001,"municipal",0,"GWP"
438,67083,37.937888888889,-75.459416666667,51001,"municipal",0,"GWP"
1795,67083,37.942105555556,-75.454727777778,51001,"municipal",0,"GWP"
67533,67083,0,0,51001,"municipal",0,"GWP"
21,67084,37.709166666667,-75.741666666667,51001,"municipal",0,"GWP"
22,67084,37.709166666667,-75.741666666667,51001,"municipal",0,"GWP"
33,67084,37.709444444445,-75.741666666667,51001,"municipal",0,"GWP"
34,67084,37.716388888889,-75.748055555556,51001,"municipal",0,"GWP"
35,67084,37.716388888889,-75.748333333333,51001,"municipal",0,"GWP"
219,67084,37.707194444444,-75.7375,51001,"municipal",0,"GWP"
220,67084,37.706916666667,-75.737333333333,51001,"municipal",17.9148327430158,"GWP"
221,67084,37.707527777778,-75.738638888889,51001,"municipal",6.70044620294645,"GWP"
222,67084,37.708138888889,-75.737194444444,51001,"municipal",9.56472105403779,"GWP"
393,67085,37.539175,-77.203947222222,51127,"municipal",0,"GWP"
1092,67085,37.537938888889,-77.205558333333,51127,"municipal",1.87345389741128,"GWP"
1096,67085,37.537058333333,-77.202844444444,51127,"municipal",2.03654610258872,"GWP"
1097,67085,37.537094444444,-77.202638888889,51127,"municipal",0,"GWP"
91162,67090,37.882442,-76.293068,51133,"municipal",1.58738256897211,"GWP"
91164,67090,37.886067,-76.288605,51133,"municipal",2.94361743102789,"GWP"
90543,67092,37.97221,-76.897964,51057,"municipal",0,"GWP"
90544,67092,37.972161,-76.897969,51057,"municipal",2.96710708092718,"GWP"
90545,67092,37.971401,-76.894065,51057,"municipal",3.66689291907282,"GWP"
501,67093,37.6547,-77.361897222222,51085,"commercial",20.3017708487042,"GWP"
530,67093,37.652608333333,-77.373347222222,51085,"commercial",8.3301607144244,"GWP"
566,67093,37.654722222222,-77.3575,51085,"commercial",2.79806843687141,"GWP"
346,67095,37.671668055556,-77.335558055556,51085,"commercial",11.2799307572059,"GWP"
569,67095,37.6658333333,-77.33944444,51085,"commercial",10.6200692427942,"GWP"
1624,67096,36.88825,-76.176527777778,51810,"industrial",0,"GWP"
1672,67096,36.888027777778,-76.176527777778,51810,"industrial",0,"GWP"
1686,67096,36.888666666667,-76.176527777778,51810,"industrial",0,"GWP"
1690,67096,36.888277777778,-76.176472222222,51810,"industrial",0,"GWP"
1699,67096,36.888416666667,-76.176472222222,51810,"industrial",0,"GWP"
59375,67100,37.7272222222,-77.0216666667,51097,"commercial",1.57646163833328,"GWP"
68466,67100,37.7276081,-77.023264,51097,"commercial",0.972917637034942,"GWP"
230393,67100,37.7279,-77.0233,51097,"commercial",4.02862072463184,"GWP"
60177,67103,38.030555555556,-76.583333333333,51193,"municipal",0,"GWP"
169894,67103,38.028511111111,-76.585352777778,51193,"municipal",1.62302391115903,"GWP"
169900,67103,38.028480555556,-76.585238888889,51193,"municipal",2.31117608884097,"GWP"
1286,67104,37.293777777778,-77.211472222222,51149,"municipal",0,"GWP"
1288,67104,37.297111111111,-77.205002777778,51149,"municipal",12.6896325139528,"GWP"
1301,67104,37.305944444444,-77.22075,51149,"municipal",10.3103674860472,"GWP"
170688,67105,37.862352777778,-76.431647222222,51133,"municipal",2.16797657777748,"GWP"
170690,67105,37.867608333333,-76.432275,51133,"municipal",0.632023422222515,"GWP"
1181,67108,37.515109722222,-75.834184444444,51131,"irrigation",4.40011926943462,"GWP"
1182,67108,37.511965833333,-75.837366111111,51131,"irrigation",6.7259510114815,"GWP"
1183,67108,37.511473333333,-75.836821111111,51131,"irrigation",2.22022413441133,"GWP"
1184,67108,37.512098888889,-75.839458333333,51131,"irrigation",3.33952749774515,"GWP"
1185,67108,37.513092777778,-75.839451944444,51131,"irrigation",3.22881424384132,"GWP"
1186,67108,37.513406388889,-75.835914444444,51131,"irrigation",1.79438325880824,"GWP"
1187,67108,37.513676111111,-75.837389166667,51131,"irrigation",2.63942740843983,"GWP"
1188,67108,37.514845,-75.838755277778,51131,"irrigation",0,"GWP"
1189,67108,37.515065277778,-75.838922222222,51131,"irrigation",0,"GWP"
1190,67108,37.514758055556,-75.839495,51131,"irrigation",0,"GWP"
1191,67108,37.514584166667,-75.839730277778,51131,"irrigation",0,"GWP"
1192,67108,37.515385555556,-75.83466,51131,"irrigation",3.59349542023056,"GWP"
1193,67108,37.515981111111,-75.835604722222,51131,"irrigation",1.16724304929383,"GWP"
378543,67108,NA,NA,51131,"irrigation",7.76081470631362,"GWP"
1316,67112,36.9075,-76.899138888889,51175,"municipal",9.50793905372895,"GWP"
1317,67112,36.904111111111,-76.897694444444,51175,"municipal",8.49206094627105,"GWP"
1367,67112,36.907694444444,-76.899444444444,51175,"municipal",0,"GWP"
67491,67112,36.903949,-76.89767,51175,"municipal",0,"GWP"
1381,67117,36.657280555556,-76.970397222222,51175,"municipal",0,"GWP"
1382,67117,36.657177777778,-76.970522222222,51175,"municipal",0,"GWP"
1384,67117,36.656994444444,-76.970086111111,51175,"municipal",0,"GWP"
865,67122,37.761347222222,-77.140502777778,51101,"municipal",1.43723865171878,"GWP"
876,67122,37.756802777778,-77.14265,51101,"municipal",1.56413598103352,"GWP"
232129,67122,37.761416666667,-77.140222222222,51101,"municipal",4.22462536724772,"GWP"
232129,67122,37.761416666667,-77.140222222222,51101,"municipal",4.22462536724772,"GWP"
170245,67127,38.021762522222,-76.596838747222,51193,"commercial",0,"GWP"
170249,67127,38.024836111111,-76.596005555556,51193,"commercial",0,"GWP"
170251,67127,38.023933333333,-76.5959,51193,"commercial",0,"GWP"
170253,67127,38.021972222222,-76.596244444444,51193,"commercial",0,"GWP"
379468,67130,37.913447222222,-76.4374,51133,"commercial",0,"GWP"
379470,67130,37.905066666667,-76.441727777778,51133,"commercial",0,"GWP"
1344,67131,36.594388888889,-76.933416666667,51175,"commercial",8.90039251091626,"GWP"
1345,67131,36.588416666667,-76.927055555556,51175,"commercial",15.2496074890837,"GWP"
1360,67131,36.588361111111,-76.926833333333,51175,"commercial",0,"GWP"
1702,67132,37.271388888889,-76.706666666667,51830,"commercial",0,"GWP"
1703,67132,37.267777777778,-76.700833333333,51830,"commercial",0,"GWP"
1704,67132,37.267222222222,-76.698611111111,51830,"commercial",25.9126949169529,"GWP"
1705,67132,37.271388888889,-76.6925,51830,"commercial",0,"GWP"
1706,67132,37.279722222222,-76.6975,51830,"commercial",0,"GWP"
1707,67132,37.273611111111,-76.696111111111,51830,"commercial",0,"GWP"
1708,67132,37.2675,-76.683888888889,51830,"commercial",0,"GWP"
1709,67132,37.272777777778,-76.701388888889,51830,"commercial",0,"GWP"
1710,67132,37.282222222222,-76.697222222222,51830,"commercial",38.7304144977351,"GWP"
1712,67132,37.271775,-76.706658333333,51830,"commercial",7.8146201123459,"GWP"
1713,67132,37.270611111111,-76.702638888889,51830,"commercial",141.916071974555,"GWP"
1714,67132,37.269641097222,-76.692999569444,51830,"commercial",193.626198498413,"GWP"
60112,67138,37.8341666667,-77.3291666667,51033,"municipal",4.9537272483195,"GWP"
62726,67138,37.833611111111,-77.329166666667,51033,"municipal",0.626272751680502,"GWP"
62798,67138,37.8330555556,-77.3305555556,51033,"municipal",0,"GWP"
1073,67140,36.569472222222,-76.250611111111,51550,"commercial",0.560702310730086,"GWP"
1074,67140,36.568638888889,-76.252194444444,51550,"commercial",0.512517929559599,"GWP"
1775,67140,36.563083333333,-76.256694444444,51550,"commercial",14.7063311418993,"GWP"
1776,67140,36.564055555556,-76.257305555556,51550,"commercial",0.519138803144293,"GWP"
1777,67140,36.564611111111,-76.256972222222,51550,"commercial",15.9099748025444,"GWP"
1778,67140,36.568611111111,-76.252555555556,51550,"commercial",0.213270022057537,"GWP"
1779,67140,36.568722222222,-76.252944444444,51550,"commercial",0.507034288378865,"GWP"
1780,67140,36.562555555556,-76.256,51550,"commercial",6.32129852814367,"GWP"
1789,67140,36.568888888889,-76.253027777778,51550,"commercial",0.639732173542203,"GWP"
192395,67143,37.938333333333,-76.3575,51133,"municipal",1.071,"GWP"
90599,67145,36.633166666667,-76.932333333333,51175,"irrigation",31.0151398965768,"GWP"
378690,67145,36.633166666667,-76.932333333333,51175,"irrigation",0,"GWP"
378692,67145,36.635083333333,-76.93075,51175,"irrigation",17.9909160620539,"GWP"
378694,67145,36.635666666667,-76.929416666667,51175,"irrigation",11.9939440413693,"GWP"
390,67150,37.410597675,-76.937882880556,51127,"commercial",3.05949683550148,"GWP"
1122,67150,37.406140191667,-76.935545077778,51127,"commercial",0.130503164498524,"GWP"
1128,67152,37.289361111111,-76.012055555556,51131,"commercial",0.11506152541251,"GWP"
1134,67152,37.28925,-76.010888888889,51131,"commercial",0.166127484550264,"GWP"
1135,67152,37.283333333333,-76.010416666667,51131,"commercial",0,"GWP"
1136,67152,37.289444444444,-76.012777777778,51131,"commercial",0,"GWP"
1137,67152,37.288611111111,-76.012777777778,51131,"commercial",0,"GWP"
1138,67152,37.290722222222,-76.012944444444,51131,"commercial",0.310770716166295,"GWP"
1139,67152,37.289861111111,-76.012361111111,51131,"commercial",0.00436526076030747,"GWP"
1152,67152,37.288361111111,-76.012,51131,"commercial",1.46047495935012,"GWP"
1153,67152,37.289305555556,-76.011777777778,51131,"commercial",3.72096092501583,"GWP"
1229,67152,37.28575,-76.010861111111,51131,"commercial",0.00444961362524095,"GWP"
1231,67152,37.28525,-76.006083333333,51131,"commercial",0,"GWP"
1232,67152,37.283305555556,-76.010722222222,51131,"commercial",0.0577895151194386,"GWP"
1234,67152,37.288666666667,-76.011833333333,51131,"commercial",0,"GWP"
182,67153,37.934527777778,-75.4705,51001,"commercial",1.48546963079383,"GWP"
183,67153,37.944333333333,-75.481583333333,51001,"commercial",0.168813266803423,"GWP"
184,67153,37.937611111111,-75.477111111111,51001,"commercial",6.79601873636014,"GWP"
