"Date","Flow","Flow2","bg_fry","bg_juv","bg_spawn","bg_adult","cc_fry","cc_adult","cc_spawn","gd_spawn","gd_juv","gd_adult","gs_fry","gs_juv","gs_adult","gs_spawn","smb_fry","smb_juv","smb_spawn","smb_inc","smb_adult","ws_fry","ws_spawn","month"
"X2277.16612549047.1",1958-12-11,2277.16612549047,1582.56312549047,321.086523481955,192.875958119389,11.0799919154972,31.4111585191587,-31.2347023947764,-7.00202951351253,1.62389542501959,-21.3948944594631,35.115924767374,-10.8830794526657,32.7097198160669,-9.44050199353677,-8.97431124133789,0,4.30337431444263,0,0,-26.4875579712854,-15.5781113775697,41.2719905594011,16.9286269525951,"Dec"
"X2203.21215118497.1",1958-12-12,2203.21215118497,1508.60915118496,290.859190132027,176.032909920302,9.90618462005298,29.6055103393042,-30.6462985672286,-7.36365372432747,1.61672490065052,-22.4469852823747,33.5294151842571,-11.232228765436,31.6556777494021,-10.1466123529116,-9.50774804575272,0,3.77117150353267,0,0,-28.2421842104424,-15.6521333108522,39.4698794363409,13.7832902222679,"Dec"
"X2081.49623514048.4",1958-12-13,2081.49623514048,1386.89323514048,286.22249323656,174.356628884208,6.87565063514645,25.3438019048454,-29.8598558804832,-8.15238152243194,0.969344232720407,-24.6528663318193,30.3396334517938,-13.3085033806231,29.7005540422992,-10.4278615650569,-10.0874929110144,0,2.46982514217951,0,0,-32.1754618273168,-15.844044331514,37.0894990561792,7.49946514098318,"Dec"
"X2058.38561817001.3",1958-12-14,2058.38561817001,1363.78261817001,285.944715245992,174.356640594567,6.30008498264677,24.5649764958725,-29.7015882558089,-8.30646734914971,0.837609776672939,-25.0956897737921,29.7630805343374,-13.7324381719655,29.3459624529235,-10.468978814697,-10.1946816581637,0,2.21952099416035,0,0,-32.9671426957764,-15.8827273857881,36.6760739010226,6.34735242629214,"Dec"
"X2200.1307355889",1958-12-15,2200.1307355889,1505.5277355889,289.82512310511,175.427020907863,9.85805569839728,29.5330519317887,-30.6207138175731,-7.37880894321503,1.61642660570194,-22.491813840021,33.4658471847073,-11.2469337208666,31.613213144626,-10.1762735429363,-9.53015390766398,0,3.74914817872788,0,0,-28.3168959278367,-15.6552745817448,39.3980990161622,13.6560608949427,"Dec"
"X2306.43957365307",1958-12-16,2306.43957365307,1611.83657365307,336.862022166474,201.047613794279,11.5547730332668,32.1631418519946,-31.454788430938,-6.85999216047038,1.62673984192315,-20.9906808844682,35.7780141330786,-10.7468446310594,33.1463377633261,-9.16402023326955,-8.76541688570416,0,4.51598867064367,0,0,-25.8128167870648,-15.5495188799477,42.0301563503692,18.2244107276788,"Dec"
"X2326.46877502748.2",1958-12-20,2326.46877502748,1631.86577502748,349.405714054784,207.268997739583,11.8830267244048,32.6905939450885,-31.601455547966,-6.76316666556981,1.62868801528523,-20.7179737097126,36.2428947901172,-10.654264212185,33.4517686509151,-8.97582277574635,-8.62321756026715,0,4.66210619015609,0,0,-25.3574026169362,-15.530180267273,42.5646641730149,19.1283993620689,"Dec"
"X2220.15993696331.1",1958-12-21,2220.15993696331,1525.55693696331,296.824116803727,179.488063472307,10.1719954738905,30.0078930825371,-30.7854388861778,-7.28042574497985,1.6183662040291,-22.2018695637098,33.8825624358184,-11.1515779064097,31.8912606625866,-9.98382096663398,-9.38477377270596,0,3.8925157514955,0,0,-27.8335979901307,-15.6349389751098,39.8692455749965,14.4884041084804,"Dec"
"X2164.69445623418.1",1958-12-22,2164.69445623418,1470.09145623418,287.450684182219,174.356579246849,8.99294066297242,28.2880012930114,-30.3946699141068,-7.60213202263058,1.44463215300529,-23.1089800023987,32.5232271538235,-11.8051903842104,31.0345230609201,-10.2815115272611,-9.70592585998506,0,3.37940539363788,0,0,-29.4124870584269,-15.7083689212702,38.6665047319319,11.8119682585071,"Dec"
"X2160.07233284008.2",1958-12-23,2160.07233284008,1465.46933284008,287.371056109836,174.356582363363,8.8734164133328,28.118392643458,-30.3663087158829,-7.63251972932359,1.4181843137282,-23.1927492752703,32.3972612399627,-11.8877828441599,30.9579537356212,-10.2895741676335,-9.72694884253366,0,3.32852158936716,0,0,-29.5625146904491,-15.7157629181315,38.5750450788133,11.5653565516565,"Dec"
"X2204.752858983.1",1958-12-24,2204.752858983,1510.149858983,291.381835856369,176.338358921885,9.9302721214761,29.6418199542449,-30.6590575959781,-7.35607875552513,1.61687406241037,-22.4246013782199,33.5612725298942,-11.224881047533,31.6769523064023,-10.1317890107984,-9.49655053543061,0,3.78218769039148,0,0,-28.2048774094485,-15.6505644158142,39.5058647532792,13.847016521085,"Dec"
"X2095.36260532276.1",1958-12-25,2095.36260532276,1400.75960532276,286.400674821016,174.356621469338,7.22357658638042,25.8189803976785,-29.9527059734817,-8.06018990934457,1.04844533429938,-24.3901481471538,30.6916207570657,-13.0554803385711,29.9165438808984,-10.4032888657281,-10.0234314946338,0,2.62049653103117,0,0,-31.7056038383805,-15.8210457890011,37.3425024607741,8.20005044166252,"Dec"
"X2086.11835853457.1",1958-12-26,2086.11835853457,1391.51535853457,286.280878655058,174.356626446298,6.99140919702476,25.5015295215359,-29.8909788370196,-8.12162937351482,0.995706228030692,-24.5650477025951,30.4564513276751,-13.2240513208999,29.7722780189585,-10.4196625519242,-10.0661181812534,0,2.52000809740227,0,0,-32.0184167866085,-15.8363606636633,37.1734150262581,7.73220927863038,"Dec"
"X2067.6298649582.2",1958-12-27,2067.6298649582,1373.0268649582,286.053089560372,174.356636003716,6.5296682158765,24.8745604716675,-29.7654318699133,-8.24476791046189,0.890288460761509,-24.9178101243567,29.9922074305905,-13.5625284726817,29.4869994857497,-10.4525074295386,-10.1517430158883,0,2.31952072604717,0,0,-32.6491721581197,-15.867200978435,36.8402251207106,6.80589140738112,"Dec"
"X2104.60685211095.1",1958-12-28,2104.60685211095,1410.00385211095,286.524682000272,174.356616352799,7.45661506283915,26.1391203049887,-30.0137509628045,-7.99883673829243,1.10120460439756,-24.2162253294726,30.9288575608937,-12.8873520808474,30.0619106906206,-10.3869475527512,-9.9808283005838,0,2.72114866155755,0,0,-31.3944822256058,-15.8058004653134,37.5132848633339,8.67105530673148,"Dec"
"X2170.8572874263.3",1958-12-29,2170.8572874263,1476.2542874263,287.559345716777,174.356575015923,9.15265987883177,28.5152985752115,-30.4322503595693,-7.56164810986812,1.4799038142669,-22.9976443561739,32.6920710044447,-11.6952342436317,31.137082750798,-10.2707736514629,-9.67792697596459,0,3.44731531480842,0,0,-29.2130691407198,-15.6985359576585,38.7891905792177,12.1421131574335,"Dec"
"X2232.48559934756.3",1960-12-02,2232.48559934756,1537.88259934756,301.481250525649,182.139338443652,10.3664914807776,30.3047042422527,-30.8849869574957,-7.22002961741241,1.61956060373081,-22.0251212331353,34.1432031418459,-11.0931622944482,32.0647792740263,-9.86579286101124,-9.29561121490222,0,3.98099632903375,0,0,-27.5388965603589,-15.62252118287,40.1646470060941,15.0069743028865,"Dec"
"X2206.29356678103.2",1960-12-03,2206.29356678103,1511.69056678103,291.908277401055,176.645496042437,9.95437500291143,29.6781833354016,-30.6717944712072,-7.34850554633256,1.6170232336951,-22.4022376872719,33.5931789233377,-11.2175365000997,31.6982551079415,-10.1169705007989,-9.48535663653317,0,3.79320689520727,0,0,-28.1676032563484,-15.6489966793348,39.5419136990058,13.910817417578,"Dec"
"X2235.56701494363.2",1960-12-04,2235.56701494363,1540.96401494362,302.690946441281,182.82148806064,10.4152716634272,30.3794642574562,-30.9096614244937,-7.204948083878,1.61985929905143,-21.9811319635288,34.2088723693344,-11.0785897700521,32.1084505637165,-9.83633377963729,-9.27335641157276,0,4.00314685227834,0,0,-27.4655409184774,-15.619428117435,40.2391614250272,15.1373841791553,"Dec"
"X2163.15374843615",1960-12-05,2163.15374843615,1468.55074843615,287.423966511356,174.356580291016,8.95307403283199,28.2313830595927,-30.3852330048444,-7.61225889757073,1.4358156441294,-23.1368775552683,32.4811752338627,-11.8327092527116,31.0089666858015,-10.2841981939487,-9.7129312504702,0,3.36243949665014,0,0,-29.4624519622533,-15.7108317478328,38.6359655771395,11.7296696803401,"Dec"
"X2169.31657962827.1",1960-12-06,2169.31657962827,1474.71357962827,287.531908116347,174.356576081877,9.11269212253611,28.4583502425748,-30.4228802380001,-7.57176555165734,1.47108505498009,-23.0254401526612,32.649764327667,-11.7227053942902,31.1113925689021,-10.2734568026326,-9.68492329748444,0,3.43033088073732,0,0,-29.2628574826989,-15.7009914512655,38.7584394582793,12.059434015562,"Dec"
"X2160.07233284008.4",1960-12-07,2160.07233284008,1465.46933284008,287.371056109836,174.356582363363,8.8734164133328,28.118392643458,-30.3663087158829,-7.63251972932359,1.4181843137282,-23.1927492752703,32.3972612399627,-11.8877828441599,30.9579537356212,-10.2895741676335,-9.72694884253366,0,3.32852158936716,0,0,-29.5625146904491,-15.7157629181315,38.5750450788133,11.5653565516565,"Dec"
"X2101.52543651489.4",1960-12-08,2101.52543651489,1406.92243651489,286.482864757448,174.356618074182,7.37883848079905,26.0321061152126,-29.9934777278675,-8.01927821841051,1.08361593989221,-24.2740915811464,30.8495472376711,-12.9433457495079,30.0133319828967,-10.3923910659809,-9.99502010344082,0,2.68757973815349,0,0,-31.4980023512081,-15.8108745412582,37.4561674954408,8.51370018389416,"Dec"
"X2021.40863101725.2",1960-12-09,2021.40863101725,1326.80563101725,285.544110221831,174.356657814739,5.39022294203711,23.3519016192244,-29.4387892146792,-8.55413719842707,0.627096101675873,-25.8173982515586,28.8659489882113,-14.4165927442123,28.7922200498323,-10.5351929426738,-10.3672835388672,0,1.82113921994391,0,0,-34.2566457974946,-15.94555284209,36.0352136620146,4.54328875347075,"Dec"
"X2078.41481954442.2",1960-12-10,2078.41481954442,1383.81181954442,286.184112674299,174.356630491214,6.79859826814539,25.239016888297,-29.839010184376,-8.17289497676603,0.951772367393823,-24.7115494012207,30.2620366216952,-13.3648665949077,29.6528884741915,-10.4333320894244,-10.1017543763668,0,2.43639249437277,0,0,-32.2803962085088,-15.8491765324599,37.0337854685957,7.3447354271858,"Dec"
"X2022.94933881529.3",1960-12-11,2022.94933881529,1328.34633881529,285.559828636841,174.356657131549,5.42786567603876,23.4016553795172,-29.4499830081023,-8.54378966764916,0.635861087931837,-25.7869970507387,28.9027231707085,-14.387941123452,28.8149661752499,-10.5324234735392,-10.3600645978834,0,1.83768700338913,0,0,-34.2023460750942,-15.942911862743,36.0614248857814,4.6175120468802,"Dec"
"X1851.9307732338.4",1960-12-12,1851.9307732338,1157.3277732338,249.507599028771,153.956910536671,1.1097962980226,18.0542944991718,-30.0772502867058,-9.14916942389528,-1.00446869132517,-29.1294028694652,24.165376338591,-18.1471824438513,24.15045521576,-10.6337023260459,-10.8065195611237,0,0.0185638786602507,0,-2.33925761668732,-38.8684009367329,-16.8928877791039,31.5742074367946,-1.97160934960267,"Dec"
"X1392.79984942043.4",1960-12-13,1392.79984942043,698.196849420425,175.860486377817,121.220422902777,-10.6066269383067,3.71516415769459,-38.8364529785214,-12.3212487489436,-8.54713003820632,-41.7667569745925,0.42491562562589,-32.6686069915111,10.8221747741217,-13.0821596192747,-13.4779917527796,-8.13270474317134,-7.33320190557631,0,-14.0565214482961,-55.0221691136329,-19.5252185977691,12.27575713887,-17.0615571904869,"Dec"
"X1662.42371407593",1960-12-14,1662.42371407593,967.820714075928,221.057957267631,139.104052205346,-3.7092473200342,11.9667287667617,-33.3070070770602,-9.71728743737825,-3.48779931925918,-32.5954631779982,18.3839131187864,-23.3645046556745,19.0714636081103,-10.594135458108,-11.1517935112996,-0.897885029065576,-2.09121990308061,0,-7.13027305763962,-45.054592035703,-18.5808918567978,25.2303047862658,-7.64462058743693,"Dec"
"X2024.49004661332.2",1960-12-15,2024.49004661332,1329.88704661332,285.575626966598,174.356656445512,5.46553157257342,23.4514768943185,-29.4611551474424,-8.53344457392731,0.644626631785955,-25.7566248479056,28.939549256298,-14.3593021885469,28.8377403052989,-10.5296549249,-10.3528480303178,0,1.85423924809926,0,0,-34.1480964584808,-15.9402729224813,36.0876780776644,4.69181661261231,"Dec"
"X2267.92187870229.2",1960-12-16,2267.92187870229,1573.31887870229,316.633904345731,190.495860562865,10.9312731621168,31.1782196979045,-31.1637437346577,-7.04701305260089,1.62299790599468,-21.5239561380498,34.9109955327349,-10.9263310321094,32.5741910204825,-9.52816548525048,-9.04054212027251,0,4.23646412829497,0,0,-26.7029248789707,-15.5872227201444,41.0380555406091,16.5255631335033,"Dec"
"X2124.63605348536.3",1960-12-17,2124.63605348536,1430.03305348536,286.808910140116,174.356604759275,7.96454352837751,26.8421459433564,-30.1437282022749,-7.8662000361113,1.21558558453513,-23.8427045610491,31.4500940191148,-12.5245846939151,30.3807095220301,-10.3516519762839,-9.8888066413596,0,2.93979175821542,0,0,-30.726122640876,-15.7730052827504,37.8892508499278,9.70257313470281,"Dec"
"X2132.33959247552.1",1960-12-18,2132.33959247552,1437.73659247552,286.924313557949,174.356600104407,8.16100631680834,27.1160202807162,-30.1929042803053,-7.81529316965707,1.25960351337443,-23.7002361628704,31.6532484761962,-12.3856062825711,30.5047442921007,-10.3381168958741,-9.85351723142198,0,3.0240912442834,0,0,-30.4711293313769,-15.7604770942714,38.0360606306922,10.103376313214,"Dec"
"X2078.41481954442.3",1960-12-19,2078.41481954442,1383.81181954442,286.184112674299,174.356630491214,6.79859826814539,25.239016888297,-29.839010184376,-8.17289497676603,0.951772367393823,-24.7115494012207,30.2620366216952,-13.3648665949077,29.6528884741915,-10.4333320894244,-10.1017543763668,0,2.43639249437277,0,0,-32.2803962085088,-15.8491765324599,37.0337854685957,7.3447354271858,"Dec"
"X2042.97854018969.3",1960-12-20,2042.97854018969,1348.37554018969,285.77166909289,174.356647984332,5.91933681926508,24.0546707168745,-29.5935544101493,-8.40949322669202,0.749856670064684,-25.3944052407033,29.3855510639778,-14.0166214077256,29.1132331926726,-10.4965039731545,-10.2664339209355,0,2.05321482105016,0,0,-33.5009842047674,-15.9087638323564,36.4060269389341,5.58985955287779,"Dec"
"X2294.11391126882.2",1960-12-21,2294.11391126882,1599.51091126882,329.885126818646,197.482777474563,11.3541501493737,31.8438250048888,-31.362963845718,-6.91972145656384,1.62554177130825,-21.1600519857803,35.4967707107329,-10.8040721835347,32.9611034610903,-9.28022681083187,-8.85321780398915,0,4.42633088696314,0,0,-26.0955841884069,-15.5615099379533,41.7076594011763,17.6751836478685,"Dec"
"X2038.3564167956.5",1960-12-22,2038.3564167956,1343.7534167956,285.721511011353,174.356650140057,5.80557049265898,23.9029424575161,-29.5607402458811,-8.44044825604646,0.723541627170679,-25.4845731153329,29.2733379125165,-14.1021212504817,29.0439762652035,-10.5047793338303,-10.2880055332035,0,2.00341050545392,0,0,-33.6620932733392,-15.9166138306594,36.3258621218699,5.36423709300982,"Dec"
"X1945.91394891371",1960-12-23,1945.91394891371,1251.31094891371,262.523429284303,164.902419744967,3.82960557743181,21.3373681400966,-29.2891451526047,-8.84833593793924,0.156766250081412,-27.3173300117097,27.1675429729295,-15.6981431804619,27.2618527807406,-10.5262864032334,-10.5806239539497,0,1.17788588705663,0,0,-36.2979299998819,-16.1443997640743,34.8364125134451,1.77693132656627,"Dec"
"X1819.57590947514.1",1960-12-24,1819.57590947514,1124.97290947514,246.153843418467,150.900387586094,0.186425050191622,16.9700194044548,-30.372481215768,-9.25451425859683,-1.4055306442848,-29.7791334289883,23.1807338017845,-19.0137461338343,23.1316287485282,-10.6722808145327,-10.8857878106629,0,-0.379845750303073,0,-3.15596790978592,-39.815108988905,-17.160886701631,30.5080330597327,-3.23316699688309,"Dec"
"X1884.28563699246.3",1960-12-25,1884.28563699246,1189.68263699246,253.323126267009,157.336716745554,2.04213034582381,19.1643451734722,-29.792802981461,-9.04465534768804,-0.602674435051391,-28.4935733335297,25.1770805324708,-17.2905907026008,25.1982135932601,-10.5954741657067,-10.7279623896579,0,0.41844693115619,0,-1.52254732358871,-37.95396055169,-16.6291251865426,32.6734832801551,-0.693389350145444,"Dec"
"X1896.61129937671.2",1960-12-26,1896.61129937671,1202.00829937671,254.918570040377,158.720225347812,2.39969007629979,19.5941943392484,-29.687156123157,-9.00505693457631,-0.449416913616803,-28.2549163086917,25.5698440390331,-16.9668571912655,25.6052285216233,-10.5810022123374,-10.6982208950511,0,0.57117260683728,0,-1.21141959288448,-37.6137477747182,-16.5297376105039,33.1012857211442,-0.201996469517803,"Dec"
"X1859.63431222395.1",1960-12-27,1859.63431222395,1165.03131222395,250.370781767669,154.730457993995,1.33096277582706,18.3162202613926,-30.0085690597839,-9.12421013675983,-0.908869889308079,-28.9767708577164,24.4037623886997,-17.9423340157432,24.3972516485813,-10.6245687865607,-10.7877513351933,0,0.113640179862787,0,-2.14480278499717,-38.6478128293091,-16.8297066970266,31.8328803496349,-1.66879487403239,"Dec"
"X1896.61129937671.3",1960-12-28,1896.61129937671,1202.00829937671,254.918570040377,158.720225347812,2.39969007629979,19.5941943392484,-29.687156123157,-9.00505693457631,-0.449416913616803,-28.2549163086917,25.5698440390331,-16.9668571912655,25.6052285216233,-10.5810022123374,-10.6982208950511,0,0.57117260683728,0,-1.21141959288448,-37.6137477747182,-16.5297376105039,33.1012857211442,-0.201996469517803,"Dec"
"X2072.25198835229.4",1960-12-29,2072.25198835229,1377.64898835229,286.108622500903,174.356633662268,6.64478074715427,25.0303214922708,-29.7970838832204,-8.21395076803608,0.91663535052882,-24.8292464937866,30.1075147798053,-13.477741735901,29.5579162982108,-10.4442839917554,-10.1303052974407,0,2.36958150613688,0,0,-32.490837755973,-15.8594644284483,36.9229071499179,7.03631009724948,"Dec"
"X1489.86444069641.5",1965-12-01,1489.86444069641,795.261440696406,200.70100440352,133.082470229379,-8.12613306351181,5.94111456788299,-37.8788157363991,-10.9785038746989,-6.63979106711225,-35.4757438091521,10.862483944407,-28.9113081218721,14.2877717951393,-11.225657791877,-12.2447111997029,-5.59093485999094,-5.3566053290472,0,-11.5545837896658,-51.506934577715,-19.776298094665,17.6141406602334,-11.4349088084005,"Dec"
"X1519.137888859.1",1965-12-02,1519.137888859,824.534888859004,205.490966975953,135.188080682648,-7.4244173924928,6.82394560648997,-37.1806786713081,-10.6513463656945,-6.11981657207488,-34.813723584113,12.3523362226536,-27.9313383461353,15.176475430698,-11.0051538828526,-11.9875598029029,-4.80995781750757,-4.6975601147731,0,-10.8008786697024,-50.4192450648126,-19.635320997491,18.9437340806491,-10.6643227367632,"Dec"
"X1630.06885031727.2",1965-12-03,1630.06885031727,935.465850317268,216.865912248369,138.087341056627,-4.55424207023854,10.7656742287134,-34.2068768135345,-9.76951076650837,-4.07450398372981,-33.1051163672014,17.0082395166468,-24.3004401818336,18.3113173582437,-10.6620275369283,-11.2851682337363,-1.80066913232083,-2.47783343047684,0,-7.95445045330671,-46.2667614091904,-18.8605393759825,23.8095005812858,-8.26609626403389,"Dec"
"X1489.86444069641.6",1965-12-04,1489.86444069641,795.261440696406,200.70100440352,133.082470229379,-8.12613306351181,5.94111456788299,-37.8788157363991,-10.9785038746989,-6.63979106711225,-35.4757438091521,10.862483944407,-28.9113081218721,14.2877717951393,-11.225657791877,-12.2447111997029,-5.59093485999094,-5.3566053290472,0,-11.5545837896658,-51.506934577715,-19.776298094665,17.6141406602334,-11.4349088084005,"Dec"
"X1388.17772602633.1",1965-12-05,1388.17772602633,693.574726026331,174.893263969725,120.826033460354,-10.7326892103241,3.57454332982182,-38.870582392249,-12.4060940257135,-8.64347671213573,-42.0998717808485,-0.0517001601434956,-32.853237485068,10.6611408500749,-13.1792011152389,-13.5477285640103,-8.24058770292288,-7.46826650285642,0,-14.1827309937617,-55.2407440637874,-19.4400656567144,12.0284757481032,-17.4003859938915,"Dec"
"X1360.44498566177.3",1965-12-06,1360.44498566177,665.841985661765,169.41063425567,118.567714271902,-11.48984969358,2.73575435410075,-39.078782909692,-12.9176223352607,-9.22222720533335,-44.1350985792501,-2.88596713742394,-33.9738073562003,9.70391711960303,-13.7638509949505,-13.9682907061651,-8.88788546143224,-8.27912576689386,0,-14.9399882665552,-56.5866988315878,-18.9247060802892,10.5639466287337,-19.4402803657685,"Dec"
"X1388.17772602633.2",1965-12-07,1388.17772602633,693.574726026331,174.893263969725,120.826033460354,-10.7326892103241,3.57454332982182,-38.870582392249,-12.4060940257135,-8.64347671213573,-42.0998717808485,-0.0517001601434956,-32.853237485068,10.6611408500749,-13.1792011152389,-13.5477285640103,-8.24058770292288,-7.46826650285642,0,-14.1827309937617,-55.2407440637874,-19.4400656567144,12.0284757481032,-17.4003859938915,"Dec"
"X1448.26533014956.1",1965-12-08,1448.26533014956,753.662330149557,188.868549601059,127.528564888162,-9.18602635500499,4.98371476505802,-38.280265007225,-11.5459001607131,-7.45471963800398,-38.0886567637864,6.31825694226345,-30.4908029405964,12.7783896983344,-12.0144722453872,-12.7669874468058,-6.68250562148978,-6.19593651895379,0,-12.6256384279466,-52.9439216706295,-19.6824778248149,15.2743875596166,-13.820866601502,"Dec"
"X1415.9104663909",1965-12-09,1415.9104663909,721.307466390897,180.949645690572,123.697830086687,-10.0123444938579,4.24912871013927,-38.6041042536204,-11.9920361927119,-8.09022989183131,-40.2032603696463,2.8568033210799,-31.7510820545076,11.6297684034146,-12.6337365455884,-13.1779125497582,-7.53150510265553,-6.8496172930014,0,-13.4586809243872,-54.1258917906498,-19.6080777086077,13.509508978152,-15.6909692460079,"Dec"
"X1388.17772602633.3",1965-12-10,1388.17772602633,693.574726026331,174.893263969725,120.826033460354,-10.7326892103241,3.57454332982182,-38.870582392249,-12.4060940257135,-8.64347671213573,-42.0998717808485,-0.0517001601434956,-32.853237485068,10.6611408500749,-13.1792011152389,-13.5477285640103,-8.24058770292288,-7.46826650285642,0,-14.1827309937617,-55.2407440637874,-19.4400656567144,12.0284757481032,-17.4003859938915,"Dec"
"X1378.93347923814.1",1965-12-11,1378.93347923814,684.330479238142,173.00612805361,120.053098931229,-10.9849260948851,3.29400918091173,-38.9393257381122,-12.5761345639935,-8.83626577507808,-42.7712671393006,-1.00128064657958,-33.224313203825,10.3403626817681,-13.3736262871686,-13.6875071909448,-8.456353622426,-7.73846305792094,0,-14.4351500846929,-55.682750246875,-19.2691283500882,11.53667034543,-18.0790304737918,"Dec"
"X1385.09631043027",1965-12-12,1385.09631043027,690.493310430268,174.25730621029,120.566067736272,-10.8167515246845,3.48092727767741,-38.8934247781909,-12.4627222961927,-8.70772554919193,-42.3229016526953,-0.368766737505734,-32.9766598097556,10.5540241561085,-13.2439587629345,-13.5942761989641,-8.31250967609058,-7.55832204049495,0,-14.2668706907387,-55.3873555904772,-19.3831802912417,11.8641333817549,-17.6264544988938,"Dec"
"X1338.87507648932",1965-12-13,1338.87507648932,644.272076489325,165.492697054939,116.929812416799,-12.0796864740198,2.08915617371996,-39.2448891278464,-13.3184127642191,-9.67316262192516,-45.7626926898986,-5.06070441155736,-34.8608103663392,8.9698886765382,-14.2214438046516,-14.2979541211839,-9.39133927360619,-8.91035365444659,0,-15.5289661453946,-57.6762727344804,-18.5185296167672,9.44709111940841,-21.0351148523538,"Dec"
"X1374.31135584405.3",1965-12-14,1374.31135584405,679.708355844048,172.085449456385,119.674343076656,-11.1111007408043,3.1540946743067,-38.9739419685084,-12.661330307061,-8.93270819579217,-43.1095744631266,-1.47425465832731,-33.4107643844418,10.1806149991915,-13.4710103655598,-13.757549451634,-8.56423658217757,-7.87359502690444,0,-14.5613596301584,-55.9062175789988,-19.1833424218762,11.2921361035663,-18.4188471088753,"Dec"
"X1352.74144667161.4",1965-12-15,1352.74144667161,658.138446671608,167.978661508108,117.971428556329,-11.7004117443738,2.50424824509867,-39.1376797420967,-13.0604653961582,-9.38319549696075,-44.711808098642,-3.66561255220958,-34.2890227105961,9.44072222634503,-13.9269879057871,-14.0857691020364,-9.0676903943515,-8.50450805541075,0,-15.1503375089978,-56.971416844046,-18.7801846850672,10.1628689440734,-20.0090323378689,"Dec"
"X1386.6370182283.3",1965-12-16,1386.6370182283,692.034018228299,174.574409131869,120.695757214147,-10.7747182871243,3.52772220179172,-38.8819946127677,-12.434401679761,-8.67559935816238,-42.2112910562191,-0.210301061265844,-32.9149150414697,10.6075586202276,-13.2115736024249,-13.5709967332629,-8.27654868950674,-7.51329302425896,0,-14.2248008422502,-55.3139598986799,-19.4116346669851,11.9462535027517,-17.5134019709745,"Dec"
"X1377.39277144011.1",1965-12-17,1377.39277144011,682.789771440111,172.697571843166,119.92628466859,-11.0269801455161,3.24734494699142,-38.9508462661185,-12.6045201260916,-8.86840969992756,-42.8838417734617,-1.1590727855408,-33.2863956852001,10.2870660909232,-13.4060749260668,-13.7108432624762,-8.49231460900985,-7.783504551435,0,-14.4772199331814,-55.7570552421247,-19.2405566103283,11.4550580034057,-18.1922660221371,"Dec"
"X1442.10249895743.2",1965-12-18,1442.10249895743,747.499498957431,187.281772207765,126.768427250241,-9.34328808511602,4.84312102759654,-38.3411475362414,-11.6305504747836,-7.57565589143123,-38.485740571933,5.65407761372656,-30.7286765042465,12.5579190913858,-12.1320376630241,-12.8449387705801,-6.84421980837848,-6.32038856201753,0,-12.7843131891734,-53.1645622111364,-19.6684039715609,14.9345876733774,-14.1761032279188,"Dec"
"X1483.70160950428.2",1965-12-19,1483.70160950428,789.09860950428,198.813657929648,132.209874446103,-8.28297609282597,5.79834803725684,-37.9372657611838,-11.0621263251808,-6.76036854374307,-35.8555961557017,10.1824790521855,-29.1424737133494,14.0617999269679,-11.3419995835242,-12.3216600767541,-5.75264904687964,-5.480871598754,0,-11.7132585508926,-51.7142457824543,-19.7625269020136,17.2623545128966,-11.7870828408043,"Dec"
"X1422.07329758302",1965-12-20,1422.07329758302,727.470297583023,182.382591746139,124.397963126222,-9.85481827658075,4.38837974257677,-38.54161141407,-11.9067289522988,-7.96906691976403,-39.7947185879627,3.51130017453934,-31.5088340496828,11.8468776862324,-12.5153907666447,-13.0993199728105,-7.36979091576681,-6.72504806772499,0,-13.3000061631605,-53.8961882560304,-19.6223472734801,13.8420735600475,-15.3337837790169,"Dec"
"X1494.4865640905.1",1965-12-21,1494.4865640905,799.8835640905,202.150331100031,133.749197376228,-8.00854140720707,6.04840345681803,-37.8352067222369,-10.9158859445493,-6.54939275350284,-35.192468344629,11.3740570381249,-28.7385705586691,14.4577967624994,-11.1385193675735,-12.1870959448087,-5.4696492198244,-5.26342366534597,0,-11.4355777187457,-51.3526807689426,-19.7865975979897,17.8791801355909,-11.1710738717657,"Dec"
"X1639.31309710546.1",1965-12-22,1639.31309710546,944.710097105456,218.01305242188,138.369501837295,-4.31318007192619,11.1063723855436,-33.9472726719464,-9.7545462421643,-3.90695086365476,-32.957979005588,17.3980158132087,-24.0318617744173,18.5267958296165,-10.6425369352028,-11.2469020689126,-1.54273081710503,-2.36742358410415,0,-7.71897119740183,-45.9158242424333,-18.7801897684597,24.2114275574583,-8.08859817405306,"Dec"
"X1580.76620078026.3",1965-12-23,1580.76620078026,886.163200780261,211.321372216725,136.693686100422,-5.83499977062317,8.98097667475783,-35.5715398817432,-9.97716463072985,-4.97432751962729,-33.8829599233909,14.9400239974071,-25.8092334603241,17.062786763782,-10.7859434633847,-11.5336780547208,-3.16057703726372,-3.23084898026547,0,-9.2141310470451,-48.1380378259388,-19.2558213848854,21.6659011895837,-9.26184899205836,"Dec"
"X1593.09186316451.3",1965-12-24,1593.09186316451,898.488863164513,212.632778602415,137.02093447717,-5.51558268720446,9.42214050037454,-35.259918358834,-9.84359571230551,-4.7448942089189,-33.7031670906512,15.4711277092926,-25.3907982349954,17.4493862257181,-10.7427795206736,-11.4441247222096,-2.83070088121496,-2.93707238685258,0,-8.89678152251365,-47.7017304743001,-19.1813059506569,22.227240110565,-8.98101889920791,"Dec"
