area_sqmi,wd_upstream_mgd,ps_upstream_mgd,Qreach,Qlake,imp_off,wd_mgd,ps_mgd,ps_trib_mgd,wd_trib_mgd,name,description,componentid,subshedid,dt,month,day,year,thisdate,time,timestamp,modays,run_mode,flow_mode,season,ps_cumulative_mgd,wd_cumulative_mgd,week,Listen on Parent,Send to Children,Send to Parent,Listen to Children,Qout
"1460.0522423485","47.371613427725","30.992251013985","1397.7790790051","1397.7790790051","1","0","0","0","0",,"",0,"","","1","15","2007","2007-01-15","","1168837200","31","10","4","","30.992251013985","47.371613427725","3","0","0","0","0","1397.7790790051"
"1460.0522423485","47.371613427725","30.992251013985","1274.5551801214","1274.5551801214","1","0","0","0","0",,"",0,"","","1","16","2007","2007-01-16","","1168923600","31","10","4","","30.992251013985","47.371613427725","3","0","0","0","0","1274.5551801214"
"1460.0522423485","47.371613427725","30.992251013985","1191.2408418199","1191.2408418199","1","0","0","0","0",,"",0,"","","1","17","2007","2007-01-17","","1169010000","31","10","4","","30.992251013985","47.371613427725","3","0","0","0","0","1191.2408418199"
"1460.0522423485","47.371613427725","30.992251013985","1131.1374119722","1131.1374119722","1","0","0","0","0",,"",0,"","","1","18","2007","2007-01-18","","1169096400","31","10","4","","30.992251013985","47.371613427725","3","0","0","0","0","1131.1374119722"
"1460.0522423485","47.371613427725","30.992251013985","1083.2652301351","1083.2652301351","1","0","0","0","0",,"",0,"","","1","19","2007","2007-01-19","","1169182800","31","10","4","","30.992251013985","47.371613427725","3","0","0","0","0","1083.2652301351"
"1460.0522423485","47.371613427725","30.992251013985","1042.9564535675","1042.9564535675","1","0","0","0","0",,"",0,"","","1","20","2007","2007-01-20","","1169269200","31","10","4","","30.992251013985","47.371613427725","3","0","0","0","0","1042.9564535675"
"1460.0522423485","47.371613427725","30.992251013985","1006.9280320022","1006.9280320022","1","0","0","0","0",,"",0,"","","1","21","2007","2007-01-21","","1169355600","31","10","4","","30.992251013985","47.371613427725","3","0","0","0","0","1006.9280320022"
"1460.0522423485","47.371613427725","30.992251013985","1014.4895815842","1014.4895815842","1","0","0","0","0",,"",0,"","","1","22","2007","2007-01-22","","1169442000","31","10","4","","30.992251013985","47.371613427725","4","0","0","0","0","1014.4895815842"
"1460.0522423485","47.371613427725","30.992251013985","1125.5612927706","1125.5612927706","1","0","0","0","0",,"",0,"","","1","23","2007","2007-01-23","","1169528400","31","10","4","","30.992251013985","47.371613427725","4","0","0","0","0","1125.5612927706"
"1460.0522423485","47.371613427725","30.992251013985","1261.0323880747","1261.0323880747","1","0","0","0","0",,"",0,"","","1","24","2007","2007-01-24","","1169614800","31","10","4","","30.992251013985","47.371613427725","4","0","0","0","0","1261.0323880747"
"1460.0522423485","47.371613427725","30.992251013985","1266.0531978869","1266.0531978869","1","0","0","0","0",,"",0,"","","1","25","2007","2007-01-25","","1169701200","31","10","4","","30.992251013985","47.371613427725","4","0","0","0","0","1266.0531978869"
"1460.0522423485","47.371613427725","30.992251013985","1164.6239333623","1164.6239333623","1","0","0","0","0",,"",0,"","","1","26","2007","2007-01-26","","1169787600","31","10","4","","30.992251013985","47.371613427725","4","0","0","0","0","1164.6239333623"
"1460.0522423485","47.371613427725","30.992251013985","1064.9381582917","1064.9381582917","1","0","0","0","0",,"",0,"","","1","27","2007","2007-01-27","","1169874000","31","10","4","","30.992251013985","47.371613427725","4","0","0","0","0","1064.9381582917"
"1460.0522423485","47.371613427725","30.992251013985","1005.1609583422","1005.1609583422","1","0","0","0","0",,"",0,"","","1","28","2007","2007-01-28","","1169960400","31","10","4","","30.992251013985","47.371613427725","4","0","0","0","0","1005.1609583422"
"1460.0522423485","47.371613427725","30.992251013985","975.17912152513","975.17912152513","1","0","0","0","0",,"",0,"","","1","29","2007","2007-01-29","","1170046800","31","10","4","","30.992251013985","47.371613427725","5","0","0","0","0","975.17912152513"
"1460.0522423485","47.371613427725","30.992251013985","949.24657013165","949.24657013165","1","0","0","0","0",,"",0,"","","1","30","2007","2007-01-30","","1170133200","31","10","4","","30.992251013985","47.371613427725","5","0","0","0","0","949.24657013165"
"1460.0522423485","47.371613427725","30.992251013985","915.62331402301","915.62331402301","1","0","0","0","0",,"",0,"","","1","31","2007","2007-01-31","","1170219600","31","10","4","","30.992251013985","47.371613427725","5","0","0","0","0","915.62331402301"
"1460.0522423485","48.419394718863","31.582596861263","878.49263357491","878.49263357491","1","0","0","0","0",,"",0,"","","2","1","2007","2007-02-01","","1170306000","28","10","4","","31.582596861263","48.419394718863","5","0","0","0","0","878.49263357491"
"1460.0522423485","48.419394718863","31.582596861263","843.74217422174","843.74217422174","1","0","0","0","0",,"",0,"","","2","2","2007","2007-02-02","","1170392400","28","10","4","","31.582596861263","48.419394718863","5","0","0","0","0","843.74217422174"
"1460.0522423485","48.419394718863","31.582596861263","812.65584418286","812.65584418286","1","0","0","0","0",,"",0,"","","2","3","2007","2007-02-03","","1170478800","28","10","4","","31.582596861263","48.419394718863","5","0","0","0","0","812.65584418286"
"1460.0522423485","48.419394718863","31.582596861263","784.41227952833","784.41227952833","1","0","0","0","0",,"",0,"","","2","4","2007","2007-02-04","","1170565200","28","10","4","","31.582596861263","48.419394718863","5","0","0","0","0","784.41227952833"
"1460.0522423485","48.419394718863","31.582596861263","758.33061570314","758.33061570314","1","0","0","0","0",,"",0,"","","2","5","2007","2007-02-05","","1170651600","28","10","4","","31.582596861263","48.419394718863","6","0","0","0","0","758.33061570314"
"1460.0522423485","48.419394718863","31.582596861263","734.0173713334","734.0173713334","1","0","0","0","0",,"",0,"","","2","6","2007","2007-02-06","","1170738000","28","10","4","","31.582596861263","48.419394718863","6","0","0","0","0","734.0173713334"
"1460.0522423485","48.419394718863","31.582596861263","712.81653754502","712.81653754502","1","0","0","0","0",,"",0,"","","2","7","2007","2007-02-07","","1170824400","28","10","4","","31.582596861263","48.419394718863","6","0","0","0","0","712.81653754502"
"1460.0522423485","48.419394718863","31.582596861263","694.35469477304","694.35469477304","1","0","0","0","0",,"",0,"","","2","8","2007","2007-02-08","","1170910800","28","10","4","","31.582596861263","48.419394718863","6","0","0","0","0","694.35469477304"
"1460.0522423485","48.419394718863","31.582596861263","674.89265654038","674.89265654038","1","0","0","0","0",,"",0,"","","2","9","2007","2007-02-09","","1170997200","28","10","4","","31.582596861263","48.419394718863","6","0","0","0","0","674.89265654038"
"1460.0522423485","48.419394718863","31.582596861263","653.85838110686","653.85838110686","1","0","0","0","0",,"",0,"","","2","10","2007","2007-02-10","","1171083600","28","10","4","","31.582596861263","48.419394718863","6","0","0","0","0","653.85838110686"
"1460.0522423485","48.419394718863","31.582596861263","633.0930754071","633.0930754071","1","0","0","0","0",,"",0,"","","2","11","2007","2007-02-11","","1171170000","28","10","4","","31.582596861263","48.419394718863","6","0","0","0","0","633.0930754071"
"1460.0522423485","48.419394718863","31.582596861263","613.47611743885","613.47611743885","1","0","0","0","0",,"",0,"","","2","12","2007","2007-02-12","","1171256400","28","10","4","","31.582596861263","48.419394718863","7","0","0","0","0","613.47611743885"
"1460.0522423485","48.419394718863","31.582596861263","604.30919228155","604.30919228155","1","0","0","0","0",,"",0,"","","2","13","2007","2007-02-13","","1171342800","28","10","4","","31.582596861263","48.419394718863","7","0","0","0","0","604.30919228155"
"1460.0522423485","48.419394718863","31.582596861263","606.04593778321","606.04593778321","1","0","0","0","0",,"",0,"","","2","14","2007","2007-02-14","","1171429200","28","10","4","","31.582596861263","48.419394718863","7","0","0","0","0","606.04593778321"
"1460.0522423485","48.419394718863","31.582596861263","602.63816407572","602.63816407572","1","0","0","0","0",,"",0,"","","2","15","2007","2007-02-15","","1171515600","28","10","4","","31.582596861263","48.419394718863","7","0","0","0","0","602.63816407572"
"1460.0522423485","48.419394718863","31.582596861263","586.0438736751","586.0438736751","1","0","0","0","0",,"",0,"","","2","16","2007","2007-02-16","","1171602000","28","10","4","","31.582596861263","48.419394718863","7","0","0","0","0","586.0438736751"
"1460.0522423485","48.419394718863","31.582596861263","561.38221319831","561.38221319831","1","0","0","0","0",,"",0,"","","2","17","2007","2007-02-17","","1171688400","28","10","4","","31.582596861263","48.419394718863","7","0","0","0","0","561.38221319831"
"1460.0522423485","48.419394718863","31.582596861263","539.09897060753","539.09897060753","1","0","0","0","0",,"",0,"","","2","18","2007","2007-02-18","","1171774800","28","10","4","","31.582596861263","48.419394718863","7","0","0","0","0","539.09897060753"
"1460.0522423485","48.419394718863","31.582596861263","522.20905584011","522.20905584011","1","0","0","0","0",,"",0,"","","2","19","2007","2007-02-19","","1171861200","28","10","4","","31.582596861263","48.419394718863","8","0","0","0","0","522.20905584011"
"1460.0522423485","48.419394718863","31.582596861263","655.24928902215","655.24928902215","1","0","0","0","0",,"",0,"","","2","20","2007","2007-02-20","","1171947600","28","10","4","","31.582596861263","48.419394718863","8","0","0","0","0","655.24928902215"
"1460.0522423485","48.419394718863","31.582596861263","1632.0355604424","1632.0355604424","1","0","0","0","0",,"",0,"","","2","21","2007","2007-02-21","","1172034000","28","10","4","","31.582596861263","48.419394718863","8","0","0","0","0","1632.0355604424"
"1460.0522423485","48.419394718863","31.582596861263","3558.9167291995","3558.9167291995","1","0","0","0","0",,"",0,"","","2","22","2007","2007-02-22","","1172120400","28","10","4","","31.582596861263","48.419394718863","8","0","0","0","0","3558.9167291995"
"1460.0522423485","48.419394718863","31.582596861263","4207.1751781434","4207.1751781434","1","0","0","0","0",,"",0,"","","2","23","2007","2007-02-23","","1172206800","28","10","4","","31.582596861263","48.419394718863","8","0","0","0","0","4207.1751781434"
"1460.0522423485","48.419394718863","31.582596861263","3271.2645350009","3271.2645350009","1","0","0","0","0",,"",0,"","","2","24","2007","2007-02-24","","1172293200","28","10","4","","31.582596861263","48.419394718863","8","0","0","0","0","3271.2645350009"
"1460.0522423485","48.419394718863","31.582596861263","2376.6849182977","2376.6849182977","1","0","0","0","0",,"",0,"","","2","25","2007","2007-02-25","","1172379600","28","10","4","","31.582596861263","48.419394718863","8","0","0","0","0","2376.6849182977"
"1460.0522423485","48.419394718863","31.582596861263","1831.0964434768","1831.0964434768","1","0","0","0","0",,"",0,"","","2","26","2007","2007-02-26","","1172466000","28","10","4","","31.582596861263","48.419394718863","9","0","0","0","0","1831.0964434768"
"1460.0522423485","48.419394718863","31.582596861263","1523.938870827","1523.938870827","1","0","0","0","0",,"",0,"","","2","27","2007","2007-02-27","","1172552400","28","10","4","","31.582596861263","48.419394718863","9","0","0","0","0","1523.938870827"
"1460.0522423485","48.419394718863","31.582596861263","1402.1106492766","1402.1106492766","1","0","0","0","0",,"",0,"","","2","28","2007","2007-02-28","","1172638800","28","10","4","","31.582596861263","48.419394718863","9","0","0","0","0","1402.1106492766"
"1460.0522423485","49.41617704791","32.174890601183","1671.7036422246","1671.7036422246","1","0","0","0","0",,"",0,"","","3","1","2007","2007-03-01","","1172725200","31","10","4","","32.174890601183","49.41617704791","9","0","0","0","0","1671.7036422246"
"1460.0522423485","49.41617704791","32.174890601183","4721.0845730665","4721.0845730665","1","0","0","0","0",,"",0,"","","3","2","2007","2007-03-02","","1172811600","31","10","4","","32.174890601183","49.41617704791","9","0","0","0","0","4721.0845730665"
"1460.0522423485","49.41617704791","32.174890601183","9527.8002900495","9527.8002900495","1","0","0","0","0",,"",0,"","","3","3","2007","2007-03-03","","1172898000","31","10","4","","32.174890601183","49.41617704791","9","0","0","0","0","9527.8002900495"
"1460.0522423485","49.41617704791","32.174890601183","8873.0505900575","8873.0505900575","1","0","0","0","0",,"",0,"","","3","4","2007","2007-03-04","","1172984400","31","10","4","","32.174890601183","49.41617704791","9","0","0","0","0","8873.0505900575"
"1460.0522423485","49.41617704791","32.174890601183","5513.3149327862","5513.3149327862","1","0","0","0","0",,"",0,"","","3","5","2007","2007-03-05","","1173070800","31","10","4","","32.174890601183","49.41617704791","10","0","0","0","0","5513.3149327862"
"1460.0522423485","49.41617704791","32.174890601183","3578.4499691417","3578.4499691417","1","0","0","0","0",,"",0,"","","3","6","2007","2007-03-06","","1173157200","31","10","4","","32.174890601183","49.41617704791","10","0","0","0","0","3578.4499691417"
"1460.0522423485","49.41617704791","32.174890601183","2491.4052592307","2491.4052592307","1","0","0","0","0",,"",0,"","","3","7","2007","2007-03-07","","1173243600","31","10","4","","32.174890601183","49.41617704791","10","0","0","0","0","2491.4052592307"
"1460.0522423485","49.41617704791","32.174890601183","1883.5248658768","1883.5248658768","1","0","0","0","0",,"",0,"","","3","8","2007","2007-03-08","","1173330000","31","10","4","","32.174890601183","49.41617704791","10","0","0","0","0","1883.5248658768"
"1460.0522423485","49.41617704791","32.174890601183","1557.8984510214","1557.8984510214","1","0","0","0","0",,"",0,"","","3","9","2007","2007-03-09","","1173416400","31","10","4","","32.174890601183","49.41617704791","10","0","0","0","0","1557.8984510214"
"1460.0522423485","49.41617704791","32.174890601183","1359.9945592806","1359.9945592806","1","0","0","0","0",,"",0,"","","3","10","2007","2007-03-10","","1173502800","31","10","4","","32.174890601183","49.41617704791","10","0","0","0","0","1359.9945592806"
"1460.0522423485","49.41617704791","32.174890601183","1234.6904570442","1234.6904570442","1","0","0","0","0",,"",0,"","","3","11","2007","2007-03-11","","1173589200","31","10","4","","32.174890601183","49.41617704791","10","0","0","0","0","1234.6904570442"
"1460.0522423485","49.41617704791","32.174890601183","1151.2627144123","1151.2627144123","1","0","0","0","0",,"",0,"","","3","12","2007","2007-03-12","","1173672000","31","10","4","","32.174890601183","49.41617704791","11","0","0","0","0","1151.2627144123"
"1460.0522423485","49.41617704791","32.174890601183","1089.0742434894","1089.0742434894","1","0","0","0","0",,"",0,"","","3","13","2007","2007-03-13","","1173758400","31","10","4","","32.174890601183","49.41617704791","11","0","0","0","0","1089.0742434894"
"1460.0522423485","49.41617704791","32.174890601183","1039.3499796188","1039.3499796188","1","0","0","0","0",,"",0,"","","3","14","2007","2007-03-14","","1173844800","31","10","4","","32.174890601183","49.41617704791","11","0","0","0","0","1039.3499796188"
"1460.0522423485","49.41617704791","32.174890601183","998.49200285918","998.49200285918","1","0","0","0","0",,"",0,"","","3","15","2007","2007-03-15","","1173931200","31","10","4","","32.174890601183","49.41617704791","11","0","0","0","0","998.49200285918"
"1460.0522423485","49.41617704791","32.174890601183","2934.6229996838","2934.6229996838","1","0","0","0","0",,"",0,"","","3","16","2007","2007-03-16","","1174017600","31","10","4","","32.174890601183","49.41617704791","11","0","0","0","0","2934.6229996838"
"1460.0522423485","49.41617704791","32.174890601183","7511.892691412","7511.892691412","1","0","0","0","0",,"",0,"","","3","17","2007","2007-03-17","","1174104000","31","10","4","","32.174890601183","49.41617704791","11","0","0","0","0","7511.892691412"
"1460.0522423485","49.41617704791","32.174890601183","8084.0341139038","8084.0341139038","1","0","0","0","0",,"",0,"","","3","18","2007","2007-03-18","","1174190400","31","10","4","","32.174890601183","49.41617704791","11","0","0","0","0","8084.0341139038"
"1460.0522423485","49.41617704791","32.174890601183","5258.1690992797","5258.1690992797","1","0","0","0","0",,"",0,"","","3","19","2007","2007-03-19","","1174276800","31","10","4","","32.174890601183","49.41617704791","12","0","0","0","0","5258.1690992797"
"1460.0522423485","49.41617704791","32.174890601183","3925.447786777","3925.447786777","1","0","0","0","0",,"",0,"","","3","20","2007","2007-03-20","","1174363200","31","10","4","","32.174890601183","49.41617704791","12","0","0","0","0","3925.447786777"
"1460.0522423485","49.41617704791","32.174890601183","3676.3164608158","3676.3164608158","1","0","0","0","0",,"",0,"","","3","21","2007","2007-03-21","","1174449600","31","10","4","","32.174890601183","49.41617704791","12","0","0","0","0","3676.3164608158"
"1460.0522423485","49.41617704791","32.174890601183","3295.3086760535","3295.3086760535","1","0","0","0","0",,"",0,"","","3","22","2007","2007-03-22","","1174536000","31","10","4","","32.174890601183","49.41617704791","12","0","0","0","0","3295.3086760535"
"1460.0522423485","49.41617704791","32.174890601183","2689.9873043673","2689.9873043673","1","0","0","0","0",,"",0,"","","3","23","2007","2007-03-23","","1174622400","31","10","4","","32.174890601183","49.41617704791","12","0","0","0","0","2689.9873043673"
"1460.0522423485","49.41617704791","32.174890601183","2142.1232407365","2142.1232407365","1","0","0","0","0",,"",0,"","","3","24","2007","2007-03-24","","1174708800","31","10","4","","32.174890601183","49.41617704791","12","0","0","0","0","2142.1232407365"
"1460.0522423485","49.41617704791","32.174890601183","1744.8641076057","1744.8641076057","1","0","0","0","0",,"",0,"","","3","25","2007","2007-03-25","","1174795200","31","10","4","","32.174890601183","49.41617704791","12","0","0","0","0","1744.8641076057"
"1460.0522423485","49.41617704791","32.174890601183","1486.1757228634","1486.1757228634","1","0","0","0","0",,"",0,"","","3","26","2007","2007-03-26","","1174881600","31","10","4","","32.174890601183","49.41617704791","13","0","0","0","0","1486.1757228634"
"1460.0522423485","49.41617704791","32.174890601183","1317.5938564427","1317.5938564427","1","0","0","0","0",,"",0,"","","3","27","2007","2007-03-27","","1174968000","31","10","4","","32.174890601183","49.41617704791","13","0","0","0","0","1317.5938564427"
"1460.0522423485","49.41617704791","32.174890601183","1205.1554421645","1205.1554421645","1","0","0","0","0",,"",0,"","","3","28","2007","2007-03-28","","1175054400","31","10","4","","32.174890601183","49.41617704791","13","0","0","0","0","1205.1554421645"
"1460.0522423485","49.41617704791","32.174890601183","1699.5554837769","1699.5554837769","1","0","0","0","0",,"",0,"","","3","29","2007","2007-03-29","","1175140800","31","10","4","","32.174890601183","49.41617704791","13","0","0","0","0","1699.5554837769"
"1460.0522423485","49.41617704791","32.174890601183","3133.8395998682","3133.8395998682","1","0","0","0","0",,"",0,"","","3","30","2007","2007-03-30","","1175227200","31","10","4","","32.174890601183","49.41617704791","13","0","0","0","0","3133.8395998682"
"1460.0522423485","49.41617704791","32.174890601183","3831.3971074615","3831.3971074615","1","0","0","0","0",,"",0,"","","3","31","2007","2007-03-31","","1175313600","31","10","4","","32.174890601183","49.41617704791","13","0","0","0","0","3831.3971074615"
"1460.0522423485","50.663138244054","33.415075952981","3153.6132035282","3153.6132035282","1","0","0","0","0",,"",0,"","","4","1","2007","2007-04-01","","1175400000","30","10","4","","33.415075952981","50.663138244054","13","0","0","0","0","3153.6132035282"
"1460.0522423485","50.663138244054","33.415075952981","2365.5936177857","2365.5936177857","1","0","0","0","0",,"",0,"","","4","2","2007","2007-04-02","","1175486400","30","10","4","","33.415075952981","50.663138244054","14","0","0","0","0","2365.5936177857"
"1460.0522423485","50.663138244054","33.415075952981","1820.7268572335","1820.7268572335","1","0","0","0","0",,"",0,"","","4","3","2007","2007-04-03","","1175572800","30","10","4","","33.415075952981","50.663138244054","14","0","0","0","0","1820.7268572335"
"1460.0522423485","50.663138244054","33.415075952981","1474.7186312492","1474.7186312492","1","0","0","0","0",,"",0,"","","4","4","2007","2007-04-04","","1175659200","30","10","4","","33.415075952981","50.663138244054","14","0","0","0","0","1474.7186312492"
"1460.0522423485","50.663138244054","33.415075952981","1267.1357580253","1267.1357580253","1","0","0","0","0",,"",0,"","","4","5","2007","2007-04-05","","1175745600","30","10","4","","33.415075952981","50.663138244054","14","0","0","0","0","1267.1357580253"
"1460.0522423485","50.663138244054","33.415075952981","1133.7012668323","1133.7012668323","1","0","0","0","0",,"",0,"","","4","6","2007","2007-04-06","","1175832000","30","10","4","","33.415075952981","50.663138244054","14","0","0","0","0","1133.7012668323"
"1460.0522423485","50.663138244054","33.415075952981","1042.7207296605","1042.7207296605","1","0","0","0","0",,"",0,"","","4","7","2007","2007-04-07","","1175918400","30","10","4","","33.415075952981","50.663138244054","14","0","0","0","0","1042.7207296605"
"1460.0522423485","50.663138244054","33.415075952981","977.34915781664","977.34915781664","1","0","0","0","0",,"",0,"","","4","8","2007","2007-04-08","","1176004800","30","10","4","","33.415075952981","50.663138244054","14","0","0","0","0","977.34915781664"
"1460.0522423485","50.663138244054","33.415075952981","926.72406534159","926.72406534159","1","0","0","0","0",,"",0,"","","4","9","2007","2007-04-09","","1176091200","30","10","4","","33.415075952981","50.663138244054","15","0","0","0","0","926.72406534159"
"1460.0522423485","50.663138244054","33.415075952981","885.1507451406","885.1507451406","1","0","0","0","0",,"",0,"","","4","10","2007","2007-04-10","","1176177600","30","10","4","","33.415075952981","50.663138244054","15","0","0","0","0","885.1507451406"
"1460.0522423485","50.663138244054","33.415075952981","850.51057233615","850.51057233615","1","0","0","0","0",,"",0,"","","4","11","2007","2007-04-11","","1176264000","30","10","4","","33.415075952981","50.663138244054","15","0","0","0","0","850.51057233615"
"1460.0522423485","50.663138244054","33.415075952981","1340.6368112497","1340.6368112497","1","0","0","0","0",,"",0,"","","4","12","2007","2007-04-12","","1176350400","30","10","4","","33.415075952981","50.663138244054","15","0","0","0","0","1340.6368112497"
"1460.0522423485","50.663138244054","33.415075952981","2448.0127499489","2448.0127499489","1","0","0","0","0",,"",0,"","","4","13","2007","2007-04-13","","1176436800","30","10","4","","33.415075952981","50.663138244054","15","0","0","0","0","2448.0127499489"
"1460.0522423485","50.663138244054","33.415075952981","2924.4508649045","2924.4508649045","1","0","0","0","0",,"",0,"","","4","14","2007","2007-04-14","","1176523200","30","10","4","","33.415075952981","50.663138244054","15","0","0","0","0","2924.4508649045"
"1460.0522423485","50.663138244054","33.415075952981","5840.8603085145","5840.8603085145","1","0","0","0","0",,"",0,"","","4","15","2007","2007-04-15","","1176609600","30","10","4","","33.415075952981","50.663138244054","15","0","0","0","0","5840.8603085145"
"1460.0522423485","50.663138244054","33.415075952981","11861.066111873","11861.066111873","1","0","0","0","0",,"",0,"","","4","16","2007","2007-04-16","","1176696000","30","10","4","","33.415075952981","50.663138244054","16","0","0","0","0","11861.066111873"
"1460.0522423485","50.663138244054","33.415075952981","11685.324477779","11685.324477779","1","0","0","0","0",,"",0,"","","4","17","2007","2007-04-17","","1176782400","30","10","4","","33.415075952981","50.663138244054","16","0","0","0","0","11685.324477779"
"1460.0522423485","50.663138244054","33.415075952981","7145.9294036264","7145.9294036264","1","0","0","0","0",,"",0,"","","4","18","2007","2007-04-18","","1176868800","30","10","4","","33.415075952981","50.663138244054","16","0","0","0","0","7145.9294036264"
"1460.0522423485","50.663138244054","33.415075952981","4449.6177249796","4449.6177249796","1","0","0","0","0",,"",0,"","","4","19","2007","2007-04-19","","1176955200","30","10","4","","33.415075952981","50.663138244054","16","0","0","0","0","4449.6177249796"
"1460.0522423485","50.663138244054","33.415075952981","3016.7522321987","3016.7522321987","1","0","0","0","0",,"",0,"","","4","20","2007","2007-04-20","","1177041600","30","10","4","","33.415075952981","50.663138244054","16","0","0","0","0","3016.7522321987"
"1460.0522423485","50.663138244054","33.415075952981","2200.635589159","2200.635589159","1","0","0","0","0",,"",0,"","","4","21","2007","2007-04-21","","1177128000","30","10","4","","33.415075952981","50.663138244054","16","0","0","0","0","2200.635589159"
"1460.0522423485","50.663138244054","33.415075952981","1778.6483206631","1778.6483206631","1","0","0","0","0",,"",0,"","","4","22","2007","2007-04-22","","1177214400","30","10","4","","33.415075952981","50.663138244054","16","0","0","0","0","1778.6483206631"
"1460.0522423485","50.663138244054","33.415075952981","1524.741010606","1524.741010606","1","0","0","0","0",,"",0,"","","4","23","2007","2007-04-23","","1177300800","30","10","4","","33.415075952981","50.663138244054","17","0","0","0","0","1524.741010606"
"1460.0522423485","50.663138244054","33.415075952981","1364.9614489188","1364.9614489188","1","0","0","0","0",,"",0,"","","4","24","2007","2007-04-24","","1177387200","30","10","4","","33.415075952981","50.663138244054","17","0","0","0","0","1364.9614489188"
"1460.0522423485","50.663138244054","33.415075952981","1258.334389188","1258.334389188","1","0","0","0","0",,"",0,"","","4","25","2007","2007-04-25","","1177473600","30","10","4","","33.415075952981","50.663138244054","17","0","0","0","0","1258.334389188"
"1460.0522423485","50.663138244054","33.415075952981","1180.0598112053","1180.0598112053","1","0","0","0","0",,"",0,"","","4","26","2007","2007-04-26","","1177560000","30","10","4","","33.415075952981","50.663138244054","17","0","0","0","0","1180.0598112053"
"1460.0522423485","50.663138244054","33.415075952981","1273.0370419917","1273.0370419917","1","0","0","0","0",,"",0,"","","4","27","2007","2007-04-27","","1177646400","30","10","4","","33.415075952981","50.663138244054","17","0","0","0","0","1273.0370419917"
