area_sqmi,wd_upstream_mgd,ps_upstream_mgd,Qreach,Qlake,imp_off,wd_mgd,ps_mgd,ps_trib_mgd,wd_trib_mgd,name,description,componentid,subshedid,dt,month,day,year,thisdate,time,timestamp,modays,run_mode,flow_mode,season,ps_cumulative_mgd,wd_cumulative_mgd,week,Listen on Parent,Send to Children,Send to Parent,Listen to Children,Qout
"1460.0522423485","50.663138244054","33.415075952981","1553.2815178353","1553.2815178353","1","0","0","0","0",,"",0,"","","4","28","2007","2007-04-28","","1177732800","30","10","4","","33.415075952981","50.663138244054","17","0","0","0","0","1553.2815178353"
"1460.0522423485","50.663138244054","33.415075952981","1686.3985062767","1686.3985062767","1","0","0","0","0",,"",0,"","","4","29","2007","2007-04-29","","1177819200","30","10","4","","33.415075952981","50.663138244054","17","0","0","0","0","1686.3985062767"
"1460.0522423485","50.663138244054","33.415075952981","1570.6749773111","1570.6749773111","1","0","0","0","0",,"",0,"","","4","30","2007","2007-04-30","","1177905600","30","10","4","","33.415075952981","50.663138244054","18","0","0","0","0","1570.6749773111"
"1460.0522423485","54.081283348931","36.540394885006","1396.3282094408","1396.3282094408","1","0","0","0","0",,"",0,"","","5","1","2007","2007-05-01","","1177992000","31","10","4","","36.540394885006","54.081283348931","18","0","0","0","0","1396.3282094408"
"1460.0522423485","54.081283348931","36.540394885006","1251.0226226697","1251.0226226697","1","0","0","0","0",,"",0,"","","5","2","2007","2007-05-02","","1178078400","31","10","4","","36.540394885006","54.081283348931","18","0","0","0","0","1251.0226226697"
"1460.0522423485","54.081283348931","36.540394885006","1181.5175989538","1181.5175989538","1","0","0","0","0",,"",0,"","","5","3","2007","2007-05-03","","1178164800","31","10","4","","36.540394885006","54.081283348931","18","0","0","0","0","1181.5175989538"
"1460.0522423485","54.081283348931","36.540394885006","1236.1300812408","1236.1300812408","1","0","0","0","0",,"",0,"","","5","4","2007","2007-05-04","","1178251200","31","10","4","","36.540394885006","54.081283348931","18","0","0","0","0","1236.1300812408"
"1460.0522423485","54.081283348931","36.540394885006","1315.3869400537","1315.3869400537","1","0","0","0","0",,"",0,"","","5","5","2007","2007-05-05","","1178337600","31","10","4","","36.540394885006","54.081283348931","18","0","0","0","0","1315.3869400537"
"1460.0522423485","54.081283348931","36.540394885006","1292.7471286467","1292.7471286467","1","0","0","0","0",,"",0,"","","5","6","2007","2007-05-06","","1178424000","31","10","4","","36.540394885006","54.081283348931","18","0","0","0","0","1292.7471286467"
"1460.0522423485","54.081283348931","36.540394885006","1206.4940871671","1206.4940871671","1","0","0","0","0",,"",0,"","","5","7","2007","2007-05-07","","1178510400","31","10","4","","36.540394885006","54.081283348931","19","0","0","0","0","1206.4940871671"
"1460.0522423485","54.081283348931","36.540394885006","1124.978700609","1124.978700609","1","0","0","0","0",,"",0,"","","5","8","2007","2007-05-08","","1178596800","31","10","4","","36.540394885006","54.081283348931","19","0","0","0","0","1124.978700609"
"1460.0522423485","54.081283348931","36.540394885006","1062.1016389946","1062.1016389946","1","0","0","0","0",,"",0,"","","5","9","2007","2007-05-09","","1178683200","31","10","4","","36.540394885006","54.081283348931","19","0","0","0","0","1062.1016389946"
"1460.0522423485","54.081283348931","36.540394885006","1008.2196560484","1008.2196560484","1","0","0","0","0",,"",0,"","","5","10","2007","2007-05-10","","1178769600","31","10","4","","36.540394885006","54.081283348931","19","0","0","0","0","1008.2196560484"
"1460.0522423485","54.081283348931","36.540394885006","958.05838359362","958.05838359362","1","0","0","0","0",,"",0,"","","5","11","2007","2007-05-11","","1178856000","31","10","4","","36.540394885006","54.081283348931","19","0","0","0","0","958.05838359362"
"1460.0522423485","54.081283348931","36.540394885006","910.23378511909","910.23378511909","1","0","0","0","0",,"",0,"","","5","12","2007","2007-05-12","","1178942400","31","10","4","","36.540394885006","54.081283348931","19","0","0","0","0","910.23378511909"
"1460.0522423485","54.081283348931","36.540394885006","864.75336518822","864.75336518822","1","0","0","0","0",,"",0,"","","5","13","2007","2007-05-13","","1179028800","31","10","4","","36.540394885006","54.081283348931","19","0","0","0","0","864.75336518822"
"1460.0522423485","54.081283348931","36.540394885006","821.64634695011","821.64634695011","1","0","0","0","0",,"",0,"","","5","14","2007","2007-05-14","","1179115200","31","10","4","","36.540394885006","54.081283348931","20","0","0","0","0","821.64634695011"
"1460.0522423485","54.081283348931","36.540394885006","780.1585704172","780.1585704172","1","0","0","0","0",,"",0,"","","5","15","2007","2007-05-15","","1179201600","31","10","4","","36.540394885006","54.081283348931","20","0","0","0","0","780.1585704172"
"1460.0522423485","54.081283348931","36.540394885006","743.7431328432","743.7431328432","1","0","0","0","0",,"",0,"","","5","16","2007","2007-05-16","","1179288000","31","10","4","","36.540394885006","54.081283348931","20","0","0","0","0","743.7431328432"
"1460.0522423485","54.081283348931","36.540394885006","712.63187381981","712.63187381981","1","0","0","0","0",,"",0,"","","5","17","2007","2007-05-17","","1179374400","31","10","4","","36.540394885006","54.081283348931","20","0","0","0","0","712.63187381981"
"1460.0522423485","54.081283348931","36.540394885006","697.59135159709","697.59135159709","1","0","0","0","0",,"",0,"","","5","18","2007","2007-05-18","","1179460800","31","10","4","","36.540394885006","54.081283348931","20","0","0","0","0","697.59135159709"
"1460.0522423485","54.081283348931","36.540394885006","705.94389437519","705.94389437519","1","0","0","0","0",,"",0,"","","5","19","2007","2007-05-19","","1179547200","31","10","4","","36.540394885006","54.081283348931","20","0","0","0","0","705.94389437519"
"1460.0522423485","54.081283348931","36.540394885006","720.75170629109","720.75170629109","1","0","0","0","0",,"",0,"","","5","20","2007","2007-05-20","","1179633600","31","10","4","","36.540394885006","54.081283348931","20","0","0","0","0","720.75170629109"
"1460.0522423485","54.081283348931","36.540394885006","727.44406237355","727.44406237355","1","0","0","0","0",,"",0,"","","5","21","2007","2007-05-21","","1179720000","31","10","4","","36.540394885006","54.081283348931","21","0","0","0","0","727.44406237355"
"1460.0522423485","54.081283348931","36.540394885006","719.37657348776","719.37657348776","1","0","0","0","0",,"",0,"","","5","22","2007","2007-05-22","","1179806400","31","10","4","","36.540394885006","54.081283348931","21","0","0","0","0","719.37657348776"
"1460.0522423485","54.081283348931","36.540394885006","697.21773901665","697.21773901665","1","0","0","0","0",,"",0,"","","5","23","2007","2007-05-23","","1179892800","31","10","4","","36.540394885006","54.081283348931","21","0","0","0","0","697.21773901665"
"1460.0522423485","54.081283348931","36.540394885006","667.08676991587","667.08676991587","1","0","0","0","0",,"",0,"","","5","24","2007","2007-05-24","","1179979200","31","10","4","","36.540394885006","54.081283348931","21","0","0","0","0","667.08676991587"
"1460.0522423485","54.081283348931","36.540394885006","634.23900625409","634.23900625409","1","0","0","0","0",,"",0,"","","5","25","2007","2007-05-25","","1180065600","31","10","4","","36.540394885006","54.081283348931","21","0","0","0","0","634.23900625409"
"1460.0522423485","54.081283348931","36.540394885006","601.48889299077","601.48889299077","1","0","0","0","0",,"",0,"","","5","26","2007","2007-05-26","","1180152000","31","10","4","","36.540394885006","54.081283348931","21","0","0","0","0","601.48889299077"
"1460.0522423485","54.081283348931","36.540394885006","570.39464253031","570.39464253031","1","0","0","0","0",,"",0,"","","5","27","2007","2007-05-27","","1180238400","31","10","4","","36.540394885006","54.081283348931","21","0","0","0","0","570.39464253031"
"1460.0522423485","54.081283348931","36.540394885006","542.05271270738","542.05271270738","1","0","0","0","0",,"",0,"","","5","28","2007","2007-05-28","","1180324800","31","10","4","","36.540394885006","54.081283348931","22","0","0","0","0","542.05271270738"
"1460.0522423485","54.081283348931","36.540394885006","516.38238857415","516.38238857415","1","0","0","0","0",,"",0,"","","5","29","2007","2007-05-29","","1180411200","31","10","4","","36.540394885006","54.081283348931","22","0","0","0","0","516.38238857415"
"1460.0522423485","54.081283348931","36.540394885006","492.63722438943","492.63722438943","1","0","0","0","0",,"",0,"","","5","30","2007","2007-05-30","","1180497600","31","10","4","","36.540394885006","54.081283348931","22","0","0","0","0","492.63722438943"
"1460.0522423485","54.081283348931","36.540394885006","479.3817928532","479.3817928532","1","0","0","0","0",,"",0,"","","5","31","2007","2007-05-31","","1180584000","31","10","4","","36.540394885006","54.081283348931","22","0","0","0","0","479.3817928532"
"1460.0522423485","58.84509354082","40.627352446738","488.26585048915","488.26585048915","1","0","0","0","0",,"",0,"","","6","1","2007","2007-06-01","","1180670400","30","10","4","","40.627352446738","58.84509354082","22","0","0","0","0","488.26585048915"
"1460.0522423485","58.84509354082","40.627352446738","520.00650454325","520.00650454325","1","0","0","0","0",,"",0,"","","6","2","2007","2007-06-02","","1180756800","30","10","4","","40.627352446738","58.84509354082","22","0","0","0","0","520.00650454325"
"1460.0522423485","58.84509354082","40.627352446738","615.76369822628","615.76369822628","1","0","0","0","0",,"",0,"","","6","3","2007","2007-06-03","","1180843200","30","10","4","","40.627352446738","58.84509354082","22","0","0","0","0","615.76369822628"
"1460.0522423485","58.84509354082","40.627352446738","761.74752883638","761.74752883638","1","0","0","0","0",,"",0,"","","6","4","2007","2007-06-04","","1180929600","30","10","4","","40.627352446738","58.84509354082","23","0","0","0","0","761.74752883638"
"1460.0522423485","58.84509354082","40.627352446738","848.84171475458","848.84171475458","1","0","0","0","0",,"",0,"","","6","5","2007","2007-06-05","","1181016000","30","10","4","","40.627352446738","58.84509354082","23","0","0","0","0","848.84171475458"
"1460.0522423485","58.84509354082","40.627352446738","827.9526817335","827.9526817335","1","0","0","0","0",,"",0,"","","6","6","2007","2007-06-06","","1181102400","30","10","4","","40.627352446738","58.84509354082","23","0","0","0","0","827.9526817335"
"1460.0522423485","58.84509354082","40.627352446738","738.33247703867","738.33247703867","1","0","0","0","0",,"",0,"","","6","7","2007","2007-06-07","","1181188800","30","10","4","","40.627352446738","58.84509354082","23","0","0","0","0","738.33247703867"
"1460.0522423485","58.84509354082","40.627352446738","648.64836646793","648.64836646793","1","0","0","0","0",,"",0,"","","6","8","2007","2007-06-08","","1181275200","30","10","4","","40.627352446738","58.84509354082","23","0","0","0","0","648.64836646793"
"1460.0522423485","58.84509354082","40.627352446738","586.1708549577","586.1708549577","1","0","0","0","0",,"",0,"","","6","9","2007","2007-06-09","","1181361600","30","10","4","","40.627352446738","58.84509354082","23","0","0","0","0","586.1708549577"
"1460.0522423485","58.84509354082","40.627352446738","545.29861158725","545.29861158725","1","0","0","0","0",,"",0,"","","6","10","2007","2007-06-10","","1181448000","30","10","4","","40.627352446738","58.84509354082","23","0","0","0","0","545.29861158725"
"1460.0522423485","58.84509354082","40.627352446738","516.52927427598","516.52927427598","1","0","0","0","0",,"",0,"","","6","11","2007","2007-06-11","","1181534400","30","10","4","","40.627352446738","58.84509354082","24","0","0","0","0","516.52927427598"
"1460.0522423485","58.84509354082","40.627352446738","499.85278273423","499.85278273423","1","0","0","0","0",,"",0,"","","6","12","2007","2007-06-12","","1181620800","30","10","4","","40.627352446738","58.84509354082","24","0","0","0","0","499.85278273423"
"1460.0522423485","58.84509354082","40.627352446738","488.81956020207","488.81956020207","1","0","0","0","0",,"",0,"","","6","13","2007","2007-06-13","","1181707200","30","10","4","","40.627352446738","58.84509354082","24","0","0","0","0","488.81956020207"
"1460.0522423485","58.84509354082","40.627352446738","484.85940497403","484.85940497403","1","0","0","0","0",,"",0,"","","6","14","2007","2007-06-14","","1181793600","30","10","4","","40.627352446738","58.84509354082","24","0","0","0","0","484.85940497403"
"1460.0522423485","58.84509354082","40.627352446738","488.33525654302","488.33525654302","1","0","0","0","0",,"",0,"","","6","15","2007","2007-06-15","","1181880000","30","10","4","","40.627352446738","58.84509354082","24","0","0","0","0","488.33525654302"
"1460.0522423485","58.84509354082","40.627352446738","486.86620712099","486.86620712099","1","0","0","0","0",,"",0,"","","6","16","2007","2007-06-16","","1181966400","30","10","4","","40.627352446738","58.84509354082","24","0","0","0","0","486.86620712099"
"1460.0522423485","58.84509354082","40.627352446738","479.8109767267","479.8109767267","1","0","0","0","0",,"",0,"","","6","17","2007","2007-06-17","","1182052800","30","10","4","","40.627352446738","58.84509354082","24","0","0","0","0","479.8109767267"
"1460.0522423485","58.84509354082","40.627352446738","468.11959613663","468.11959613663","1","0","0","0","0",,"",0,"","","6","18","2007","2007-06-18","","1182139200","30","10","4","","40.627352446738","58.84509354082","25","0","0","0","0","468.11959613663"
"1460.0522423485","58.84509354082","40.627352446738","454.08286733379","454.08286733379","1","0","0","0","0",,"",0,"","","6","19","2007","2007-06-19","","1182225600","30","10","4","","40.627352446738","58.84509354082","25","0","0","0","0","454.08286733379"
"1460.0522423485","58.84509354082","40.627352446738","471.26262398305","471.26262398305","1","0","0","0","0",,"",0,"","","6","20","2007","2007-06-20","","1182312000","30","10","4","","40.627352446738","58.84509354082","25","0","0","0","0","471.26262398305"
"1460.0522423485","58.84509354082","40.627352446738","516.04356443169","516.04356443169","1","0","0","0","0",,"",0,"","","6","21","2007","2007-06-21","","1182398400","30","10","4","","40.627352446738","58.84509354082","25","0","0","0","0","516.04356443169"
"1460.0522423485","58.84509354082","40.627352446738","530.9942009786","530.9942009786","1","0","0","0","0",,"",0,"","","6","22","2007","2007-06-22","","1182484800","30","10","4","","40.627352446738","58.84509354082","25","0","0","0","0","530.9942009786"
"1460.0522423485","58.84509354082","40.627352446738","510.17254488038","510.17254488038","1","0","0","0","0",,"",0,"","","6","23","2007","2007-06-23","","1182571200","30","10","4","","40.627352446738","58.84509354082","25","0","0","0","0","510.17254488038"
"1460.0522423485","58.84509354082","40.627352446738","478.84186183445","478.84186183445","1","0","0","0","0",,"",0,"","","6","24","2007","2007-06-24","","1182657600","30","10","4","","40.627352446738","58.84509354082","25","0","0","0","0","478.84186183445"
"1460.0522423485","58.84509354082","40.627352446738","464.92018440817","464.92018440817","1","0","0","0","0",,"",0,"","","6","25","2007","2007-06-25","","1182744000","30","10","4","","40.627352446738","58.84509354082","26","0","0","0","0","464.92018440817"
"1460.0522423485","58.84509354082","40.627352446738","469.13586699281","469.13586699281","1","0","0","0","0",,"",0,"","","6","26","2007","2007-06-26","","1182830400","30","10","4","","40.627352446738","58.84509354082","26","0","0","0","0","469.13586699281"
"1460.0522423485","58.84509354082","40.627352446738","467.0200004216","467.0200004216","1","0","0","0","0",,"",0,"","","6","27","2007","2007-06-27","","1182916800","30","10","4","","40.627352446738","58.84509354082","26","0","0","0","0","467.0200004216"
"1460.0522423485","58.84509354082","40.627352446738","457.42808018063","457.42808018063","1","0","0","0","0",,"",0,"","","6","28","2007","2007-06-28","","1183003200","30","10","4","","40.627352446738","58.84509354082","26","0","0","0","0","457.42808018063"
"1460.0522423485","58.84509354082","40.627352446738","449.39515971596","449.39515971596","1","0","0","0","0",,"",0,"","","6","29","2007","2007-06-29","","1183089600","30","10","4","","40.627352446738","58.84509354082","26","0","0","0","0","449.39515971596"
"1460.0522423485","58.84509354082","40.627352446738","449.99373759242","449.99373759242","1","0","0","0","0",,"",0,"","","6","30","2007","2007-06-30","","1183176000","30","10","4","","40.627352446738","58.84509354082","26","0","0","0","0","449.99373759242"
"1460.0522423485","60.487462122226","43.575057013229","457.41224760591","457.41224760591","1","0","0","0","0",,"",0,"","","7","1","2007","2007-07-01","","1183262400","31","10","4","","43.575057013229","60.487462122226","26","0","0","0","0","457.41224760591"
"1460.0522423485","60.487462122226","43.575057013229","460.62188417127","460.62188417127","1","0","0","0","0",,"",0,"","","7","2","2007","2007-07-02","","1183348800","31","10","4","","43.575057013229","60.487462122226","27","0","0","0","0","460.62188417127"
"1460.0522423485","60.487462122226","43.575057013229","456.72879040009","456.72879040009","1","0","0","0","0",,"",0,"","","7","3","2007","2007-07-03","","1183435200","31","10","4","","43.575057013229","60.487462122226","27","0","0","0","0","456.72879040009"
"1460.0522423485","60.487462122226","43.575057013229","448.33225334544","448.33225334544","1","0","0","0","0",,"",0,"","","7","4","2007","2007-07-04","","1183521600","31","10","4","","43.575057013229","60.487462122226","27","0","0","0","0","448.33225334544"
"1460.0522423485","60.487462122226","43.575057013229","437.65460168633","437.65460168633","1","0","0","0","0",,"",0,"","","7","5","2007","2007-07-05","","1183608000","31","10","4","","43.575057013229","60.487462122226","27","0","0","0","0","437.65460168633"
"1460.0522423485","60.487462122226","43.575057013229","427.83350584742","427.83350584742","1","0","0","0","0",,"",0,"","","7","6","2007","2007-07-06","","1183694400","31","10","4","","43.575057013229","60.487462122226","27","0","0","0","0","427.83350584742"
"1460.0522423485","60.487462122226","43.575057013229","420.6664069496","420.6664069496","1","0","0","0","0",,"",0,"","","7","7","2007","2007-07-07","","1183780800","31","10","4","","43.575057013229","60.487462122226","27","0","0","0","0","420.6664069496"
"1460.0522423485","60.487462122226","43.575057013229","415.12599154008","415.12599154008","1","0","0","0","0",,"",0,"","","7","8","2007","2007-07-08","","1183867200","31","10","4","","43.575057013229","60.487462122226","27","0","0","0","0","415.12599154008"
"1460.0522423485","60.487462122226","43.575057013229","408.89404035433","408.89404035433","1","0","0","0","0",,"",0,"","","7","9","2007","2007-07-09","","1183953600","31","10","4","","43.575057013229","60.487462122226","28","0","0","0","0","408.89404035433"
"1460.0522423485","60.487462122226","43.575057013229","405.14198622818","405.14198622818","1","0","0","0","0",,"",0,"","","7","10","2007","2007-07-10","","1184040000","31","10","4","","43.575057013229","60.487462122226","28","0","0","0","0","405.14198622818"
"1460.0522423485","60.487462122226","43.575057013229","426.16520790359","426.16520790359","1","0","0","0","0",,"",0,"","","7","11","2007","2007-07-11","","1184126400","31","10","4","","43.575057013229","60.487462122226","28","0","0","0","0","426.16520790359"
"1460.0522423485","60.487462122226","43.575057013229","456.05014921261","456.05014921261","1","0","0","0","0",,"",0,"","","7","12","2007","2007-07-12","","1184212800","31","10","4","","43.575057013229","60.487462122226","28","0","0","0","0","456.05014921261"
"1460.0522423485","60.487462122226","43.575057013229","458.89777876284","458.89777876284","1","0","0","0","0",,"",0,"","","7","13","2007","2007-07-13","","1184299200","31","10","4","","43.575057013229","60.487462122226","28","0","0","0","0","458.89777876284"
"1460.0522423485","60.487462122226","43.575057013229","444.59188647608","444.59188647608","1","0","0","0","0",,"",0,"","","7","14","2007","2007-07-14","","1184385600","31","10","4","","43.575057013229","60.487462122226","28","0","0","0","0","444.59188647608"
"1460.0522423485","60.487462122226","43.575057013229","425.76518072167","425.76518072167","1","0","0","0","0",,"",0,"","","7","15","2007","2007-07-15","","1184472000","31","10","4","","43.575057013229","60.487462122226","28","0","0","0","0","425.76518072167"
"1460.0522423485","60.487462122226","43.575057013229","406.17670729328","406.17670729328","1","0","0","0","0",,"",0,"","","7","16","2007","2007-07-16","","1184558400","31","10","4","","43.575057013229","60.487462122226","29","0","0","0","0","406.17670729328"
"1460.0522423485","60.487462122226","43.575057013229","395.03044514846","395.03044514846","1","0","0","0","0",,"",0,"","","7","17","2007","2007-07-17","","1184644800","31","10","4","","43.575057013229","60.487462122226","29","0","0","0","0","395.03044514846"
"1460.0522423485","60.487462122226","43.575057013229","400.33933530906","400.33933530906","1","0","0","0","0",,"",0,"","","7","18","2007","2007-07-18","","1184731200","31","10","4","","43.575057013229","60.487462122226","29","0","0","0","0","400.33933530906"
"1460.0522423485","60.487462122226","43.575057013229","417.28953791399","417.28953791399","1","0","0","0","0",,"",0,"","","7","19","2007","2007-07-19","","1184817600","31","10","4","","43.575057013229","60.487462122226","29","0","0","0","0","417.28953791399"
"1460.0522423485","60.487462122226","43.575057013229","447.91807670094","447.91807670094","1","0","0","0","0",,"",0,"","","7","20","2007","2007-07-20","","1184904000","31","10","4","","43.575057013229","60.487462122226","29","0","0","0","0","447.91807670094"
"1460.0522423485","60.487462122226","43.575057013229","474.85496338081","474.85496338081","1","0","0","0","0",,"",0,"","","7","21","2007","2007-07-21","","1184990400","31","10","4","","43.575057013229","60.487462122226","29","0","0","0","0","474.85496338081"
"1460.0522423485","60.487462122226","43.575057013229","477.68191325648","477.68191325648","1","0","0","0","0",,"",0,"","","7","22","2007","2007-07-22","","1185076800","31","10","4","","43.575057013229","60.487462122226","29","0","0","0","0","477.68191325648"
"1460.0522423485","60.487462122226","43.575057013229","465.45769841962","465.45769841962","1","0","0","0","0",,"",0,"","","7","23","2007","2007-07-23","","1185163200","31","10","4","","43.575057013229","60.487462122226","30","0","0","0","0","465.45769841962"
"1460.0522423485","60.487462122226","43.575057013229","450.29891600703","450.29891600703","1","0","0","0","0",,"",0,"","","7","24","2007","2007-07-24","","1185249600","31","10","4","","43.575057013229","60.487462122226","30","0","0","0","0","450.29891600703"
"1460.0522423485","60.487462122226","43.575057013229","443.00147953832","443.00147953832","1","0","0","0","0",,"",0,"","","7","25","2007","2007-07-25","","1185336000","31","10","4","","43.575057013229","60.487462122226","30","0","0","0","0","443.00147953832"
"1460.0522423485","60.487462122226","43.575057013229","447.39550711542","447.39550711542","1","0","0","0","0",,"",0,"","","7","26","2007","2007-07-26","","1185422400","31","10","4","","43.575057013229","60.487462122226","30","0","0","0","0","447.39550711542"
"1460.0522423485","60.487462122226","43.575057013229","462.89521155157","462.89521155157","1","0","0","0","0",,"",0,"","","7","27","2007","2007-07-27","","1185508800","31","10","4","","43.575057013229","60.487462122226","30","0","0","0","0","462.89521155157"
"1460.0522423485","60.487462122226","43.575057013229","479.99398849056","479.99398849056","1","0","0","0","0",,"",0,"","","7","28","2007","2007-07-28","","1185595200","31","10","4","","43.575057013229","60.487462122226","30","0","0","0","0","479.99398849056"
"1460.0522423485","60.487462122226","43.575057013229","485.9703082602","485.9703082602","1","0","0","0","0",,"",0,"","","7","29","2007","2007-07-29","","1185681600","31","10","4","","43.575057013229","60.487462122226","30","0","0","0","0","485.9703082602"
"1460.0522423485","60.487462122226","43.575057013229","487.33820093944","487.33820093944","1","0","0","0","0",,"",0,"","","7","30","2007","2007-07-30","","1185768000","31","10","4","","43.575057013229","60.487462122226","31","0","0","0","0","487.33820093944"
"1460.0522423485","60.487462122226","43.575057013229","485.61005012471","485.61005012471","1","0","0","0","0",,"",0,"","","7","31","2007","2007-07-31","","1185854400","31","10","4","","43.575057013229","60.487462122226","31","0","0","0","0","485.61005012471"
"1460.0522423485","61.295072770209","44.981222460931","474.34278575036","474.34278575036","1","0","0","0","0",,"",0,"","","8","1","2007","2007-08-01","","1185940800","31","10","4","","44.981222460931","61.295072770209","31","0","0","0","0","474.34278575036"
"1460.0522423485","61.295072770209","44.981222460931","457.00333022606","457.00333022606","1","0","0","0","0",,"",0,"","","8","2","2007","2007-08-02","","1186027200","31","10","4","","44.981222460931","61.295072770209","31","0","0","0","0","457.00333022606"
"1460.0522423485","61.295072770209","44.981222460931","435.76151324169","435.76151324169","1","0","0","0","0",,"",0,"","","8","3","2007","2007-08-03","","1186113600","31","10","4","","44.981222460931","61.295072770209","31","0","0","0","0","435.76151324169"
"1460.0522423485","61.295072770209","44.981222460931","414.09710791469","414.09710791469","1","0","0","0","0",,"",0,"","","8","4","2007","2007-08-04","","1186200000","31","10","4","","44.981222460931","61.295072770209","31","0","0","0","0","414.09710791469"
"1460.0522423485","61.295072770209","44.981222460931","394.53348690962","394.53348690962","1","0","0","0","0",,"",0,"","","8","5","2007","2007-08-05","","1186286400","31","10","4","","44.981222460931","61.295072770209","31","0","0","0","0","394.53348690962"
"1460.0522423485","61.295072770209","44.981222460931","379.2210297603","379.2210297603","1","0","0","0","0",,"",0,"","","8","6","2007","2007-08-06","","1186372800","31","10","4","","44.981222460931","61.295072770209","32","0","0","0","0","379.2210297603"
"1460.0522423485","61.295072770209","44.981222460931","368.38839139572","368.38839139572","1","0","0","0","0",,"",0,"","","8","7","2007","2007-08-07","","1186459200","31","10","4","","44.981222460931","61.295072770209","32","0","0","0","0","368.38839139572"
"1460.0522423485","61.295072770209","44.981222460931","360.56996292559","360.56996292559","1","0","0","0","0",,"",0,"","","8","8","2007","2007-08-08","","1186545600","31","10","4","","44.981222460931","61.295072770209","32","0","0","0","0","360.56996292559"
"1460.0522423485","61.295072770209","44.981222460931","353.84848157802","353.84848157802","1","0","0","0","0",,"",0,"","","8","9","2007","2007-08-09","","1186632000","31","10","4","","44.981222460931","61.295072770209","32","0","0","0","0","353.84848157802"
"1460.0522423485","61.295072770209","44.981222460931","347.06565811427","347.06565811427","1","0","0","0","0",,"",0,"","","8","10","2007","2007-08-10","","1186718400","31","10","4","","44.981222460931","61.295072770209","32","0","0","0","0","347.06565811427"
"1460.0522423485","61.295072770209","44.981222460931","340.26708943859","340.26708943859","1","0","0","0","0",,"",0,"","","8","11","2007","2007-08-11","","1186804800","31","10","4","","44.981222460931","61.295072770209","32","0","0","0","0","340.26708943859"
"1460.0522423485","61.295072770209","44.981222460931","334.02642755494","334.02642755494","1","0","0","0","0",,"",0,"","","8","12","2007","2007-08-12","","1186891200","31","10","4","","44.981222460931","61.295072770209","32","0","0","0","0","334.02642755494"
"1460.0522423485","61.295072770209","44.981222460931","328.7195512446","328.7195512446","1","0","0","0","0",,"",0,"","","8","13","2007","2007-08-13","","1186977600","31","10","4","","44.981222460931","61.295072770209","33","0","0","0","0","328.7195512446"
"1460.0522423485","61.295072770209","44.981222460931","324.40944916418","324.40944916418","1","0","0","0","0",,"",0,"","","8","14","2007","2007-08-14","","1187064000","31","10","4","","44.981222460931","61.295072770209","33","0","0","0","0","324.40944916418"
"1460.0522423485","61.295072770209","44.981222460931","320.90835026757","320.90835026757","1","0","0","0","0",,"",0,"","","8","15","2007","2007-08-15","","1187150400","31","10","4","","44.981222460931","61.295072770209","33","0","0","0","0","320.90835026757"
"1460.0522423485","61.295072770209","44.981222460931","317.95103641034","317.95103641034","1","0","0","0","0",,"",0,"","","8","16","2007","2007-08-16","","1187236800","31","10","4","","44.981222460931","61.295072770209","33","0","0","0","0","317.95103641034"
"1460.0522423485","61.295072770209","44.981222460931","316.02443956101","316.02443956101","1","0","0","0","0",,"",0,"","","8","17","2007","2007-08-17","","1187323200","31","10","4","","44.981222460931","61.295072770209","33","0","0","0","0","316.02443956101"
"1460.0522423485","61.295072770209","44.981222460931","315.48914469241","315.48914469241","1","0","0","0","0",,"",0,"","","8","18","2007","2007-08-18","","1187409600","31","10","4","","44.981222460931","61.295072770209","33","0","0","0","0","315.48914469241"
"1460.0522423485","61.295072770209","44.981222460931","315.13285728169","315.13285728169","1","0","0","0","0",,"",0,"","","8","19","2007","2007-08-19","","1187496000","31","10","4","","44.981222460931","61.295072770209","33","0","0","0","0","315.13285728169"
"1460.0522423485","61.295072770209","44.981222460931","314.94617557737","314.94617557737","1","0","0","0","0",,"",0,"","","8","20","2007","2007-08-20","","1187582400","31","10","4","","44.981222460931","61.295072770209","34","0","0","0","0","314.94617557737"
"1460.0522423485","61.295072770209","44.981222460931","316.38128491542","316.38128491542","1","0","0","0","0",,"",0,"","","8","21","2007","2007-08-21","","1187668800","31","10","4","","44.981222460931","61.295072770209","34","0","0","0","0","316.38128491542"
"1460.0522423485","61.295072770209","44.981222460931","321.7870861137","321.7870861137","1","0","0","0","0",,"",0,"","","8","22","2007","2007-08-22","","1187755200","31","10","4","","44.981222460931","61.295072770209","34","0","0","0","0","321.7870861137"
"1460.0522423485","61.295072770209","44.981222460931","329.20228130933","329.20228130933","1","0","0","0","0",,"",0,"","","8","23","2007","2007-08-23","","1187841600","31","10","4","","44.981222460931","61.295072770209","34","0","0","0","0","329.20228130933"
"1460.0522423485","61.295072770209","44.981222460931","331.97001479929","331.97001479929","1","0","0","0","0",,"",0,"","","8","24","2007","2007-08-24","","1187928000","31","10","4","","44.981222460931","61.295072770209","34","0","0","0","0","331.97001479929"
"1460.0522423485","61.295072770209","44.981222460931","329.80116707173","329.80116707173","1","0","0","0","0",,"",0,"","","8","25","2007","2007-08-25","","1188014400","31","10","4","","44.981222460931","61.295072770209","34","0","0","0","0","329.80116707173"
