Year,Month,Day,"Lfalls flow, mgd"
1964,12,2,3348
1964,12,3,2839
1964,12,4,2462
1964,12,5,2287
1964,12,6,2594
1964,12,7,2935
1964,12,8,4413
1964,12,9,4672
1964,12,10,4498
1964,12,11,4044
1964,12,12,4191
1964,12,13,4143
1964,12,14,3616
1964,12,15,4285
1964,12,16,4876
1964,12,17,4851
1964,12,18,4435
1964,12,19,3851
1964,12,20,3415
1964,12,21,2867
1964,12,22,2431
1964,12,23,2150
1964,12,24,2028
1964,12,25,2022
1964,12,26,2094
1964,12,27,2714
1964,12,28,4754
1964,12,29,4315
1964,12,30,4701
1964,12,31,5152
1965,1,1,5123
1965,1,2,4848
1965,1,3,4404
1965,1,4,4086
1965,1,5,5395
1965,1,6,8468
1965,1,7,6723
1965,1,8,6030
1965,1,9,5939
1965,1,10,6873
1965,1,11,8132
1965,1,12,7376
1965,1,13,6789
1965,1,14,6822
1965,1,15,6189
1965,1,16,5174
1965,1,17,4298
1965,1,18,3752
1965,1,19,3869
1965,1,20,3963
1965,1,21,4085
1965,1,22,3926
1965,1,23,4006
1965,1,24,8190
1965,1,25,18652
1965,1,26,36924
1965,1,27,30867
1965,1,28,23118
1965,1,29,18342
1965,1,30,14268
1965,1,31,10764
1965,2,1,7896
1965,2,2,5781
1965,2,3,4388
1965,2,4,3482
1965,2,5,3130
1965,2,6,3125
1965,2,7,4641
1965,2,8,16804
1965,2,9,29516
1965,2,10,33682
1965,2,11,28866
1965,2,12,26570
1965,2,13,22779
1965,2,14,18580
1965,2,15,14889
1965,2,16,11550
1965,2,17,8961
1965,2,18,7509
1965,2,19,6698
1965,2,20,5886
1965,2,21,5359
1965,2,22,5301
1965,2,23,5032
1965,2,24,4836
1965,2,25,5525
1965,2,26,11444
1965,2,27,14650
1965,2,28,14898
1965,3,1,12799
1965,3,2,10685
1965,3,3,9410
1965,3,4,8718
1965,3,5,21057
1965,3,6,50498
1965,3,7,59615
1965,3,8,35653
1965,3,9,26115
1965,3,10,19998
1965,3,11,17107
1965,3,12,14448
1965,3,13,12043
1965,3,14,10334
1965,3,15,8750
1965,3,16,7932
1965,3,17,7229
1965,3,18,7387
1965,3,19,7797
1965,3,20,8530
1965,3,21,12374
1965,3,22,13448
1965,3,23,11531
1965,3,24,10448
1965,3,25,10267
1965,3,26,14917
1965,3,27,25207
1965,3,28,32208
1965,3,29,27599
1965,3,30,22276
1965,3,31,20113
1965,4,1,17906
1965,4,2,14752
1965,4,3,12169
1965,4,4,9976
1965,4,5,8753
1965,4,6,7555
1965,4,7,7905
1965,4,8,7150
1965,4,9,7943
1965,4,10,8058
1965,4,11,8184
1965,4,12,9651
1965,4,13,9625
1965,4,14,10218
1965,4,15,11478
1965,4,16,10548
1965,4,17,9488
1965,4,18,9290
1965,4,19,9328
1965,4,20,8873
1965,4,21,8640
1965,4,22,9058
1965,4,23,9327
1965,4,24,8535
1965,4,25,7893
1965,4,26,7730
1965,4,27,8268
1965,4,28,14000
1965,4,29,15765
1965,4,30,13680
1965,5,1,11555
1965,5,2,9923
1965,5,3,8714
1965,5,4,7463
1965,5,5,6409
1965,5,6,5552
1965,5,7,5156
1965,5,8,5315
1965,5,9,5641
1965,5,10,6401
1965,5,11,6813
1965,5,12,6308
1965,5,13,5948
1965,5,14,5486
1965,5,15,4874
1965,5,16,4360
1965,5,17,4134
1965,5,18,3892
1965,5,19,3628
1965,5,20,3363
1965,5,21,3109
1965,5,22,2992
1965,5,23,2885
1965,5,24,2813
1965,5,25,2953
1965,5,26,2966
1965,5,27,2886
1965,5,28,3040
1965,5,29,3006
1965,5,30,2803
1965,5,31,2674
1965,6,1,2485
1965,6,2,2300
1965,6,3,2342
1965,6,4,2440
1965,6,5,2285
1965,6,6,2119
1965,6,7,2144
1965,6,8,2019
1965,6,9,2052
1965,6,10,3013
1965,6,11,2718
1965,6,12,2144
1965,6,13,1962
1965,6,14,1814
1965,6,15,1712
1965,6,16,1699
1965,6,17,1688
1965,6,18,1607
1965,6,19,1591
1965,6,20,1557
1965,6,21,1563
1965,6,22,1553
1965,6,23,1428
1965,6,24,1463
1965,6,25,1450
1965,6,26,1365
1965,6,27,1365
1965,6,28,1301
1965,6,29,1186
1965,6,30,1034
1965,7,1,1036
1965,7,2,999
1965,7,3,1076
1965,7,4,1082
1965,7,5,1003
1965,7,6,1100
1965,7,7,1035
1965,7,8,985
1965,7,9,971
1965,7,10,970
1965,7,11,1184
1965,7,12,2071
1965,7,13,1929
1965,7,14,1575
1965,7,15,1445
1965,7,16,1258
1965,7,17,1571
1965,7,18,1629
1965,7,19,1625
1965,7,20,1350
1965,7,21,1086
1965,7,22,966
1965,7,23,981
1965,7,24,957
1965,7,25,875
1965,7,26,829
1965,7,27,784
1965,7,28,811
1965,7,29,772
1965,7,30,719
1965,7,31,690
1965,8,1,695
1965,8,2,783
1965,8,3,794
1965,8,4,712
1965,8,5,687
1965,8,6,789
1965,8,7,946
1965,8,8,894
1965,8,9,847
1965,8,10,801
1965,8,11,775
1965,8,12,899
1965,8,13,978
1965,8,14,1029
1965,8,15,950
1965,8,16,810
1965,8,17,730
1965,8,18,712
1965,8,19,859
1965,8,20,866
1965,8,21,718
1965,8,22,738
1965,8,23,695
1965,8,24,662
1965,8,25,643
1965,8,26,1297
1965,8,27,3291
1965,8,28,1722
1965,8,29,1211
1965,8,30,1023
1965,8,31,906
1965,9,1,925
1965,9,2,990
1965,9,3,956
1965,9,4,828
1965,9,5,753
1965,9,6,749
1965,9,7,722
1965,9,8,664
1965,9,9,652
1965,9,10,627
1965,9,11,589
1965,9,12,576
1965,9,13,877
1965,9,14,810
1965,9,15,791
1965,9,16,804
1965,9,17,979
1965,9,18,1063
1965,9,19,1023
1965,9,20,913
1965,9,21,919
1965,9,22,835
1965,9,23,920
1965,9,24,947
1965,9,25,1076
1965,9,26,942
1965,9,27,927
1965,9,28,965
1965,9,29,927
1965,9,30,901
1965,10,1,908
1965,10,2,1046
1965,10,3,1009
1965,10,4,938
1965,10,5,902
1965,10,6,964
1965,10,7,1422
1965,10,8,1644
1965,10,9,1706
1965,10,10,1748
1965,10,11,1812
1965,10,12,1781
1965,10,13,1749
1965,10,14,1628
1965,10,15,1399
1965,10,16,1323
1965,10,17,1200
1965,10,18,1125
1965,10,19,1102
1965,10,20,1047
1965,10,21,975
1965,10,22,983
1965,10,23,908
1965,10,24,876
1965,10,25,843
1965,10,26,829
1965,10,27,958
1965,10,28,972
1965,10,29,946
1965,10,30,893
1965,10,31,880
1965,11,1,895
1965,11,2,861
1965,11,3,787
1965,11,4,873
1965,11,5,850
1965,11,6,836
1965,11,7,884
1965,11,8,820
1965,11,9,794
1965,11,10,806
1965,11,11,909
1965,11,12,908
1965,11,13,915
1965,11,14,908
1965,11,15,901
1965,11,16,926
1965,11,17,790
1965,11,18,807
1965,11,19,763
1965,11,20,824
1965,11,21,842
1965,11,22,835
1965,11,23,794
1965,11,24,820
1965,11,25,833
1965,11,26,895
1965,11,27,901
1965,11,28,916
1965,11,29,884
1965,11,30,868
1965,12,1,909
1965,12,2,908
1965,12,3,957
1965,12,4,869
1965,12,5,819
1965,12,6,808
1965,12,7,801
1965,12,8,782
1965,12,9,819
1965,12,10,819
1965,12,11,817
1965,12,12,822
1965,12,13,796
1965,12,14,825
1965,12,15,818
1965,12,16,839
1965,12,17,841
1965,12,18,884
1965,12,19,907
1965,12,20,867
1965,12,21,812
1965,12,22,791
1965,12,23,824
1965,12,24,822
1965,12,25,815
1965,12,26,838
1965,12,27,843
1965,12,28,826
1965,12,29,834
1965,12,30,801
1965,12,31,790
1966,1,1,780
1966,1,2,820
1966,1,3,830
1966,1,4,852
1966,1,5,848
1966,1,6,1164
1966,1,7,1269
1966,1,8,1663
1966,1,9,2077
1966,1,10,2446
1966,1,11,2427
1966,1,12,2045
1966,1,13,1780
1966,1,14,1583
1966,1,15,1229
1966,1,16,671
1966,1,17,782
1966,1,18,969
1966,1,19,527
1966,1,20,673
1966,1,21,1158
1966,1,22,1066
1966,1,23,907
1966,1,24,778
1966,1,25,858
1966,1,26,924
1966,1,27,712
1966,1,28,494
1966,1,29,979
1966,1,30,726
1966,1,31,452
1966,2,1,672
1966,2,2,817
1966,2,3,825
1966,2,4,856
1966,2,5,858
1966,2,6,822
1966,2,7,895
1966,2,8,957
1966,2,9,979
1966,2,10,1026
1966,2,11,1253
1966,2,12,1717
1966,2,13,4156
1966,2,14,33833
1966,2,15,50234
1966,2,16,34508
1966,2,17,23322
1966,2,18,18148
1966,2,19,14276
1966,2,20,10895
1966,2,21,7587
1966,2,22,5320
1966,2,23,3527
1966,2,24,2838
1966,2,25,2568
1966,2,26,2893
1966,2,27,3322
1966,2,28,4084
1966,3,1,9777
1966,3,2,20199
1966,3,3,28105
1966,3,4,23872
1966,3,5,18338
1966,3,6,16151
1966,3,7,15658
1966,3,8,13592
1966,3,9,10316
1966,3,10,7935
1966,3,11,6239
1966,3,12,5149
1966,3,13,4283
1966,3,14,3750
1966,3,15,3666
1966,3,16,4012
1966,3,17,4073
1966,3,18,3921
1966,3,19,3598
1966,3,20,3321
1966,3,21,3122
1966,3,22,2832
1966,3,23,2684
1966,3,24,2959
1966,3,25,2889
1966,3,26,2897
1966,3,27,2681
1966,3,28,2543
1966,3,29,2530
1966,3,30,2451
1966,3,31,2365
1966,4,1,2367
1966,4,2,2232
1966,4,3,2285
1966,4,4,2188
1966,4,5,2197
1966,4,6,2193
1966,4,7,2205
1966,4,8,2222
1966,4,9,2258
1966,4,10,2187
1966,4,11,2186
1966,4,12,2140
1966,4,13,3703
1966,4,14,5362
1966,4,15,5700
1966,4,16,11813
1966,4,17,15011
1966,4,18,12254
1966,4,19,10136
1966,4,20,8840
1966,4,21,7511
1966,4,22,6473
1966,4,23,6007
1966,4,24,7133
1966,4,25,10424
1966,4,26,16284
1966,4,27,15871
1966,4,28,14917
1966,4,29,16407
1966,4,30,22319
1966,5,1,23856
1966,5,2,27297
1966,5,3,28526
1966,5,4,23081
1966,5,5,19570
1966,5,6,14905
1966,5,7,11085
1966,5,8,8482
1966,5,9,6199
1966,5,10,4931
1966,5,11,4269
1966,5,12,4560
1966,5,13,4526
1966,5,14,4544
1966,5,15,4450
1966,5,16,4479
1966,5,17,4737
1966,5,18,5374
1966,5,19,5551
1966,5,20,5213
1966,5,21,4537
1966,5,22,4591
1966,5,23,4313
1966,5,24,3874
1966,5,25,3638
1966,5,26,3492
1966,5,27,3087
1966,5,28,2881
1966,5,29,4020
1966,5,30,4118
1966,5,31,3401
1966,6,1,3398
1966,6,2,3231
1966,6,3,2943
1966,6,4,2718
1966,6,5,2565
1966,6,6,2309
1966,6,7,2228
1966,6,8,2059
1966,6,9,2252
1966,6,10,2092
1966,6,11,2004
1966,6,12,2067
1966,6,13,1840
1966,6,14,1771
1966,6,15,1917
1966,6,16,1782
1966,6,17,1614
1966,6,18,1557
1966,6,19,1490
1966,6,20,1434
1966,6,21,1338
1966,6,22,1306
1966,6,23,1204
1966,6,24,1100
1966,6,25,1066
1966,6,26,1030
1966,6,27,997
1966,6,28,959
1966,6,29,936
1966,6,30,878
1966,7,1,904
1966,7,2,958
1966,7,3,881
1966,7,4,804
1966,7,5,824
1966,7,6,1021
1966,7,7,941
1966,7,8,870
1966,7,9,738
1966,7,10,793
1966,7,11,871
1966,7,12,815
1966,7,13,795
1966,7,14,808
1966,7,15,820
1966,7,16,743
1966,7,17,696
1966,7,18,640
1966,7,19,586
1966,7,20,573
1966,7,21,614
1966,7,22,593
1966,7,23,557
1966,7,24,534
1966,7,25,532
1966,7,26,538
1966,7,27,535
1966,7,28,477
1966,7,29,476
1966,7,30,471
1966,7,31,505
1966,8,1,491
1966,8,2,488
1966,8,3,475
1966,8,4,425
1966,8,5,416
1966,8,6,466
1966,8,7,494
1966,8,8,517
1966,8,9,527
1966,8,10,500
1966,8,11,657
1966,8,12,612
1966,8,13,590
1966,8,14,663
1966,8,15,805
1966,8,16,966
1966,8,17,862
1966,8,18,758
1966,8,19,734
1966,8,20,740
1966,8,21,628
1966,8,22,547
1966,8,23,533
1966,8,24,605
1966,8,25,541
1966,8,26,552
1966,8,27,525
1966,8,28,505
1966,8,29,483
1966,8,30,456
1966,8,31,445
1966,9,1,462
1966,9,2,453
1966,9,3,456
1966,9,4,398
1966,9,5,402
1966,9,6,383
1966,9,7,352
1966,9,8,352
1966,9,9,341
1966,9,10,334
1966,9,11,357
1966,9,12,369
1966,9,13,355
1966,9,14,3557
1966,9,15,17768
1966,9,16,14652
1966,9,17,5101
1966,9,18,3153
1966,9,19,2999
1966,9,20,2877
1966,9,21,3918
1966,9,22,8164
1966,9,23,10370
1966,9,24,8810
1966,9,25,7603
1966,9,26,5875
1966,9,27,4590
1966,9,28,3942
1966,9,29,3578
1966,9,30,3611
1966,10,1,3902
1966,10,2,6254
1966,10,3,9698
1966,10,4,16347
1966,10,5,12876
1966,10,6,8608
1966,10,7,6305
1966,10,8,4927
1966,10,9,3968
1966,10,10,3025
1966,10,11,2482
1966,10,12,2381
1966,10,13,2340
1966,10,14,2258
1966,10,15,2179
1966,10,16,2078
1966,10,17,1982
1966,10,18,1879
1966,10,19,3667
1966,10,20,4052
1966,10,21,3031
1966,10,22,2885
1966,10,23,3098
1966,10,24,3197
1966,10,25,3052
1966,10,26,2841
1966,10,27,2640
1966,10,28,2456
1966,10,29,2239
1966,10,30,2145
1966,10,31,2076
1966,11,1,1988
1966,11,2,1896
1966,11,3,1903
1966,11,4,1915
1966,11,5,1972
1966,11,6,2122
1966,11,7,3405
1966,11,8,4029
1966,11,9,3465
1966,11,10,3066
1966,11,11,2779
1966,11,12,2551
1966,11,13,2392
1966,11,14,2449
1966,11,15,2315
1966,11,16,2335
1966,11,17,2372
1966,11,18,2353
1966,11,19,2224
1966,11,20,2198
1966,11,21,2227
1966,11,22,2132
1966,11,23,1996
1966,11,24,1916
1966,11,25,1910
1966,11,26,1852
1966,11,27,1874
1966,11,28,2058
1966,11,29,3313
1966,11,30,7702
1966,12,1,12672
1966,12,2,10791
1966,12,3,8210
1966,12,4,6596
1966,12,5,5491
1966,12,6,4635
1966,12,7,4012
1966,12,8,3620
1966,12,9,3397
1966,12,10,3468
1966,12,11,4112
1966,12,12,4673
1966,12,13,4759
1966,12,14,4583
1966,12,15,4590
1966,12,16,4510
1966,12,17,4310
1966,12,18,4082
1966,12,19,4483
1966,12,20,4703
1966,12,21,4639
1966,12,22,4707
1966,12,23,4878
1966,12,24,4895
1966,12,25,4632
1966,12,26,4383
1966,12,27,4190
1966,12,28,3923
1966,12,29,4003
1966,12,30,4827
1966,12,31,5454
1967,1,1,5191
1967,1,2,5030
1967,1,3,5415
1967,1,4,5381
1967,1,5,5345
1967,1,6,5492
1967,1,7,5441
1967,1,8,5885
1967,1,9,7272
1967,1,10,7255
1967,1,11,6998
1967,1,12,7962
1967,1,13,7719
1967,1,14,6962
1967,1,15,6598
1967,1,16,6447
1967,1,17,6164
1967,1,18,5535
1967,1,19,5145
1967,1,20,4266
1967,1,21,3995
1967,1,22,3784
1967,1,23,3846
1967,1,24,4005
1967,1,25,4108
1967,1,26,4030
1967,1,27,4423
1967,1,28,9591
1967,1,29,11994
1967,1,30,12044
1967,1,31,11495
1967,2,1,9631
1967,2,2,8195
1967,2,3,7805
1967,2,4,7775
1967,2,5,7440
1967,2,6,6853
1967,2,7,6735
1967,2,8,6186
1967,2,9,5536
1967,2,10,5161
1967,2,11,4941
1967,2,12,4925
1967,2,13,4992
1967,2,14,5351
1967,2,15,6187
1967,2,16,7101
1967,2,17,7976
1967,2,18,8186
1967,2,19,8462
1967,2,20,8178
1967,2,21,7952
1967,2,22,7890
1967,2,23,7436
1967,2,24,7100
1967,2,25,6367
1967,2,26,5156
1967,2,27,4910
1967,2,28,5292
1967,3,1,4715
1967,3,2,4326
1967,3,3,4410
1967,3,4,4472
1967,3,5,4747
1967,3,6,5484
1967,3,7,40782
1967,3,8,85469
1967,3,9,89511
1967,3,10,49341
1967,3,11,30031
1967,3,12,23092
1967,3,13,17970
1967,3,14,13453
1967,3,15,12324
1967,3,16,21474
1967,3,17,43137
1967,3,18,33484
1967,3,19,23313
1967,3,20,17979
1967,3,21,15104
1967,3,22,14051
1967,3,23,14665
1967,3,24,16591
1967,3,25,15631
1967,3,26,14568
1967,3,27,13583
1967,3,28,12792
1967,3,29,12161
1967,3,30,11280
1967,3,31,10386
1967,4,1,9231
1967,4,2,8318
1967,4,3,7363
1967,4,4,6546
1967,4,5,5966
1967,4,6,5556
1967,4,7,5502
1967,4,8,5774
1967,4,9,6326
1967,4,10,6266
1967,4,11,6053
1967,4,12,5691
1967,4,13,5514
1967,4,14,5151
1967,4,15,4890
1967,4,16,4675
1967,4,17,4464
1967,4,18,4546
1967,4,19,4880
1967,4,20,5318
1967,4,21,5429
1967,4,22,5277
1967,4,23,4926
1967,4,24,4766
1967,4,25,4665
1967,4,26,4536
1967,4,27,4557
1967,4,28,4709
1967,4,29,5610
1967,4,30,5865
1967,5,1,5678
1967,5,2,5324
1967,5,3,5011
1967,5,4,5125
1967,5,5,5582
1967,5,6,5186
1967,5,7,6407
1967,5,8,8973
1967,5,9,28285
1967,5,10,28178
1967,5,11,20948
1967,5,12,17481
1967,5,13,18617
1967,5,14,18269
1967,5,15,14453
1967,5,16,12041
1967,5,17,13171
1967,5,18,14577
1967,5,19,12731
1967,5,20,11134
1967,5,21,9498
1967,5,22,8400
1967,5,23,7425
1967,5,24,6438
1967,5,25,5660
1967,5,26,5125
1967,5,27,4750
1967,5,28,4287
1967,5,29,4165
1967,5,30,4476
1967,5,31,5217
1967,6,1,5956
1967,6,2,6282
1967,6,3,5426
1967,6,4,4890
1967,6,5,4544
1967,6,6,4029
1967,6,7,3321
1967,6,8,2903
1967,6,9,2654
1967,6,10,2528
1967,6,11,2462
1967,6,12,2481
1967,6,13,2364
1967,6,14,2219
1967,6,15,2183
1967,6,16,2084
1967,6,17,1955
1967,6,18,1883
1967,6,19,1838
1967,6,20,1818
1967,6,21,2116
1967,6,22,2265
1967,6,23,3049
1967,6,24,3172
1967,6,25,2853
1967,6,26,3034
1967,6,27,2991
1967,6,28,2482
1967,6,29,2131
1967,6,30,2123
1967,7,1,2119
1967,7,2,1962
1967,7,3,2552
1967,7,4,2450
1967,7,5,3011
1967,7,6,3247
1967,7,7,3180
1967,7,8,2865
1967,7,9,2428
1967,7,10,2168
1967,7,11,1947
1967,7,12,4773
1967,7,13,5187
1967,7,14,5484
1967,7,15,5134
1967,7,16,3780
1967,7,17,3357
1967,7,18,3254
1967,7,19,2699
1967,7,20,2247
1967,7,21,2087
1967,7,22,2049
1967,7,23,2426
1967,7,24,3031
1967,7,25,3342
1967,7,26,2987
1967,7,27,2797
1967,7,28,2526
1967,7,29,2005
1967,7,30,1982
1967,7,31,3033
1967,8,1,3480
1967,8,2,2961
1967,8,3,2568
1967,8,4,2425
1967,8,5,6683
1967,8,6,4801
1967,8,7,3809
1967,8,8,4002
1967,8,9,4154
1967,8,10,4039
1967,8,11,4919
1967,8,12,2947
1967,8,13,2180
1967,8,14,1904
1967,8,15,1774
1967,8,16,1731
1967,8,17,1639
1967,8,18,1509
1967,8,19,1374
1967,8,20,1880
1967,8,21,2241
1967,8,22,2029
1967,8,23,1780
1967,8,24,2427
1967,8,25,16075
1967,8,26,11610
1967,8,27,15675
1967,8,28,11977
1967,8,29,10275
1967,8,30,8430
1967,8,31,6498
1967,9,1,5187
1967,9,2,4139
1967,9,3,3406
1967,9,4,2972
1967,9,5,2574
1967,9,6,2416
1967,9,7,2224
1967,9,8,2081
1967,9,9,1885
1967,9,10,1859
1967,9,11,1840
1967,9,12,1828
1967,9,13,1796
1967,9,14,1600
1967,9,15,1565
1967,9,16,1515
1967,9,17,1515
1967,9,18,1422
1967,9,19,1382
1967,9,20,1369
1967,9,21,1319
1967,9,22,1269
1967,9,23,1302
1967,9,24,1466
1967,9,25,1493
1967,9,26,1469
1967,9,27,1490
1967,9,28,1427
1967,9,29,1394
1967,9,30,1634
1967,10,1,5121
1967,10,2,5380
1967,10,3,3953
1967,10,4,3129
1967,10,5,2611
1967,10,6,2273
1967,10,7,1949
1967,10,8,1845
1967,10,9,1718
1967,10,10,1761
1967,10,11,1830
1967,10,12,1885
1967,10,13,1993
1967,10,14,1988
1967,10,15,2078
1967,10,16,2120
1967,10,17,2046
1967,10,18,2056
1967,10,19,2676
1967,10,20,3147
1967,10,21,2828
1967,10,22,2901
1967,10,23,3027
1967,10,24,2959
1967,10,25,3019
1967,10,26,3906
1967,10,27,10238
1967,10,28,12398
1967,10,29,9857
1967,10,30,7542
1967,10,31,6003
1967,11,1,4991
1967,11,2,4539
1967,11,3,4416
1967,11,4,4691
1967,11,5,4374
1967,11,6,3903
1967,11,7,3537
1967,11,8,3242
1967,11,9,2993
1967,11,10,2851
1967,11,11,2718
1967,11,12,2532
1967,11,13,2447
1967,11,14,2421
1967,11,15,2269
1967,11,16,2300
1967,11,17,2247
1967,11,18,2185
1967,11,19,2141
1967,11,20,2141
1967,11,21,2181
1967,11,22,2176
1967,11,23,2079
1967,11,24,2189
1967,11,25,2281
1967,11,26,2356
1967,11,27,2379
1967,11,28,2672
1967,11,29,2669
1967,11,30,2848
1967,12,1,2800
1967,12,2,2598
1967,12,3,3075
1967,12,4,5719
1967,12,5,10666
1967,12,6,12969
1967,12,7,12454
1967,12,8,11252
1967,12,9,12047
1967,12,10,13409
1967,12,11,20229
1967,12,12,31127
1967,12,13,37549
1967,12,14,28277
1967,12,15,22022
1967,12,16,16974
1967,12,17,13325
1967,12,18,11055
1967,12,19,9213
1967,12,20,7852
1967,12,21,6712
1967,12,22,6226
1967,12,23,5983
1967,12,24,5671
1967,12,25,5381
1967,12,26,5274
1967,12,27,4983
1967,12,28,4966
1967,12,29,8931
1967,12,30,6787
1967,12,31,5368
1968,1,1,4723
1968,1,2,3974
1968,1,3,3255
1968,1,4,4144
1968,1,5,3845
1968,1,6,3039
1968,1,7,3480
1968,1,8,3787
1968,1,9,3250
1968,1,10,3763
1968,1,11,4205
1968,1,12,3610
1968,1,13,3090
1968,1,14,6299
1968,1,15,17455
1968,1,16,16752
1968,1,17,12805
1968,1,18,10224
1968,1,19,8605
1968,1,20,8157
1968,1,21,8301
1968,1,22,9608
1968,1,23,12318
1968,1,24,15930
1968,1,25,17286
1968,1,26,16650
1968,1,27,14520
1968,1,28,11922
1968,1,29,10257
1968,1,30,9503
1968,1,31,12159
1968,2,1,28174
1968,2,2,32504
1968,2,3,28686
1968,2,4,26998
1968,2,5,24144
1968,2,6,18969
1968,2,7,14649
1968,2,8,11752
1968,2,9,9701
1968,2,10,8114
1968,2,11,7284
1968,2,12,6244
1968,2,13,5381
1968,2,14,4874
1968,2,15,4991
1968,2,16,5030
1968,2,17,4982
1968,2,18,5010
1968,2,19,4771
1968,2,20,4419
1968,2,21,4123
1968,2,22,3519
1968,2,23,3485
1968,2,24,3910
1968,2,25,3455
1968,2,26,3511
1968,2,27,3542
1968,2,28,3472
1968,2,29,3448
1968,3,1,3190
1968,3,2,3376
1968,3,3,3247
1968,3,4,3249
1968,3,5,3300
1968,3,6,3408
1968,3,7,3582
1968,3,8,3527
1968,3,9,3605
1968,3,10,3880
1968,3,11,4103
1968,3,12,4732
1968,3,13,9642
1968,3,14,13945
1968,3,15,24885
1968,3,16,22547
1968,3,17,27413
1968,3,18,44780
1968,3,19,46838
1968,3,20,32593
1968,3,21,23829
1968,3,22,19151
1968,3,23,17758
1968,3,24,22273
1968,3,25,31145
1968,3,26,25086
1968,3,27,18380
1968,3,28,14347
1968,3,29,11895
1968,3,30,10289
1968,3,31,8772
1968,4,1,7684
1968,4,2,7440
1968,4,3,7141
1968,4,4,7089
1968,4,5,6881
1968,4,6,6580
1968,4,7,6248
1968,4,8,6162
1968,4,9,6049
1968,4,10,5838
1968,4,11,5466
1968,4,12,5304
1968,4,13,5008
1968,4,14,4765
1968,4,15,4565
1968,4,16,4488
1968,4,17,4303
1968,4,18,4228
1968,4,19,4153
1968,4,20,4041
1968,4,21,3861
1968,4,22,3764
1968,4,23,3731
1968,4,24,3763
1968,4,25,4032
1968,4,26,4644
1968,4,27,4304
1968,4,28,4145
1968,4,29,4032
1968,4,30,3842
1968,5,1,3677
1968,5,2,3547
1968,5,3,3474
1968,5,4,3418
1968,5,5,3358
1968,5,6,3230
1968,5,7,3167
1968,5,8,3102
1968,5,9,3066
1968,5,10,3002
1968,5,11,2830
1968,5,12,2775
1968,5,13,2788
1968,5,14,2695
1968,5,15,2659
1968,5,16,2918
1968,5,17,3133
1968,5,18,3234
1968,5,19,3872
1968,5,20,3930
1968,5,21,3707
1968,5,22,3610
1968,5,23,3480
1968,5,24,3766
1968,5,25,4767
1968,5,26,16531
1968,5,27,21159
1968,5,28,17711
1968,5,29,32339
1968,5,30,48548
1968,5,31,36364
1968,6,1,27159
1968,6,2,20536
1968,6,3,13783
1968,6,4,11625
1968,6,5,9774
1968,6,6,7746
1968,6,7,5980
1968,6,8,5036
1968,6,9,4306
1968,6,10,4093
1968,6,11,3924
1968,6,12,3888
1968,6,13,9497
1968,6,14,5757
1968,6,15,4702
1968,6,16,4055
1968,6,17,4171
1968,6,18,3990
1968,6,19,3740
1968,6,20,4193
1968,6,21,3632
1968,6,22,3320
1968,6,23,3173
1968,6,24,2922
1968,6,25,2802
1968,6,26,2558
1968,6,27,2701
1968,6,28,5405
1968,6,29,5122
1968,6,30,3980
1968,7,1,3744
1968,7,2,3622
1968,7,3,5243
1968,7,4,3299
1968,7,5,2810
1968,7,6,2529
1968,7,7,2242
1968,7,8,2245
1968,7,9,2136
1968,7,10,1922
1968,7,11,1844
1968,7,12,1732
1968,7,13,1730
1968,7,14,1679
1968,7,15,1617
1968,7,16,1561
1968,7,17,1511
1968,7,18,1524
1968,7,19,1493
1968,7,20,2005
1968,7,21,1838
1968,7,22,1612
1968,7,23,1578
1968,7,24,1380
1968,7,25,1249
1968,7,26,1231
1968,7,27,1201
1968,7,28,1264
1968,7,29,1412
1968,7,30,1298
1968,7,31,1133
1968,8,1,1163
1968,8,2,1132
1968,8,3,1304
1968,8,4,1498
1968,8,5,1603
1968,8,6,1484
1968,8,7,1516
1968,8,8,2111
1968,8,9,1715
1968,8,10,1515
1968,8,11,1755
1968,8,12,1687
1968,8,13,1509
1968,8,14,1375
1968,8,15,1444
1968,8,16,1374
1968,8,17,1449
1968,8,18,1424
1968,8,19,1736
1968,8,20,2225
1968,8,21,2150
1968,8,22,1844
1968,8,23,1640
1968,8,24,1382
1968,8,25,1417
1968,8,26,1207
1968,8,27,1106
1968,8,28,1048
1968,8,29,933
1968,8,30,870
1968,8,31,844
1968,9,1,825
1968,9,2,967
1968,9,3,908
1968,9,4,779
1968,9,5,760
1968,9,6,909
1968,9,7,1035
1968,9,8,1171
1968,9,9,1251
1968,9,10,2325
1968,9,11,4094
1968,9,12,6209
1968,9,13,3530
1968,9,14,2662
1968,9,15,2168
1968,9,16,1844
1968,9,17,1641
1968,9,18,1432
1968,9,19,1286
1968,9,20,1149
1968,9,21,1118
1968,9,22,1082
1968,9,23,1031
1968,9,24,971
1968,9,25,948
1968,9,26,864
1968,9,27,857
1968,9,28,851
1968,9,29,831
1968,9,30,832
1968,10,1,832
1968,10,2,826
1968,10,3,780
1968,10,4,720
1968,10,5,713
1968,10,6,726
1968,10,7,991
1968,10,8,1003
1968,10,9,1036
1968,10,10,1050
1968,10,11,1056
1968,10,12,1040
1968,10,13,994
1968,10,14,1007
1968,10,15,1015
1968,10,16,956
1968,10,17,936
1968,10,18,932
1968,10,19,1089
1968,10,20,1977
1968,10,21,2053
1968,10,22,1872
1968,10,23,1873
1968,10,24,2164
1968,10,25,2074
1968,10,26,1787
